,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,22,LAR,NFL,WR,17,17,160,105,1486,14.2,6,68,56.9,80,6.2,87.4,65.6,9.3,12,89,0,5,58.3,31,7.4,5.2,0.7,117,13.5,1575,6,1,14.0,"PB,AP-2,AP ORoY-2"
1,2024,23,LAR,NFL,WR,11,11,106,79,990,12.5,3,47,63.2,51,7.2,90.0,74.5,9.3,11,46,1,2,63.6,9,4.2,4.2,1.0,90,11.5,1036,4,0,9.0,
2,2025,24,LAR,NFL,WR,3,3,35,29,333,11.5,0,18,71.4,25,9.7,111.0,82.9,9.5,3,52,1,1,66.7,45,17.3,17.3,1.0,32,12.0,385,1,0,,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,31,31,301,213,2809,13.2,9,133,60.8,80,6.9,90.6,70.8,9.3,26,187,2,8,61.5,45,7.2,6.0,0.8,239,12.5,2996,11,1,23.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,165,117,1540,13.2,5,73,60.8,80,6.9,90.6,70.8,9.3,14,103,1,4,61.5,45,7.2,6.0,0.8,131,12.5,1643,6,1,,
