,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,64.0,1.0,1.0,2025-09-07,GNB,,DET,"W, 27-13",,1.0,1,1,0,1,1,0,0,0.0,30,44.8,0,0.0
1,2.0,65.0,2.0,2.0,2025-09-11,GNB,,WAS,"W, 27-18",*,0.5,2,0,2,0,3,0,0,0.0,47,68.1,0,0.0
2,3.0,66.0,3.0,3.0,2025-09-21,GNB,@,CLE,"L, 10-13",*,0.0,2,2,0,0,2,0,0,0.0,51,77.3,0,0.0
3,,,,,,,,,2-1,,1.5,5,3,2,1,6,0,0,0.0,128,63.4,0,0.0
