,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,51.0,1.0,1.0,2024-09-08,DAL,@,CLE,"W, 33-17",*,1.0,4,3,1,1,5,0,0,0,0,1,0,0.0,69,90.8,4,11.1
1,2.0,52.0,2.0,2.0,2024-09-15,DAL,,NOR,"L, 19-44",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,44,74.6,4,14.8
2,3.0,53.0,3.0,3.0,2024-09-22,DAL,,BAL,"L, 25-28",*,0.0,5,4,1,0,1,0,0,0,0,0,0,0.0,57,90.5,5,17.9
3,4.0,54.0,4.0,4.0,2024-09-26,DAL,@,NYG,"W, 20-15",*,0.0,2,2,0,1,0,0,0,0,0,0,0,0.0,57,82.6,0,0.0
4,4.0,,5.0,5.0,2024-10-06,DAL,@,PIT,"W, 20-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,6.0,2024-10-13,DAL,,DET,"L, 9-47",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,,7.0,8.0,2024-10-27,DAL,@,SFO,"L, 24-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,4.0,,8.0,9.0,2024-11-03,DAL,@,ATL,"L, 21-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,5.0,55.0,9.0,10.0,2024-11-10,DAL,,PHI,"L, 6-34",*,2.0,2,2,0,1,2,0,0,0,0,0,0,0.0,37,54.4,0,0.0
9,6.0,56.0,10.0,11.0,2024-11-18,DAL,,HOU,"L, 10-34",*,0.0,1,0,1,0,0,0,0,0,0,0,0,0.0,61,95.3,0,0.0
10,7.0,57.0,11.0,12.0,2024-11-24,DAL,@,WAS,"W, 34-26",*,2.0,8,4,4,2,3,0,0,0,0,0,0,0.0,61,87.1,0,0.0
11,8.0,58.0,12.0,13.0,2024-11-28,DAL,,NYG,"W, 27-20",*,1.5,3,1,2,1,4,0,0,0,0,0,0,0.0,60,95.2,7,22.6
12,9.0,59.0,13.0,14.0,2024-12-09,DAL,,CIN,"L, 20-27",*,0.0,0,0,0,0,2,0,0,0,0,0,0,0.0,53,74.6,5,18.5
13,10.0,60.0,14.0,15.0,2024-12-15,DAL,@,CAR,"W, 30-14",*,2.0,4,3,1,2,2,0,0,0,0,0,0,0.0,46,83.6,1,4.0
14,11.0,61.0,15.0,16.0,2024-12-22,DAL,,TAM,"W, 26-24",*,1.0,5,4,1,1,0,0,0,0,0,0,0,0.0,57,79.2,6,20.0
15,12.0,62.0,16.0,17.0,2024-12-29,DAL,@,PHI,"L, 7-41",*,0.0,2,2,0,1,1,0,0,0,0,0,0,0.0,46,70.8,5,19.2
16,13.0,63.0,17.0,18.0,2025-01-05,DAL,,WAS,"L, 19-23",*,2.5,4,3,1,2,3,0,0,0,0,0,0,0.0,48,82.8,0,0.0
17,,,,,,,,,6-7,,12.0,43,30,13,12,23,0,0,0,0,1,0,0.0,696,81.6,37,9.8
