,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-09,DAL,@,TAM,"L, 29-31",*,0.0,7,3,4,0,1,0,0,0,0,1,1,1.2,51,78.5,5,14.7
1,2.0,2.0,2.0,2.0,2021-09-19,DAL,@,LAC,"W, 20-17",*,1.0,2,2,0,1,4,0,0,0,0,0,0,0.0,39,54.9,1,5.3
2,3.0,3.0,3.0,3.0,2021-09-27,DAL,,PHI,"W, 41-21",*,0.5,4,3,1,1,1,0,0,0,0,1,0,0.0,37,63.8,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,DAL,,CAR,"W, 36-28",*,1.0,4,3,1,1,1,0,0,0,0,0,0,0.0,68,97.1,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,DAL,,NYG,"W, 44-20",*,0.0,8,6,2,0,3,0,0,0,0,0,0,0.0,63,92.6,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-17,DAL,@,NWE,"W, 35-29 (OT)",*,0.0,6,3,3,0,0,0,0,0,0,0,0,0.0,54,100.0,0,0.0
6,7.0,7.0,7.0,8.0,2021-10-31,DAL,@,MIN,"W, 20-16",*,0.0,11,10,1,4,1,0,0,0,0,0,0,0.0,64,97.0,0,0.0
7,8.0,8.0,8.0,9.0,2021-11-07,DAL,,DEN,"L, 16-30",*,2.5,10,8,2,3,3,0,0,0,0,0,0,0.0,67,85.9,0,0.0
8,9.0,9.0,9.0,10.0,2021-11-14,DAL,,ATL,"W, 43-3",*,1.0,6,6,0,1,1,0,0,0,0,0,0,0.0,40,74.1,1,4.0
9,10.0,10.0,10.0,11.0,2021-11-21,DAL,@,KAN,"L, 9-19",*,2.0,4,4,0,2,3,0,0,0,0,0,0,0.0,60,88.2,1,3.7
10,11.0,11.0,11.0,12.0,2021-11-25,DAL,,LVR,"L, 33-36 (OT)",*,1.0,5,4,1,2,5,0,0,0,0,0,0,0.0,77,88.5,1,2.4
11,12.0,12.0,12.0,13.0,2021-12-02,DAL,@,NOR,"W, 27-17",*,1.0,5,2,3,1,2,0,0,0,0,0,0,0.0,65,92.9,0,0.0
12,13.0,13.0,13.0,14.0,2021-12-12,DAL,@,WAS,"W, 27-20",*,2.0,3,3,0,1,2,0,0,0,0,0,0,0.0,54,79.4,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-19,DAL,@,NYG,"W, 21-6",*,0.0,1,0,1,0,0,0,0,0,0,1,0,0.0,56,88.9,0,0.0
14,15.0,15.0,15.0,16.0,2021-12-26,DAL,,WAS,"W, 56-14",*,1.0,3,3,0,1,2,0,0,0,0,0,0,0.0,33,55.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-02,DAL,,ARI,"L, 22-25",*,0.0,5,4,1,2,1,0,0,0,0,0,0,0.0,76,98.7,5,19.2
16,16.0,,17.0,18.0,2022-01-08,DAL,@,PHI,"W, 51-26",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,11-5,,13.0,84,64,20,20,30,0,0,0,0,3,1,0.1,904,83.9,14,3.1
