,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2022-09-11,DAL,,TAM,"L, 3-19",*,2.0,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,100.0,0,0.0
1,2.0,18.0,2.0,2.0,2022-09-18,DAL,,CIN,"W, 20-17",*,2.0,4,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,84.3,0,0.0
2,3.0,19.0,3.0,3.0,2022-09-26,DAL,@,NYG,"W, 23-16",*,0.0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,83.3,0,0.0
3,4.0,20.0,4.0,4.0,2022-10-02,DAL,,WAS,"W, 25-10",*,0.0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,85.1,0,0.0
4,5.0,21.0,5.0,5.0,2022-10-09,DAL,@,LAR,"W, 22-10",*,2.0,5,3,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0.0,46,70.8,0,0.0
5,6.0,22.0,6.0,6.0,2022-10-16,DAL,@,PHI,"L, 17-26",*,0.0,7,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,67,94.4,0,0.0
6,7.0,23.0,7.0,7.0,2022-10-23,DAL,,DET,"W, 24-6",*,2.0,6,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,42,71.2,0,0.0
7,8.0,24.0,8.0,8.0,2022-10-30,DAL,,CHI,"W, 49-29",*,0.0,4,2,2,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0.0,57,72.2,0,0.0
8,9.0,25.0,9.0,10.0,2022-11-13,DAL,@,GNB,"L, 28-31 (OT)",*,0.0,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,95.3,0,0.0
9,10.0,26.0,10.0,11.0,2022-11-20,DAL,@,MIN,"W, 40-3",*,2.0,4,4,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0.0,38,66.7,0,0.0
10,11.0,27.0,11.0,12.0,2022-11-24,DAL,,NYG,"W, 28-20",*,2.0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,43,67.2,0,0.0
11,12.0,28.0,12.0,13.0,2022-12-04,DAL,,IND,"W, 54-19",*,0.0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,51,70.8,0,0.0
12,13.0,29.0,13.0,14.0,2022-12-11,DAL,,HOU,"W, 27-23",*,0.0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,72.7,0,0.0
13,14.0,30.0,14.0,15.0,2022-12-18,DAL,@,JAX,"L, 34-40 (OT)",*,1.0,2,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,59,84.3,0,0.0
14,15.0,31.0,15.0,16.0,2022-12-24,DAL,,PHI,"W, 40-34",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,95.8,0,0.0
15,16.0,32.0,16.0,17.0,2022-12-29,DAL,@,TEN,"W, 27-13",*,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,49,75.4,0,0.0
16,17.0,33.0,17.0,18.0,2023-01-08,DAL,@,WAS,"L, 6-26",*,0.5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46,69.7,0,0.0
17,,,,,,,,,12-5,,13.5,65,42,23,13,26,0,0,0,0,3,0,0,3,3,36,1,0,0.0,919,80.1,0,0.0
