,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,25.0,1.0,1.0,2024-09-09,NYJ,@,SFO,"L, 19-32",*,16,54,1,3.4,6,5,39,7.8,0,83.3,6.5,1,1,0,0,0,0,42,82.4,0,0.0,0,0.0
1,2.0,26.0,2.0,2.0,2024-09-15,NYJ,@,TEN,"W, 24-17",*,14,62,0,4.4,8,7,52,7.4,1,87.5,6.5,0,0,0,0,0,0,41,71.9,0,0.0,0,0.0
2,3.0,27.0,3.0,3.0,2024-09-19,NYJ,,NWE,"W, 24-3",*,16,54,1,3.4,5,4,29,7.3,0,80.0,5.8,1,0,0,0,0,0,52,71.2,0,0.0,0,0.0
3,4.0,28.0,4.0,4.0,2024-09-29,NYJ,,DEN,"L, 9-10",*,10,4,0,0.4,5,2,14,7.0,0,40.0,2.8,0,0,0,0,0,0,51,68.9,0,0.0,0,0.0
4,5.0,29.0,5.0,5.0,2024-10-06,NYJ,@,MIN,"L, 17-23",*,9,23,0,2.6,4,3,14,4.7,0,75.0,3.5,0,0,0,0,0,0,53,73.6,0,0.0,0,0.0
5,6.0,30.0,6.0,6.0,2024-10-14,NYJ,,BUF,"L, 20-23",*,18,113,0,6.3,6,5,56,11.2,0,83.3,9.3,0,0,0,0,0,0,55,87.3,0,0.0,0,0.0
6,7.0,31.0,7.0,7.0,2024-10-20,NYJ,@,PIT,"L, 15-37",*,12,38,1,3.2,9,6,103,17.2,0,66.7,11.4,0,0,0,0,0,0,47,82.5,0,0.0,0,0.0
7,8.0,32.0,8.0,8.0,2024-10-27,NYJ,@,NWE,"L, 22-25",*,16,80,0,5.0,3,1,9,9.0,0,33.3,3.0,1,0,0,0,0,0,46,74.2,0,0.0,0,0.0
8,9.0,33.0,9.0,9.0,2024-10-31,NYJ,,HOU,"W, 21-13",*,15,74,0,4.9,4,2,11,5.5,0,50.0,2.8,1,0,0,1,0,0,44,75.9,0,0.0,0,0.0
9,10.0,34.0,10.0,10.0,2024-11-10,NYJ,@,ARI,"L, 6-31",*,10,52,0,5.2,4,4,31,7.8,0,100.0,7.8,0,0,0,0,0,0,47,81.0,0,0.0,0,0.0
10,11.0,35.0,11.0,11.0,2024-11-17,NYJ,,IND,"L, 27-28",*,16,78,1,4.9,7,7,43,6.1,1,100.0,6.1,0,0,0,0,0,0,43,84.3,0,0.0,0,0.0
11,12.0,36.0,12.0,13.0,2024-12-01,NYJ,,SEA,"L, 21-26",*,12,60,0,5.0,1,0,0,,0,0.0,0.0,2,1,0,0,0,0,42,61.8,0,0.0,0,0.0
12,12.0,,13.0,14.0,2024-12-08,NYJ,@,MIA,"L, 26-32 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,13.0,37.0,14.0,15.0,2024-12-15,NYJ,@,JAX,"W, 32-25",*,9,30,1,3.3,2,2,21,10.5,0,100.0,10.5,0,0,0,0,0,0,28,48.3,0,0.0,0,0.0
14,14.0,38.0,15.0,16.0,2024-12-22,NYJ,,LAR,"L, 9-19",*,14,52,0,3.7,6,5,38,7.6,0,83.3,6.3,0,0,0,0,0,0,53,76.8,0,0.0,0,0.0
15,15.0,39.0,16.0,17.0,2024-12-29,NYJ,@,BUF,"L, 14-40",*,10,45,0,4.5,1,1,8,8.0,0,100.0,8.0,0,0,0,0,0,0,31,49.2,0,0.0,0,0.0
16,16.0,40.0,17.0,18.0,2025-01-05,NYJ,,MIA,"W, 32-20",*,12,57,0,4.8,5,3,15,5.0,1,60.0,3.0,0,0,0,0,0,0,45,70.3,0,0.0,0,0.0
17,,,,,,,,,5-11,,209,876,5,4.2,76,57,483,8.5,3,75.0,6.4,6,2,0,1,0,0,720,72.1,0,0.0,0,0.0
