,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2019-09-09,HOU,@,NOR,"L, 28-30",*,3,2,69,34.5,0,66.7,23.0,0,0,0,0,0,0,62,96.9,0,0.0,0,0.0
1,2.0,33.0,2.0,2.0,2019-09-15,HOU,,JAX,"W, 13-12",*,7,4,40,10.0,0,57.1,5.7,0,0,0,0,0,0,58,90.6,0,0.0,0,0.0
2,3.0,34.0,3.0,3.0,2019-09-22,HOU,@,LAC,"W, 27-20",*,7,5,51,10.2,0,71.4,7.3,0,0,0,0,0,0,57,96.6,0,0.0,0,0.0
3,4.0,35.0,4.0,4.0,2019-09-29,HOU,,CAR,"L, 10-16",*,6,3,23,7.7,0,50.0,3.8,0,0,0,0,0,0,66,98.5,0,0.0,0,0.0
4,5.0,36.0,5.0,5.0,2019-10-06,HOU,,ATL,"W, 53-32",*,16,14,217,15.5,3,87.5,13.6,1,0,0,0,0,0,69,94.5,0,0.0,0,0.0
5,6.0,37.0,6.0,6.0,2019-10-13,HOU,@,KAN,"W, 31-24",*,9,5,44,8.8,0,55.6,4.9,0,0,0,0,0,0,78,87.6,0,0.0,0,0.0
6,7.0,38.0,7.0,7.0,2019-10-20,HOU,@,IND,"L, 23-30",*,1,1,6,6.0,0,100.0,6.0,0,0,0,0,0,0,3,4.8,0,0.0,0,0.0
7,7.0,,8.0,8.0,2019-10-27,HOU,,OAK,"W, 27-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,9.0,2019-11-03,HOU,@,JAX,"W, 26-3",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,7.0,,10.0,11.0,2019-11-17,HOU,@,BAL,"L, 7-41",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,39.0,11.0,12.0,2019-11-21,HOU,,IND,"W, 20-17",*,11,7,140,20.0,0,63.6,12.7,0,0,0,0,0,0,52,89.7,0,0.0,0,0.0
11,9.0,40.0,12.0,13.0,2019-12-01,HOU,,NWE,"W, 28-22",*,2,1,8,8.0,0,50.0,4.0,0,0,0,0,0,0,41,74.5,0,0.0,0,0.0
12,9.0,,13.0,14.0,2019-12-08,HOU,,DEN,"L, 24-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,10.0,41.0,14.0,15.0,2019-12-15,HOU,@,TEN,"W, 24-21",*,7,5,61,12.2,0,71.4,8.7,0,0,0,0,0,0,59,93.7,0,0.0,0,0.0
14,11.0,42.0,15.0,16.0,2019-12-21,HOU,@,TAM,"W, 23-20",*,2,2,11,5.5,0,100.0,5.5,0,0,0,0,0,0,19,28.8,0,0.0,0,0.0
15,11.0,,16.0,17.0,2019-12-29,HOU,,TEN,"L, 14-35",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,8-3,,71,49,670,13.7,3,69.0,9.4,1,0,0,0,0,0,564,78.2,0,0.0,0,0.0
