,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2016,22,HOU,NFL,WR,2.0,2.0,11.0,7.0,53.0,7.6,0.0,2.0,27.3,19.0,3.5,26.5,63.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.6,53.0,0.0,0.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019,25,HOU,NFL,WR,1.0,1.0,8.0,5.0,89.0,17.8,0.0,5.0,62.5,39.0,5.0,89.0,62.5,11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.8,89.0,0.0,0.0,
3,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3.0,3.0,19.0,12.0,142.0,11.8,0.0,7.0,42.1,39.0,4.0,47.3,63.2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.8,142.0,0.0,0.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,17.0,108.0,68.0,805.0,11.8,0.0,40.0,42.1,39.0,4.0,47.3,63.2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,11.8,805.0,0.0,0.0,
