,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,2.0,1.0,1.0,2023-09-10,WAS,,ARI,"W, 20-16",*,19,31,61.3,202,1,1,6.5,5.71,77.6,6,46,2,11,1,5.5,0,0,0,,0,,,1,1,0,0,0,0,71,100.0,0,0.0,0,0.0
1,2.0,3.0,2.0,2.0,2023-09-17,WAS,@,DEN,"W, 35-33",*,27,39,69.2,299,2,0,7.7,8.69,108.8,4,33,2,13,0,6.5,0,0,0,,0,,,1,0,0,0,0,0,73,100.0,0,0.0,0,0.0
2,3.0,4.0,3.0,3.0,2023-09-24,WAS,,BUF,"L, 3-37",*,19,29,65.5,170,0,4,5.9,-0.34,41.5,9,45,1,18,0,18.0,0,0,0,,0,,,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
3,4.0,5.0,4.0,4.0,2023-10-01,WAS,@,PHI,"L, 31-34 (OT)",*,29,41,70.7,290,1,0,7.1,7.56,98.6,5,32,6,40,0,6.7,0,0,0,,0,,,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
4,5.0,6.0,5.0,5.0,2023-10-05,WAS,,CHI,"L, 20-40",*,37,51,72.5,388,2,1,7.6,7.51,99.1,5,29,4,19,0,4.8,0,0,0,,0,,,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
5,6.0,7.0,6.0,6.0,2023-10-15,WAS,@,ATL,"W, 24-16",*,14,23,60.9,151,3,0,6.6,9.17,119.7,5,30,4,3,0,0.8,0,0,0,,0,,,0,0,0,0,0,0,51,100.0,0,0.0,0,0.0
6,7.0,8.0,7.0,7.0,2023-10-22,WAS,@,NYG,"L, 7-14",*,22,42,52.4,249,0,1,5.9,4.86,60.5,6,52,2,15,0,7.5,0,0,0,,0,,,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
7,8.0,9.0,8.0,8.0,2023-10-29,WAS,,PHI,"L, 31-38",*,39,52,75.0,397,4,1,7.6,8.31,114.0,1,9,3,11,0,3.7,0,0,0,,0,,,1,0,0,0,0,0,72,100.0,0,0.0,0,0.0
8,9.0,10.0,9.0,9.0,2023-11-05,WAS,@,NWE,"W, 20-17",*,29,45,64.4,325,1,1,7.2,6.67,84.0,3,17,5,27,0,5.4,0,0,0,,0,,,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
9,10.0,11.0,10.0,10.0,2023-11-12,WAS,@,SEA,"L, 26-29",*,29,44,65.9,312,3,0,7.1,8.45,109.3,3,24,2,17,0,8.5,0,0,0,,0,,,1,1,0,0,0,0,61,100.0,0,0.0,0,0.0
10,11.0,12.0,11.0,11.0,2023-11-19,WAS,,NYG,"L, 19-31",*,31,45,68.9,256,1,3,5.7,3.13,62.8,4,26,3,35,1,11.7,0,0,0,,0,,,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0
11,12.0,13.0,12.0,12.0,2023-11-23,WAS,@,DAL,"L, 10-45",*,28,44,63.6,300,0,1,6.8,5.8,74.1,4,32,2,13,1,6.5,0,0,0,,0,,,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
12,13.0,14.0,13.0,13.0,2023-12-03,WAS,,MIA,"L, 15-45",*,12,23,52.2,127,0,1,5.5,3.57,50.5,3,20,4,21,2,5.3,0,0,0,,0,,,0,0,0,0,0,0,52,94.5,0,0.0,0,0.0
13,14.0,15.0,14.0,15.0,2023-12-17,WAS,@,LAR,"L, 20-28",*,11,26,42.3,102,1,1,3.9,2.96,50.5,1,8,3,22,0,7.3,0,0,0,,0,,,0,0,0,0,0,0,44,73.3,0,0.0,0,0.0
14,15.0,16.0,15.0,16.0,2023-12-24,WAS,@,NYJ,"L, 28-30",*,6,22,27.3,56,0,2,2.5,-1.55,1.7,1,13,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,34,55.7,0,0.0,0,0.0
15,16.0,17.0,16.0,17.0,2023-12-31,WAS,,SFO,"L, 10-27",*,17,28,60.7,169,1,2,6.0,3.54,60.0,1,6,1,-1,0,-1.0,0,0,0,,0,,,0,0,0,0,0,0,46,100.0,0,0.0,0,0.0
16,17.0,18.0,17.0,18.0,2024-01-07,WAS,,DAL,"L, 10-38",*,19,27,70.4,153,1,2,5.7,3.07,65.8,4,27,4,-1,0,-0.3,1,1,4,4.0,0,100.0,4.0,0,0,0,0,0,0,49,100.0,0,0.0,0,0.0
17,,,,,,,,,4-13,,388,612,63.4,3946,21,21,6.4,5.59,78.9,65,449,48,263,5,5.5,1,1,4,4.0,0,100.0,4.0,4,2,0,0,0,0,1061,95.8,0,0.0,0,0.0
