,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2021-09-12,SEA,@,IND,"W, 28-16",*,5,4,60,15.0,1,80.0,12.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,92.6,0,0.0,1,4.2
1,2.0,34.0,2.0,2.0,2021-09-19,SEA,,TEN,"L, 30-33 (OT)",*,11,6,53,8.8,0,54.5,4.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,94.4,0,0.0,0,0.0
2,3.0,35.0,3.0,3.0,2021-09-26,SEA,@,MIN,"L, 17-30",*,9,6,107,17.8,1,66.7,11.9,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,88.7,0,0.0,0,0.0
3,4.0,36.0,4.0,4.0,2021-10-03,SEA,@,SFO,"W, 28-21",*,8,4,65,16.3,1,50.0,8.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,82.1,0,0.0,1,3.2
4,5.0,37.0,5.0,5.0,2021-10-07,SEA,,LAR,"L, 17-26",*,5,5,98,19.6,2,100.0,19.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,73.8,0,0.0,0,0.0
5,6.0,38.0,6.0,6.0,2021-10-17,SEA,@,PIT,"L, 20-23 (OT)",*,7,6,58,9.7,0,85.7,8.3,0,0,0,,0.0,1,1,0,0,0,0,1,0,0,0,0,0,49,75.4,0,0.0,0,0.0
6,7.0,39.0,7.0,7.0,2021-10-25,SEA,,NOR,"L, 10-13",*,5,2,96,48.0,1,40.0,19.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,82.1,0,0.0,0,0.0
7,8.0,40.0,8.0,8.0,2021-10-31,SEA,,JAX,"W, 31-7",*,6,6,43,7.2,2,100.0,7.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,71.9,0,0.0,1,4.3
8,9.0,41.0,9.0,10.0,2021-11-14,SEA,@,GNB,"L, 0-17",*,8,3,26,8.7,0,37.5,3.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,73.8,0,0.0,0,0.0
9,10.0,42.0,10.0,11.0,2021-11-21,SEA,,ARI,"L, 13-23",*,8,4,31,7.8,0,50.0,3.9,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,91.8,0,0.0,0,0.0
10,11.0,43.0,11.0,12.0,2021-11-29,SEA,@,WAS,"L, 15-17",*,4,1,13,13.0,0,25.0,3.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,93.6,0,0.0,0,0.0
11,12.0,44.0,12.0,13.0,2021-12-05,SEA,,SFO,"W, 30-23",*,8,5,60,12.0,0,62.5,7.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,88.6,0,0.0,0,0.0
12,13.0,45.0,13.0,14.0,2021-12-12,SEA,@,HOU,"W, 33-13",*,8,4,43,10.8,0,50.0,5.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,73.8,0,0.0,1,3.6
13,14.0,46.0,14.0,15.0,2021-12-21,SEA,@,LAR,"L, 10-20",*,12,6,52,8.7,0,50.0,4.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,93.0,0,0.0,0,0.0
14,15.0,47.0,15.0,16.0,2021-12-26,SEA,,CHI,"L, 24-25",*,5,2,41,20.5,1,40.0,8.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,87.5,0,0.0,0,0.0
15,16.0,48.0,16.0,17.0,2022-01-02,SEA,,DET,"W, 51-29",*,9,6,63,10.5,3,66.7,7.0,1,6,0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,66.7,0,0.0,2,6.3
16,17.0,49.0,17.0,18.0,2022-01-09,SEA,@,ARI,"W, 38-30",*,11,5,58,11.6,0,45.5,5.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,87.9,0,0.0,1,3.1
17,,,,,,,,,7-10,,129,75,967,12.9,12,58.1,7.5,1,6,0,6.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,820,82.7,0,0.0,7,1.5
