,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,GNB,@,MIN,"L, 7-23",,5,4,37,9.3,0,80.0,7.4,1,11,0,11.0,0,0,0,,0,0,0,0,0,0,35,57.4,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2022-09-18,GNB,,CHI,"W, 27-10",,3,2,27,13.5,0,66.7,9.0,0,0,0,,0,0,0,,0,0,0,0,0,0,25,36.8,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2022-09-25,GNB,@,TAM,"W, 14-12",*,8,8,73,9.1,1,100.0,9.1,0,0,0,,0,0,0,,1,0,0,1,0,0,55,88.7,0,0.0,1,4.0
3,4.0,4.0,4.0,4.0,2022-10-02,GNB,,NWE,"W, 27-24 (OT)",*,8,5,47,9.4,1,62.5,5.9,0,0,0,,0,0,0,,1,1,0,0,0,0,70,95.9,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2022-10-09,GNB,,NYG,"L, 22-27",*,5,3,29,9.7,0,60.0,5.8,0,0,0,,0,0,0,,0,0,0,0,0,0,54,85.7,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2022-10-16,GNB,,NYJ,"L, 10-27",*,9,4,21,5.3,0,44.4,2.3,0,0,0,,0,0,0,,0,0,0,0,0,0,70,95.9,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2022-10-23,GNB,@,WAS,"L, 21-23",*,4,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,0,0,0,48,88.9,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2022-10-30,GNB,@,BUF,"L, 17-27",*,7,4,62,15.5,1,57.1,8.9,0,0,0,,0,0,0,,0,0,0,0,0,0,54,81.8,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2022-11-06,GNB,@,DET,"L, 9-15",*,1,1,18,18.0,0,100.0,18.0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,1.4,0,0.0,0,0.0
9,9.0,,10.0,10.0,2022-11-13,GNB,,DAL,"W, 31-28 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9.0,,11.0,11.0,2022-11-17,GNB,,TEN,"L, 17-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,9.0,,12.0,12.0,2022-11-27,GNB,@,PHI,"L, 33-40",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,9.0,,13.0,13.0,2022-12-04,GNB,@,CHI,"W, 28-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,10.0,10.0,14.0,15.0,2022-12-19,GNB,,LAR,"W, 24-12",,5,5,55,11.0,0,100.0,11.0,0,0,0,,0,0,0,,0,0,0,0,0,0,23,32.4,0,0.0,0,0.0
14,11.0,11.0,15.0,16.0,2022-12-25,GNB,@,MIA,"W, 26-20",,6,3,36,12.0,0,50.0,6.0,0,0,0,,2,39,0,19.5,0,0,0,0,0,0,40,60.6,0,0.0,2,7.7
15,12.0,12.0,16.0,17.0,2023-01-01,GNB,,MIN,"W, 41-17",,4,3,20,6.7,0,75.0,5.0,0,0,0,,0,0,0,,0,0,0,0,0,0,31,49.2,0,0.0,0,0.0
16,13.0,13.0,17.0,18.0,2023-01-08,GNB,,DET,"L, 16-20",,2,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,0,0,0,23,38.3,0,0.0,0,0.0
17,,,,,,,,,6-7,,67,42,425,10.1,3,62.7,6.3,1,11,0,11.0,2,39,0,19.5,2,1,0,1,0,0,529,61.9,0,0.0,3,0.9
