,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,31.0,1.0,1.0,2024-09-06,GNB,@,PHI,"L, 29-34",*,7,4,50,12.5,0,57.1,7.1,58,86.6,0,0.0,0,0.0
1,2.0,32.0,2.0,2.0,2024-09-15,GNB,,IND,"W, 16-10",*,3,3,62,20.7,0,100.0,20.7,55,78.6,0,0.0,1,4.5
2,3.0,33.0,3.0,3.0,2024-09-22,GNB,@,TEN,"W, 30-14",*,2,1,18,18.0,0,50.0,9.0,46,73.0,0,0.0,0,0.0
3,4.0,34.0,4.0,4.0,2024-09-29,GNB,,MIN,"L, 29-31",*,8,4,39,9.8,0,50.0,4.9,65,85.5,0,0.0,0,0.0
4,4.0,,5.0,5.0,2024-10-06,GNB,@,LAR,"W, 24-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,5.0,35.0,6.0,6.0,2024-10-13,GNB,,ARI,"W, 34-13",,4,3,49,16.3,2,75.0,12.3,54,74.0,0,0.0,0,0.0
6,6.0,36.0,7.0,7.0,2024-10-20,GNB,,HOU,"W, 24-22",*,10,8,94,11.8,0,80.0,9.4,48,82.8,0,0.0,0,0.0
7,7.0,37.0,8.0,8.0,2024-10-27,GNB,@,JAX,"W, 30-27",*,6,3,72,24.0,0,50.0,12.0,59,84.3,0,0.0,0,0.0
8,8.0,38.0,9.0,9.0,2024-11-03,GNB,,DET,"L, 14-24",*,5,4,28,7.0,0,80.0,5.6,54,83.1,0,0.0,0,0.0
9,9.0,39.0,10.0,11.0,2024-11-17,GNB,@,CHI,"W, 20-19",*,2,1,17,17.0,0,50.0,8.5,36,78.3,0,0.0,0,0.0
10,10.0,40.0,11.0,12.0,2024-11-24,GNB,,SFO,"W, 38-10",*,6,3,54,18.0,0,50.0,9.0,37,51.4,0,0.0,0,0.0
11,10.0,,12.0,13.0,2024-11-28,GNB,,MIA,"W, 30-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,,13.0,14.0,2024-12-05,GNB,@,DET,"L, 31-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,11.0,41.0,14.0,15.0,2024-12-15,GNB,@,SEA,"W, 30-13",*,5,3,40,13.3,2,60.0,8.0,48,75.0,0,0.0,0,0.0
14,12.0,42.0,15.0,16.0,2024-12-23,GNB,,NOR,"W, 34-0",*,3,2,20,10.0,0,66.7,6.7,46,66.7,0,0.0,0,0.0
15,13.0,43.0,16.0,17.0,2024-12-29,GNB,@,MIN,"L, 25-27",*,11,7,58,8.3,0,63.6,5.3,54,85.7,0,0.0,0,0.0
16,13.0,,17.0,18.0,2025-01-05,GNB,,CHI,"L, 22-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,9-4,,72,46,601,13.1,4,63.9,8.3,660,77.1,0,0.0,1,0.3
