,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,22,IND,NFL,WR,16,12,78,41,593,14.5,2,28,46.2,47,2.6,37.1,52.6,7.6,0,0,0,0,0.0,0.0,41,14.5,593,2,1,4.0,
1,2023,23,IND,NFL,WR,17,16,65,32,514,16.1,2,24,46.2,58,1.9,30.2,49.2,7.9,0,0,0,0,0.0,0.0,32,16.1,514,2,0,5.0,
2,2024,24,IND,NFL,WR,16,13,69,37,824,22.3,7,32,52.2,65,2.3,51.5,53.6,11.9,0,0,0,0,0.0,0.0,37,22.3,824,7,0,7.0,
3,2025,25,IND,NFL,WR,3,3,13,9,171,19.0,0,7,69.2,44,3.0,57.0,69.2,13.2,0,0,0,0,0.0,0.0,9,19.0,171,0,0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,52,44,225,119,2102,17.7,11,91,49.3,65,2.3,40.4,52.9,9.3,0,0,0,0,0.0,0.0,119,17.7,2102,11,1,16.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,14,74,39,687,17.7,4,30,49.3,65,2.3,40.4,52.9,9.3,0,0,0,0,0.0,0.0,39,17.7,687,4,0,,
