,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,50.0,1.0,1.0,2024-09-06,PHI,,GNB,"W, 34-29",,1,2,0,2.0,1,1,10,10.0,0,100.0,10.0,2,38,0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,19.7,0,0.0,7,22.6
1,2.0,51.0,2.0,2.0,2024-09-16,PHI,,ATL,"L, 21-22",,2,6,0,3.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,9.9,0,0.0,6,27.3
2,3.0,52.0,3.0,3.0,2024-09-22,PHI,@,NOR,"W, 15-12",,0,0,0,,3,2,12,6.0,0,66.7,4.0,2,51,0,25.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14,19.4,0,0.0,5,29.4
3,4.0,53.0,4.0,4.0,2024-09-29,PHI,@,TAM,"L, 16-33",,2,9,0,4.5,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,43.9,0,0.0,4,14.8
4,5.0,54.0,5.0,6.0,2024-10-13,PHI,,CLE,"W, 20-16",,3,23,0,7.7,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,21.0,0,0.0,0,0.0
5,6.0,55.0,6.0,7.0,2024-10-20,PHI,@,NYG,"W, 28-3",,13,56,0,4.3,1,1,11,11.0,0,100.0,11.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,36.4,0,0.0,2,6.3
6,7.0,56.0,7.0,8.0,2024-10-27,PHI,@,CIN,"W, 37-17",,5,19,0,3.8,1,0,0,,0,0.0,0.0,2,59,0,29.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,14.8,0,0.0,4,16.7
7,8.0,57.0,8.0,9.0,2024-11-03,PHI,,JAX,"W, 28-23",,5,9,0,1.8,1,1,1,1.0,0,100.0,1.0,1,34,0,34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,27.8,0,0.0,8,34.8
8,9.0,58.0,9.0,10.0,2024-11-10,PHI,@,DAL,"W, 34-6",,7,30,0,4.3,1,1,9,9.0,0,100.0,9.0,1,23,0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,32.4,0,0.0,10,35.7
9,10.0,59.0,10.0,11.0,2024-11-14,PHI,,WAS,"W, 26-18",,4,43,0,10.8,1,1,6,6.0,0,100.0,6.0,1,18,0,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,18.3,0,0.0,10,37.0
10,11.0,60.0,11.0,12.0,2024-11-24,PHI,@,LAR,"W, 37-20",,5,22,1,4.4,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,31.5,0,0.0,10,35.7
11,12.0,61.0,12.0,13.0,2024-12-01,PHI,@,BAL,"W, 24-19",,0,0,0,,0,0,0,,0,,,1,23,0,23.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,7,12.5,0,0.0,9,27.3
12,13.0,62.0,13.0,14.0,2024-12-08,PHI,,CAR,"W, 22-16",,3,26,0,8.7,2,2,7,3.5,0,100.0,3.5,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,14,24.1,0,0.0,7,31.8
13,14.0,63.0,14.0,15.0,2024-12-15,PHI,,PIT,"W, 27-13",,7,20,0,2.9,3,3,40,13.3,0,100.0,13.3,2,63,0,31.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,38.8,0,0.0,10,40.0
14,15.0,64.0,15.0,16.0,2024-12-22,PHI,@,WAS,"L, 33-36",,4,7,0,1.8,1,1,6,6.0,0,100.0,6.0,4,87,0,21.8,0.0,2,2,0,0,0,0,0,0,0,0,0,0,14,18.9,0,0.0,14,43.8
15,16.0,65.0,16.0,17.0,2024-12-29,PHI,,DAL,"W, 41-7",,3,4,0,1.3,1,1,5,5.0,0,100.0,5.0,2,60,0,30.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,15,23.1,0,0.0,8,30.8
16,17.0,66.0,17.0,18.0,2025-01-05,PHI,,NYG,"W, 20-13",*,11,14,0,1.3,4,2,9,4.5,0,50.0,2.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,48.5,0,0.0,0,0.0
17,,,,,,,,,14-3,,75,290,1,3.9,22,16,116,7.3,0,72.7,5.3,18,456,0,25.3,0.0,5,4,1,0,0,0,0,0,0,0,0,0,301,26.0,0,0.0,114,25.4
