,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,PHI,@,ATL,"W, 32-6",,9,37,1,4.1,3,2,6,3.0,0,66.7,2.0,0,0,0,,0,0,0,0,0,0,25,35.2,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,PHI,,SFO,"L, 11-17",,6,14,0,2.3,3,2,18,9.0,0,66.7,6.0,0,0,0,,0,0,0,0,0,0,19,32.8,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-27,PHI,@,DAL,"L, 21-41",,1,2,0,2.0,4,3,32,10.7,0,75.0,8.0,0,0,0,,0,0,0,0,0,0,18,31.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,PHI,,KAN,"L, 30-42",,3,31,1,10.3,8,6,58,9.7,0,75.0,7.3,0,0,0,,0,0,0,0,0,0,29,39.2,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,PHI,@,CAR,"W, 21-18",,2,16,0,8.0,3,1,8,8.0,0,33.3,2.7,0,0,0,,0,0,0,0,0,0,16,23.9,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-14,PHI,,TAM,"L, 22-28",,0,0,0,,2,1,1,1.0,0,50.0,0.5,0,0,0,,0,0,0,0,0,0,12,23.1,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2021-10-24,PHI,@,LVR,"L, 22-33",,5,20,0,4.0,8,4,41,10.3,1,50.0,5.1,0,0,0,,1,1,0,0,0,0,35,50.7,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2021-10-31,PHI,@,DET,"W, 44-6",,13,27,0,2.1,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,20,30.8,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2021-11-07,PHI,,LAC,"L, 24-27",,2,3,1,1.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,11,19.3,0,0.0,0,0.0
9,10.0,10.0,10.0,10.0,2021-11-14,PHI,@,DEN,"W, 30-13",,2,5,0,2.5,1,1,9,9.0,0,100.0,9.0,0,0,0,,0,0,0,0,0,0,20,31.3,0,0.0,0,0.0
10,10.0,,11.0,11.0,2021-11-21,PHI,,NOR,"W, 40-29",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,11.0,11.0,12.0,12.0,2021-11-28,PHI,@,NYG,"L, 7-13",,0,0,0,,4,3,32,10.7,0,75.0,8.0,1,15,0,15.0,0,0,0,0,0,0,11,16.4,0,0.0,9,47.4
12,12.0,12.0,13.0,13.0,2021-12-05,PHI,@,NYJ,"W, 33-18",,12,54,1,4.5,5,5,33,6.6,0,100.0,6.6,0,0,0,,0,0,0,0,0,0,27,38.0,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2021-12-21,PHI,,WAS,"W, 27-17",,0,0,0,,1,0,0,,0,0.0,0.0,3,71,0,23.7,0,0,0,0,0,0,6,8.5,0,0.0,9,36.0
14,14.0,14.0,15.0,16.0,2021-12-26,PHI,,NYG,"W, 34-10",,0,0,0,,1,1,6,6.0,0,100.0,6.0,2,30,0,15.0,1,0,0,0,0,0,2,3.2,0,0.0,8,25.8
15,15.0,15.0,16.0,17.0,2022-01-02,PHI,@,WAS,"W, 20-16",,1,4,0,4.0,0,0,0,,0,,,2,21,0,10.5,0,0,0,0,0,0,8,13.1,0,0.0,7,31.8
16,16.0,16.0,17.0,18.0,2022-01-08,PHI,,DAL,"L, 26-51",*,12,78,1,6.5,7,4,9,2.3,0,57.1,1.3,0,0,0,,0,0,0,0,0,0,39,52.7,0,0.0,0,0.0
17,,,,,,,,,8-8,,68,291,5,4.3,50,33,253,7.7,1,66.0,5.1,8,137,0,17.1,2,1,0,0,0,0,298,28.6,0,0.0,33,8.1
