,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,TEN,,NYG,"L, 20-21",,1,1,11,11.0,0,100.0,11.0,1,-4,0,-4.0,0.0,0,0,0,0,0,0,10,15.4,0,0.0,8,28.6
1,2.0,2.0,2.0,2.0,2022-09-19,TEN,@,BUF,"L, 7-41",,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,16,28.6,0,0.0,13,48.1
2,3.0,3.0,3.0,3.0,2022-09-25,TEN,,LVR,"W, 24-22",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,10,17.2,0,0.0,8,33.3
3,4.0,4.0,4.0,4.0,2022-10-02,TEN,@,IND,"W, 24-17",*,3,3,38,12.7,1,100.0,12.7,0,0,0,,0.0,0,0,0,0,0,0,13,24.1,0,0.0,11,47.8
4,5.0,5.0,5.0,5.0,2022-10-09,TEN,@,WAS,"W, 21-17",,1,0,0,,0,0.0,0.0,0,0,0,,0.0,1,0,1,0,0,0,13,20.3,0,0.0,18,64.3
5,6.0,6.0,6.0,7.0,2022-10-23,TEN,,IND,"W, 19-10",*,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,27,45.8,0,0.0,15,62.5
6,7.0,7.0,7.0,8.0,2022-10-30,TEN,@,HOU,"W, 17-10",,2,1,3,3.0,0,50.0,1.5,0,0,0,,0.0,0,0,0,0,0,0,24,41.4,0,0.0,19,70.4
7,8.0,8.0,8.0,9.0,2022-11-06,TEN,@,KAN,"L, 17-20 (OT)",*,3,1,48,48.0,0,33.3,16.0,0,0,0,,0.0,0,0,0,0,0,0,18,35.3,0,0.0,15,48.4
8,9.0,9.0,9.0,10.0,2022-11-13,TEN,,DEN,"W, 17-10",*,2,1,41,41.0,0,50.0,20.5,0,0,0,,0.0,0,0,0,0,0,0,20,32.3,0,0.0,23,79.3
9,10.0,10.0,10.0,11.0,2022-11-17,TEN,@,GNB,"W, 27-17",*,2,1,31,31.0,0,50.0,15.5,0,0,0,,0.0,0,0,0,0,0,0,30,45.5,0,0.0,16,72.7
10,11.0,11.0,11.0,12.0,2022-11-27,TEN,,CIN,"L, 16-20",,5,3,35,11.7,0,60.0,7.0,0,0,0,,0.0,0,0,0,0,0,0,19,33.3,0,0.0,19,63.3
11,12.0,12.0,12.0,13.0,2022-12-04,TEN,@,PHI,"L, 10-35",,5,4,68,17.0,0,80.0,13.6,0,0,0,,0.0,2,2,0,0,0,0,32,58.2,0,0.0,18,62.1
12,13.0,13.0,13.0,14.0,2022-12-11,TEN,,JAX,"L, 22-36",,6,6,45,7.5,1,100.0,7.5,1,0,0,0.0,0.0,0,0,0,0,0,0,33,49.3,0,0.0,11,42.3
13,14.0,14.0,14.0,15.0,2022-12-18,TEN,@,LAC,"L, 14-17",*,5,4,54,13.5,0,80.0,10.8,1,6,0,6.0,0.0,1,1,0,0,0,0,37,59.7,0,0.0,12,44.4
14,15.0,15.0,15.0,16.0,2022-12-24,TEN,,HOU,"L, 14-19",,2,1,10,10.0,0,50.0,5.0,0,0,0,,0.0,2,1,1,0,0,0,28,45.9,0,0.0,7,29.2
15,16.0,16.0,16.0,17.0,2022-12-29,TEN,,DAL,"L, 13-27",*,4,3,24,8.0,0,75.0,6.0,0,0,0,,0.0,0,0,0,0,0,0,16,24.6,0,0.0,5,20.0
16,17.0,17.0,17.0,18.0,2023-01-07,TEN,@,JAX,"L, 16-20",*,4,3,42,14.0,1,75.0,10.5,0,0,0,,0.0,0,0,0,0,0,0,32,42.7,0,0.0,6,25.0
17,,,,,,,,,7-10,,46,32,450,14.1,3,69.6,9.8,3,2,0,0.7,0.0,7,5,2,0,0,0,378,36.5,0,0.0,224,50.0
