,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,66.0,1.0,1.0,2023-09-10,DEN,,LVR,"L, 16-17",*,5,4,32,8.0,1,80.0,6.4,0,0,0,0,0,0,55,85.9,0,0.0,0,0.0
1,2.0,67.0,2.0,2.0,2023-09-17,DEN,,WAS,"L, 33-35",*,7,5,66,13.2,0,71.4,9.4,0,0,0,0,0,0,59,89.4,0,0.0,0,0.0
2,3.0,68.0,3.0,3.0,2023-09-24,DEN,@,MIA,"L, 20-70",*,11,8,91,11.4,1,72.7,8.3,2,2,0,0,0,0,59,95.2,0,0.0,0,0.0
3,4.0,69.0,4.0,4.0,2023-10-01,DEN,@,CHI,"W, 31-28",*,5,3,27,9.0,1,60.0,5.4,0,0,0,0,0,0,40,83.3,0,0.0,0,0.0
4,5.0,70.0,5.0,5.0,2023-10-08,DEN,,NYJ,"L, 21-31",*,3,1,13,13.0,0,33.3,4.3,0,0,0,0,0,0,54,85.7,0,0.0,0,0.0
5,6.0,71.0,6.0,6.0,2023-10-12,DEN,@,KAN,"L, 8-19",*,6,4,46,11.5,1,66.7,7.7,0,0,0,0,0,0,49,94.2,0,0.0,0,0.0
6,7.0,72.0,7.0,7.0,2023-10-22,DEN,,GNB,"W, 19-17",*,6,6,76,12.7,1,100.0,12.7,0,0,0,0,0,0,51,86.4,0,0.0,0,0.0
7,8.0,73.0,8.0,8.0,2023-10-29,DEN,,KAN,"W, 24-9",*,3,2,29,14.5,1,66.7,9.7,0,0,0,0,0,0,56,78.9,0,0.0,0,0.0
8,9.0,74.0,9.0,10.0,2023-11-13,DEN,@,BUF,"W, 24-22",,11,8,53,6.6,1,72.7,4.8,1,1,0,0,0,0,65,86.7,0,0.0,0,0.0
9,10.0,75.0,10.0,11.0,2023-11-19,DEN,,MIN,"W, 21-20",*,5,4,66,16.5,1,80.0,13.2,0,0,0,0,0,0,44,80.0,0,0.0,0,0.0
10,11.0,76.0,11.0,12.0,2023-11-26,DEN,,CLE,"W, 29-12",,6,3,61,20.3,0,50.0,10.2,0,0,0,0,0,0,52,77.6,0,0.0,1,3.8
11,12.0,77.0,12.0,13.0,2023-12-03,DEN,@,HOU,"L, 17-22",*,7,2,77,38.5,1,28.6,11.0,0,0,0,0,0,0,51,85.0,0,0.0,0,0.0
12,13.0,78.0,13.0,14.0,2023-12-10,DEN,@,LAC,"W, 24-7",*,4,3,62,20.7,1,75.0,15.5,0,0,0,0,0,0,50,74.6,0,0.0,0,0.0
13,14.0,79.0,14.0,15.0,2023-12-16,DEN,@,DET,"L, 17-42",*,6,5,71,14.2,0,83.3,11.8,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
14,15.0,80.0,15.0,16.0,2023-12-24,DEN,,NWE,"L, 23-26",*,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,9,13.0,0,0.0,0,0.0
15,15.0,,16.0,17.0,2023-12-31,DEN,,LAC,"W, 16-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,16.0,81.0,17.0,18.0,2024-01-07,DEN,@,LVR,"L, 14-27",*,4,1,2,2.0,0,25.0,0.5,0,0,0,0,0,0,28,45.9,0,0.0,0,0.0
17,,,,,,,,,7-9,,90,59,772,13.1,10,65.6,8.6,3,3,0,0,0,0,782,78.0,0,0.0,1,0.2
