,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,51.0,1.0,1.0,2022-09-12,DEN,@,SEA,"L, 16-17",*,7,4,72,18.0,0,57.1,10.3,0,0,0,,0.0,1,1,0,0,0,0,63,95.5,0,0.0,0,0.0
1,2.0,52.0,2.0,2.0,2022-09-18,DEN,,HOU,"W, 16-9",*,11,7,122,17.4,0,63.6,11.1,1,5,0,5.0,0.0,1,1,0,0,0,0,66,91.7,0,0.0,0,0.0
2,3.0,53.0,3.0,3.0,2022-09-25,DEN,,SFO,"W, 11-10",*,10,8,97,12.1,0,80.0,9.7,0,0,0,,0.0,0,0,0,0,0,0,64,86.5,0,0.0,0,0.0
3,4.0,54.0,4.0,4.0,2022-10-02,DEN,@,LVR,"L, 23-32",*,7,5,52,10.4,1,71.4,7.4,0,0,0,,0.0,0,0,0,0,0,0,50,94.3,0,0.0,0,0.0
4,5.0,55.0,5.0,5.0,2022-10-06,DEN,,IND,"L, 9-12 (OT)",*,11,5,74,14.8,0,45.5,6.7,0,0,0,,0.0,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
5,6.0,56.0,6.0,6.0,2022-10-17,DEN,@,LAC,"L, 16-19 (OT)",*,3,2,14,7.0,0,66.7,4.7,0,0,0,,0.0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
6,7.0,57.0,7.0,7.0,2022-10-23,DEN,,NYJ,"L, 9-16",*,9,3,23,7.7,0,33.3,2.6,0,0,0,,0.0,0,0,0,0,0,0,72,91.1,0,0.0,0,0.0
7,8.0,58.0,8.0,8.0,2022-10-30,DEN,@,JAX,"W, 21-17",*,4,1,13,13.0,0,25.0,3.3,0,0,0,,0.0,1,1,0,0,0,0,58,95.1,0,0.0,0,0.0
8,9.0,59.0,9.0,10.0,2022-11-13,DEN,@,TEN,"L, 10-17",*,11,6,66,11.0,0,54.5,6.0,0,0,0,,0.0,0,0,0,0,0,0,74,92.5,0,0.0,0,0.0
9,10.0,60.0,10.0,11.0,2022-11-20,DEN,,LVR,"L, 16-22 (OT)",*,7,5,80,16.0,0,71.4,11.4,0,0,0,,0.0,0,0,0,0,0,0,59,92.2,0,0.0,0,0.0
10,11.0,61.0,11.0,12.0,2022-11-27,DEN,@,CAR,"L, 10-23",*,8,6,75,12.5,0,75.0,9.4,0,0,0,,0.0,0,0,0,0,0,0,56,93.3,0,0.0,0,0.0
11,12.0,62.0,12.0,13.0,2022-12-04,DEN,@,BAL,"L, 9-10",*,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,23,43.4,0,0.0,0,0.0
12,12.0,,13.0,14.0,2022-12-11,DEN,,KAN,"L, 28-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12.0,,14.0,15.0,2022-12-18,DEN,,ARI,"W, 24-15",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,13.0,63.0,15.0,16.0,2022-12-25,DEN,@,LAR,"L, 14-51",*,7,5,64,12.8,0,71.4,9.1,0,0,0,,0.0,0,0,0,0,0,0,53,79.1,0,0.0,0,0.0
15,14.0,64.0,16.0,17.0,2023-01-01,DEN,@,KAN,"L, 24-27",*,6,4,44,11.0,0,66.7,7.3,0,0,0,,0.0,1,1,0,0,0,0,57,81.4,0,0.0,0,0.0
16,15.0,65.0,17.0,18.0,2023-01-08,DEN,,LAC,"W, 31-28",*,7,3,33,11.0,1,42.9,4.7,0,0,0,,0.0,0,0,0,0,0,0,61,93.8,0,0.0,0,0.0
17,,,,,,,,,4-11,,109,64,829,13.0,2,58.7,7.6,1,5,0,5.0,0.0,4,4,0,0,0,0,882,88.6,0,0.0,0,0.0
