,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2018,23,DEN,NFL,WR,16,9,84,42,704,16.8,4,30,45.2,42,2.6,44.0,50.0,8.4,1,-1,0,0,0.0,-1.0,-1.0,-0.1,0.1,43,16.3,703,4,0,5,
1,2019,24,DEN,NFL,WR,16,14,124,72,1112,15.4,6,50,49.2,70,4.5,69.5,58.1,9.0,3,17,0,1,100.0,9.0,5.7,1.1,0.2,75,15.1,1129,6,2,9,PB
2,2020,25,DEN,NFL,WR,1,1,6,3,66,22.0,0,2,33.3,45,3.0,66.0,50.0,11.0,0,0,0,0,,,,0.0,0.0,3,22.0,66,0,0,0,
3,2021,26,DEN,NFL,WR,17,16,98,58,776,13.4,2,35,50.0,55,3.4,45.6,59.2,7.9,0,0,0,0,,,,0.0,0.0,58,13.4,776,2,0,7,
4,2022,27,DEN,NFL,WR,15,15,109,64,829,13.0,2,38,46.8,51,4.3,55.3,58.7,7.6,1,5,0,0,100.0,5.0,5.0,0.3,0.1,65,12.8,834,2,0,5,
5,2023,28,DEN,NFL,WR,16,14,90,59,772,13.1,10,37,54.4,46,3.7,48.3,65.6,8.6,0,0,0,0,,,,0.0,0.0,59,13.1,772,10,3,7,
6,2024,29,DEN,NFL,WR,17,13,135,81,1081,13.3,8,57,53.3,47,4.8,63.6,60.0,8.0,0,0,0,0,,,,0.0,0.0,81,13.3,1081,8,1,10,
7,7 Yrs,7 Yrs,7 Yrs,7 Yrs,,98,82,646,379,5340,14.1,32,249,49.8,70,3.9,54.5,58.7,8.3,5,21,0,1,80.0,9.0,4.2,0.2,0.1,384,14.0,5361,32,6,43,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,14,112,66,926,14.1,6,43,49.8,70,3.9,54.5,58.7,8.3,1,4,0,0,80.0,9.0,4.2,0.2,0.1,67,2.4,930,6,1,7,
