,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-06,PHI,,ATL,"W, 18-12",,3,1,4,4.0,0,33.3,1.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,23.6,0,0.0,6,22.2
1,2.0,2.0,2.0,2.0,2018-09-16,PHI,@,TAM,"L, 21-27",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,21.5,0,0.0,9,32.1
2,3.0,3.0,3.0,3.0,2018-09-23,PHI,,IND,"W, 20-16",*,7,7,73,10.4,1,100.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,67.1,0,0.0,10,35.7
3,4.0,4.0,4.0,4.0,2018-09-30,PHI,@,TEN,"L, 23-26 (OT)",*,2,2,13,6.5,0,100.0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,41.0,0,0.0,11,35.5
4,5.0,5.0,5.0,5.0,2018-10-07,PHI,,MIN,"L, 21-23",,2,2,16,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,57.6,0,0.0,9,33.3
5,6.0,6.0,6.0,6.0,2018-10-11,PHI,@,NYG,"W, 34-13",*,1,1,7,7.0,0,100.0,7.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,32,45.1,0,0.0,16,50.0
6,7.0,7.0,7.0,7.0,2018-10-21,PHI,,CAR,"L, 17-21",*,5,4,43,10.8,1,80.0,8.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,55.2,0,0.0,11,50.0
7,8.0,8.0,8.0,8.0,2018-10-28,PHI,@,JAX,"W, 24-18",,1,1,32,32.0,1,100.0,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,48.4,0,0.0,14,58.3
8,9.0,9.0,9.0,10.0,2018-11-11,PHI,,DAL,"L, 20-27",,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,17,27.4,0,0.0,12,42.9
9,10.0,10.0,10.0,11.0,2018-11-18,PHI,@,NOR,"L, 7-48",*,3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,31.4,0,0.0,15,53.6
10,11.0,11.0,11.0,12.0,2018-11-25,PHI,,NYG,"W, 25-22",,4,3,33,11.0,0,75.0,8.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,55.4,0,0.0,13,50.0
11,12.0,12.0,12.0,13.0,2018-12-03,PHI,,WAS,"W, 28-13",*,3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,52.0,0,0.0,10,40.0
12,13.0,13.0,13.0,14.0,2018-12-09,PHI,@,DAL,"L, 23-29 (OT)",*,5,4,44,11.0,1,80.0,8.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,59.6,0,0.0,15,51.7
13,14.0,14.0,14.0,15.0,2018-12-16,PHI,@,LAR,"W, 30-23",*,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,60.9,0,0.0,15,48.4
14,15.0,15.0,15.0,16.0,2018-12-23,PHI,,HOU,"W, 32-30",,3,3,30,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,48,58.5,0,0.0,13,46.4
15,16.0,16.0,16.0,17.0,2018-12-30,PHI,@,WAS,"W, 24-0",,3,3,27,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,60.6,0,0.0,8,42.1
16,,,,,,,,,9-7,,44,33,334,10.1,4,75.0,7.6,0.0,3,2,1,0,0,0,0,0,0,1,0,0,523,47.9,0,0.0,187,43.2
