,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,43.0,1.0,1.0,2022-09-11,MIN,,GNB,"W, 23-7",,8,36,0,4.5,0,0,0,,0,,,14,22.6,0,0.0,2,8.7
1,2.0,44.0,2.0,2.0,2022-09-19,MIN,@,PHI,"L, 7-24",,2,8,0,4.0,5,3,6,2.0,0,60.0,1.2,19,31.1,0,0.0,4,19.0
2,3.0,45.0,3.0,3.0,2022-09-25,MIN,,DET,"W, 28-24",,7,28,1,4.0,1,1,16,16.0,0,100.0,16.0,28,38.9,0,0.0,5,17.9
3,4.0,46.0,4.0,4.0,2022-10-02,MIN,@,NOR,"W, 28-25",,3,3,0,1.0,1,1,15,15.0,1,100.0,15.0,27,37.5,0,0.0,0,0.0
4,5.0,47.0,5.0,5.0,2022-10-09,MIN,,CHI,"W, 29-22",,9,19,0,2.1,4,3,21,7.0,0,75.0,5.3,34,43.0,0,0.0,3,13.0
5,6.0,48.0,6.0,6.0,2022-10-16,MIN,@,MIA,"W, 24-16",,1,3,0,3.0,0,0,0,,0,,,7,13.5,0,0.0,0,0.0
6,7.0,49.0,7.0,8.0,2022-10-30,MIN,,ARI,"W, 34-26",,5,40,1,8.0,0,0,0,,0,,,17,23.9,0,0.0,0,0.0
7,8.0,50.0,8.0,9.0,2022-11-06,MIN,@,WAS,"W, 20-17",,2,1,0,0.5,1,1,0,0.0,0,100.0,0.0,9,13.6,0,0.0,0,0.0
8,9.0,51.0,9.0,10.0,2022-11-13,MIN,@,BUF,"W, 33-30 (OT)",,3,11,0,3.7,1,1,8,8.0,0,100.0,8.0,13,15.7,0,0.0,0,0.0
9,10.0,52.0,10.0,11.0,2022-11-20,MIN,,DAL,"L, 3-40",,2,0,0,0.0,1,1,8,8.0,0,100.0,8.0,16,28.1,0,0.0,0,0.0
10,11.0,53.0,11.0,12.0,2022-11-24,MIN,,NWE,"W, 33-26",,3,11,0,3.7,0,0,0,,0,,,10,14.5,0,0.0,1,3.0
11,12.0,54.0,12.0,13.0,2022-12-04,MIN,,NYJ,"W, 27-22",,3,14,1,4.7,2,2,4,2.0,0,100.0,2.0,17,25.0,0,0.0,7,21.9
12,13.0,55.0,13.0,14.0,2022-12-11,MIN,@,DET,"L, 23-34",,2,-1,0,-0.5,0,0,0,,0,,,10,15.4,0,0.0,7,24.1
13,14.0,56.0,14.0,15.0,2022-12-17,MIN,,IND,"W, 39-36 (OT)",,2,1,0,0.5,0,0,0,,0,,,13,14.4,0,0.0,10,23.3
14,15.0,57.0,15.0,16.0,2022-12-24,MIN,,NYG,"W, 27-24",,4,17,0,4.3,0,0,0,,0,,,15,20.8,0,0.0,6,20.7
15,16.0,58.0,16.0,17.0,2023-01-01,MIN,@,GNB,"L, 17-41",,8,38,0,4.8,1,1,7,7.0,0,100.0,7.0,23,39.7,0,0.0,2,7.1
16,17.0,59.0,17.0,18.0,2023-01-08,MIN,@,CHI,"W, 29-13",,10,54,2,5.4,1,1,6,6.0,0,100.0,6.0,25,35.2,0,0.0,0,0.0
17,,,,,,,,,13-4,,74,283,5,3.8,18,15,91,6.1,1,83.3,5.1,297,25.4,0,0.0,47,9.5
