,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,27.0,1.0,1.0,2021-09-12,MIN,@,CIN,"L, 24-27 (OT)",,1,2,0,2.0,1,1,4,4.0,0,100.0,4.0,0,0,0,,0,0,0,0,0,0,9,10.8,0,0.0,0,0.0
1,2.0,28.0,2.0,2.0,2021-09-19,MIN,@,ARI,"L, 33-34",,3,11,0,3.7,1,1,17,17.0,0,100.0,17.0,0,0,0,,0,0,0,0,0,0,13,21.3,0,0.0,0,0.0
2,3.0,29.0,3.0,3.0,2021-09-26,MIN,,SEA,"W, 30-17",*,26,112,0,4.3,8,6,59,9.8,0,75.0,7.4,0,0,0,,0,0,0,0,0,0,51,68.0,0,0.0,0,0.0
3,4.0,30.0,4.0,4.0,2021-10-03,MIN,,CLE,"L, 7-14",,10,20,0,2.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,23,34.3,0,0.0,0,0.0
4,5.0,31.0,5.0,5.0,2021-10-10,MIN,,DET,"W, 19-17",*,25,113,0,4.5,7,7,40,5.7,1,100.0,5.7,0,0,0,,1,1,0,0,0,0,44,65.7,0,0.0,0,0.0
5,6.0,32.0,6.0,6.0,2021-10-17,MIN,@,CAR,"W, 34-28 (OT)",,3,10,0,3.3,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,12,13.5,0,0.0,0,0.0
6,7.0,33.0,7.0,8.0,2021-10-31,MIN,,DAL,"L, 16-20",,2,5,0,2.5,2,2,-5,-2.5,0,100.0,-2.5,0,0,0,,0,0,0,0,0,0,8,12.1,0,0.0,5,16.7
7,8.0,34.0,8.0,9.0,2021-11-07,MIN,@,BAL,"L, 31-34 (OT)",,4,0,0,0.0,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,0,0,0,0,0,9,16.7,0,0.0,6,18.2
8,9.0,35.0,9.0,10.0,2021-11-14,MIN,@,LAC,"W, 27-20",,4,16,0,4.0,1,1,24,24.0,0,100.0,24.0,0,0,0,,0,0,0,0,0,0,12,15.2,0,0.0,5,17.9
9,10.0,36.0,10.0,11.0,2021-11-21,MIN,,GNB,"W, 34-31",,3,5,0,1.7,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,12,17.1,0,0.0,6,21.4
10,11.0,37.0,11.0,12.0,2021-11-28,MIN,@,SFO,"L, 26-34",,7,21,1,3.0,3,2,7,3.5,0,66.7,2.3,1,18,0,18.0,0,0,0,0,0,0,22,40.0,0,0.0,6,21.4
11,12.0,38.0,12.0,13.0,2021-12-05,MIN,@,DET,"L, 27-29",*,22,90,1,4.1,3,3,34,11.3,0,100.0,11.3,0,0,0,,0,0,0,0,0,0,65,85.5,0,0.0,0,0.0
12,13.0,39.0,13.0,14.0,2021-12-09,MIN,,PIT,"W, 36-28",,6,27,0,4.5,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,13,18.6,0,0.0,5,15.2
13,13.0,,14.0,15.0,2021-12-20,MIN,@,CHI,"W, 17-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,14.0,40.0,15.0,16.0,2021-12-26,MIN,,LAR,"L, 23-30",*,13,41,1,3.2,4,3,29,9.7,0,75.0,7.3,0,0,0,,0,0,0,1,1,0,47,74.6,0,0.0,0,0.0
15,15.0,41.0,16.0,17.0,2022-01-02,MIN,@,GNB,"L, 10-37",,0,0,0,,5,4,13,3.3,0,80.0,2.6,0,0,0,,0,0,0,0,0,0,19,35.2,0,0.0,8,29.6
16,16.0,42.0,17.0,18.0,2022-01-09,MIN,,CHI,"W, 31-17",,5,18,0,3.6,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,0,0,0,0,0,18,37.5,0,0.0,5,20.0
17,,,,,,,,,7-9,,134,491,3,3.7,39,32,228,7.1,1,82.1,5.8,1,18,0,18.0,1,1,0,1,1,0,377,35.0,0,0.0,46,9.8
