,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,119.0,1.0,1.0,2020-09-13,IND,@,JAX,"L, 20-27",*,9,4,53,13.3,0,44.4,5.9,59,79.7,0,0.0,0,0.0
1,2.0,120.0,2.0,2.0,2020-09-20,IND,,MIN,"W, 28-11",*,5,3,28,9.3,0,60.0,5.6,42,57.5,0,0.0,1,4.0
2,3.0,121.0,3.0,3.0,2020-09-27,IND,,NYJ,"W, 36-7",*,3,3,52,17.3,0,100.0,17.3,31,52.5,0,0.0,0,0.0
3,4.0,122.0,4.0,4.0,2020-10-04,IND,@,CHI,"W, 19-11",*,5,3,29,9.7,0,60.0,5.8,54,75.0,0,0.0,0,0.0
4,5.0,123.0,5.0,5.0,2020-10-11,IND,@,CLE,"L, 23-32",*,10,6,69,11.5,0,60.0,6.9,53,94.6,0,0.0,0,0.0
5,6.0,124.0,6.0,6.0,2020-10-18,IND,,CIN,"W, 31-27",*,5,1,11,11.0,0,20.0,2.2,59,93.7,0,0.0,0,0.0
6,7.0,125.0,7.0,8.0,2020-11-01,IND,@,DET,"W, 41-21",*,2,2,9,4.5,0,100.0,4.5,28,36.4,0,0.0,0,0.0
7,7.0,,8.0,9.0,2020-11-08,IND,,BAL,"L, 10-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,8.0,126.0,9.0,10.0,2020-11-12,IND,@,TEN,"W, 34-17",*,5,4,40,10.0,0,80.0,8.0,47,67.1,0,0.0,0,0.0
9,9.0,127.0,10.0,11.0,2020-11-22,IND,,GNB,"W, 34-31 (OT)",*,6,3,36,12.0,0,50.0,6.0,51,60.7,0,0.0,0,0.0
10,10.0,128.0,11.0,12.0,2020-11-29,IND,,TEN,"L, 26-45",*,5,4,81,20.3,1,80.0,16.2,54,73.0,0,0.0,0,0.0
11,11.0,129.0,12.0,13.0,2020-12-06,IND,@,HOU,"W, 26-20",*,11,8,110,13.8,1,72.7,10.0,43,62.3,0,0.0,0,0.0
12,12.0,130.0,13.0,14.0,2020-12-13,IND,@,LVR,"W, 44-27",*,7,5,86,17.2,2,71.4,12.3,41,67.2,0,0.0,0,0.0
13,13.0,131.0,14.0,15.0,2020-12-20,IND,,HOU,"W, 27-20",*,6,4,71,17.8,0,66.7,11.8,35,63.6,0,0.0,0,0.0
14,14.0,132.0,15.0,16.0,2020-12-27,IND,@,PIT,"L, 24-28",*,7,3,60,20.0,0,42.9,8.6,47,68.1,0,0.0,0,0.0
15,15.0,133.0,16.0,17.0,2021-01-03,IND,,JAX,"W, 28-14",*,7,3,27,9.0,1,42.9,3.9,44,65.7,0,0.0,0,0.0
16,,,,,,,,,11-4,,93,56,762,13.6,5,60.2,8.2,688,67.3,0,0.0,1,0.2
