,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,16.0,1.0,1.0,2013-09-08,IND,,OAK,"W, 21-17",,5,3,20,6.7,0,60.0,4.0,0,0,0,,1,23,0,23.0,0,0,0,0,0,0,24,43.6,0,0.0,2,10.0
1,2.0,17.0,2.0,2.0,2013-09-15,IND,,MIA,"L, 20-24",,12,6,124,20.7,0,50.0,10.3,0,0,0,,1,7,0,7.0,0,0,0,0,0,0,50,68.5,0,0.0,5,18.5
2,3.0,18.0,3.0,3.0,2013-09-22,IND,@,SFO,"W, 27-7",,4,2,13,6.5,0,50.0,3.3,0,0,0,,2,16,0,8.0,0,0,0,0,0,0,39,54.2,0,0.0,7,26.9
3,4.0,19.0,4.0,4.0,2013-09-29,IND,@,JAX,"W, 37-3",*,9,4,45,11.3,0,44.4,5.0,2,6,0,3.0,5,19,0,3.8,1,0,0,1,0,0,45,58.4,0,0.0,6,22.2
4,5.0,20.0,5.0,5.0,2013-10-06,IND,,SEA,"W, 34-28",,6,5,140,28.0,2,83.3,23.3,0,0,0,,0,0,0,,0,0,0,0,0,0,46,70.8,0,0.0,2,6.5
5,6.0,21.0,6.0,6.0,2013-10-14,IND,@,SDG,"L, 9-19",,8,5,43,8.6,0,62.5,5.4,0,0,0,,2,10,0,5.0,0,0,0,0,0,0,34,70.8,0,0.0,3,12.0
6,7.0,22.0,7.0,7.0,2013-10-20,IND,,DEN,"W, 39-33",*,11,2,27,13.5,0,18.2,2.5,0,0,0,,3,35,0,11.7,0,0,0,0,0,0,55,74.3,0,0.0,10,21.3
7,8.0,23.0,8.0,9.0,2013-11-03,IND,@,HOU,"W, 27-24",,12,7,121,17.3,3,58.3,10.1,0,0,0,,1,34,0,34.0,0,0,0,0,0,0,56,90.3,0,0.0,4,12.5
8,9.0,24.0,9.0,10.0,2013-11-10,IND,,STL,"L, 8-38",*,8,7,130,18.6,0,87.5,16.3,0,0,0,,0,0,0,,0,0,0,0,0,0,59,79.7,0,0.0,1,3.8
9,10.0,25.0,10.0,11.0,2013-11-14,IND,@,TEN,"W, 30-27",*,9,5,44,8.8,0,55.6,4.9,0,0,0,,2,15,0,7.5,0,0,0,0,0,0,54,76.1,0,0.0,4,13.8
10,11.0,26.0,11.0,12.0,2013-11-24,IND,@,ARI,"L, 11-40",*,9,5,38,7.6,0,55.6,4.2,0,0,0,,0,0,0,,0,0,0,0,0,0,49,81.7,0,0.0,0,0.0
11,12.0,27.0,12.0,13.0,2013-12-01,IND,,TEN,"W, 22-14",*,7,5,46,9.2,0,71.4,6.6,0,0,0,,0,0,0,,0,0,0,0,0,0,53,81.5,0,0.0,0,0.0
12,13.0,28.0,13.0,14.0,2013-12-08,IND,@,CIN,"L, 28-42",*,5,2,7,3.5,0,40.0,1.4,0,0,0,,0,0,0,,0,0,0,0,0,0,45,75.0,0,0.0,0,0.0
13,14.0,29.0,14.0,15.0,2013-12-15,IND,,HOU,"W, 25-3",*,12,8,78,9.8,0,66.7,6.5,0,0,0,,0,0,0,,0,0,0,0,0,0,59,84.3,0,0.0,0,0.0
14,15.0,30.0,15.0,16.0,2013-12-22,IND,@,KAN,"W, 23-7",*,7,5,52,10.4,0,71.4,7.4,0,0,0,,0,0,0,,0,0,0,0,0,0,51,68.0,0,0.0,0,0.0
15,16.0,31.0,16.0,17.0,2013-12-29,IND,,JAX,"W, 30-10",*,15,11,155,14.1,0,73.3,10.3,0,0,0,,0,0,0,,0,0,0,0,0,0,41,58.6,0,0.0,0,0.0
16,,,,,,,,,11-5,,139,82,1083,13.2,5,59.0,7.8,2,6,0,3.0,17,159,0,9.4,1,0,0,1,0,0,760,71.0,0,0.0,44,9.5
