,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2013,23,PHI,NFL,TE,16.0,3.0,57.0,36.0,469.0,13.0,4.0,25.0,50.9,38.0,2.3,29.3,63.2,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,36.0,13.0,469.0,4.0,0.0,4.0,
1,2014,24,PHI,NFL,TE,16.0,5.0,89.0,58.0,702.0,12.1,3.0,42.0,58.4,35.0,3.6,43.9,65.2,7.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,58.0,12.1,702.0,3.0,1.0,5.0,
2,2015,25,PHI,NFL,TE,15.0,7.0,112.0,75.0,853.0,11.4,2.0,40.0,51.8,60.0,5.0,56.9,67.0,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,75.0,11.4,853.0,2.0,1.0,6.0,
3,2016,26,PHI,NFL,TE,14.0,12.0,106.0,78.0,816.0,10.5,4.0,42.0,57.5,30.0,5.6,58.3,73.6,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,78.0,10.5,816.0,4.0,0.0,7.0,
4,2017,27,PHI,NFL,TE,14.0,13.0,110.0,74.0,824.0,11.1,8.0,46.0,56.4,53.0,5.3,58.9,67.3,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,74.0,11.1,824.0,8.0,1.0,8.0,PB
5,2018,28,PHI,NFL,TE,16.0,16.0,156.0,116.0,1163.0,10.0,8.0,66.0,57.1,34.0,7.3,72.7,74.4,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,116.0,10.0,1163.0,8.0,1.0,9.0,PB
6,2019,29,PHI,NFL,TE,15.0,15.0,135.0,88.0,916.0,10.4,6.0,50.0,56.3,30.0,5.9,61.1,65.2,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,88.0,10.4,916.0,6.0,1.0,7.0,PB
7,2020,30,PHI,NFL,TE,11.0,11.0,72.0,36.0,335.0,9.3,1.0,16.0,38.9,42.0,3.3,30.5,50.0,4.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,36.0,9.3,335.0,1.0,0.0,3.0,
8,2021,31,2TM,NFL,TE,17.0,14.0,112.0,74.0,763.0,10.3,5.0,40.0,50.0,47.0,4.4,44.9,66.1,6.8,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.2,0.1,75.0,10.2,767.0,5.0,0.0,8.0,
9,2021,31,PHI,NFL,TE,6.0,3.0,31.0,18.0,189.0,10.5,2.0,10.0,45.2,28.0,3.0,31.5,58.1,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,18.0,10.5,189.0,2.0,0.0,2.0,
10,2021,31,ARI,NFL,TE,11.0,11.0,81.0,56.0,574.0,10.3,3.0,30.0,51.9,47.0,5.1,52.2,69.1,7.1,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.4,0.1,57.0,10.1,578.0,3.0,0.0,6.0,
11,2022,32,ARI,NFL,TE,10.0,10.0,69.0,47.0,406.0,8.6,4.0,24.0,55.1,32.0,4.7,40.6,68.1,5.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,47.0,8.6,406.0,4.0,0.0,3.0,
12,2023,33,ARI,NFL,TE,7.0,7.0,43.0,27.0,187.0,6.9,1.0,8.0,41.9,17.0,3.9,26.7,62.8,4.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,27.0,6.9,187.0,1.0,0.0,2.0,
13,2024,34,WAS,NFL,TE,17.0,17.0,91.0,66.0,654.0,9.9,7.0,38.0,63.7,37.0,3.9,38.5,72.5,7.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,66.0,9.9,654.0,7.0,1.0,7.0,AP CPoY-17
14,12 Yrs,12 Yrs,12 Yrs,12 Yrs,,168.0,130.0,1152.0,775.0,8088.0,10.4,53.0,437.0,54.3,60.0,4.6,48.1,67.3,7.0,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.0,0.0,776.0,10.4,8092.0,53.0,6.0,69.0,
15,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,13.0,117.0,78.0,818.0,10.4,5.0,44.0,54.3,60.0,4.6,48.1,67.3,7.0,0.0,0.0,0.0,0.0,100.0,4.0,4.0,0.0,0.0,79.0,1.1,819.0,5.0,1.0,7.0,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PHI (9 Yrs),PHI (9 Yrs),PHI (9 Yrs),PHI (9 Yrs),,123.0,85.0,868.0,579.0,6267.0,10.8,38.0,337.0,54.0,60.0,4.7,51.0,66.7,7.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,579.0,10.8,6267.0,38.0,5.0,51.0,
18,ARI (3 Yrs),ARI (3 Yrs),ARI (3 Yrs),ARI (3 Yrs),,28.0,28.0,193.0,130.0,1167.0,9.0,8.0,62.0,50.8,47.0,4.6,41.7,67.4,6.0,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.1,0.0,131.0,8.9,1171.0,8.0,0.0,11.0,
19,WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,17.0,17.0,91.0,66.0,654.0,9.9,7.0,38.0,63.7,37.0,3.9,38.5,72.5,7.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,66.0,9.9,654.0,7.0,1.0,7.0,
