,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2014-09-07,PHI,,JAX,"W, 34-17",*,5,3,77,25.7,1,60.0,15.4,0,0,0,0,0,0,53,60.9,0,0.0,10,27.8
1,2.0,18.0,2.0,2.0,2014-09-15,PHI,@,IND,"W, 30-27",,6,4,86,21.5,0,66.7,14.3,0,0,0,0,0,0,52,76.5,0,0.0,13,40.6
2,3.0,19.0,3.0,3.0,2014-09-21,PHI,,WAS,"W, 37-34",,3,2,14,7.0,0,66.7,4.7,0,0,0,0,0,0,38,52.1,0,0.0,15,39.5
3,4.0,20.0,4.0,4.0,2014-09-28,PHI,@,SFO,"L, 21-26",,6,4,43,10.8,0,66.7,7.2,1,1,0,0,0,0,43,71.7,0,0.0,10,31.3
4,5.0,21.0,5.0,5.0,2014-10-05,PHI,,STL,"W, 34-28",,6,3,39,13.0,0,50.0,6.5,0,0,0,0,0,0,29,39.7,0,0.0,11,35.5
5,6.0,22.0,6.0,6.0,2014-10-12,PHI,,NYG,"W, 27-0",,5,3,47,15.7,1,60.0,9.4,0,0,0,0,0,0,30,41.7,0,0.0,6,21.4
6,7.0,23.0,7.0,8.0,2014-10-26,PHI,@,ARI,"L, 20-24",*,8,5,48,9.6,0,62.5,6.0,0,0,0,0,0,0,47,51.1,0,0.0,9,28.1
7,8.0,24.0,8.0,9.0,2014-11-02,PHI,@,HOU,"W, 31-21",,2,1,4,4.0,0,50.0,2.0,0,0,0,0,0,0,24,28.9,0,0.0,9,33.3
8,9.0,25.0,9.0,10.0,2014-11-10,PHI,,CAR,"W, 45-21",,3,1,17,17.0,0,33.3,5.7,0,0,0,0,0,0,31,50.0,0,0.0,18,50.0
9,10.0,26.0,10.0,11.0,2014-11-16,PHI,@,GNB,"L, 20-53",,7,4,55,13.8,0,57.1,7.9,0,0,0,0,0,0,27,34.6,0,0.0,14,41.2
10,11.0,27.0,11.0,12.0,2014-11-23,PHI,,TEN,"W, 43-24",*,6,4,30,7.5,0,66.7,5.0,0,0,0,0,0,0,26,29.5,0,0.0,14,36.8
11,12.0,28.0,12.0,13.0,2014-11-27,PHI,@,DAL,"W, 33-10",,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,20,26.0,0,0.0,15,53.6
12,13.0,29.0,13.0,14.0,2014-12-07,PHI,,SEA,"L, 14-24",,3,2,39,19.5,1,66.7,13.0,0,0,0,1,9,0,25,54.3,0,0.0,14,48.3
13,14.0,30.0,14.0,15.0,2014-12-14,PHI,,DAL,"L, 27-38",,4,3,32,10.7,0,75.0,8.0,0,0,0,0,0,0,26,47.3,0,0.0,17,53.1
14,15.0,31.0,15.0,16.0,2014-12-20,PHI,@,WAS,"L, 24-27",*,18,15,115,7.7,0,83.3,6.4,0,0,0,0,0,0,70,77.8,0,0.0,15,55.6
15,16.0,32.0,16.0,17.0,2014-12-28,PHI,@,NYG,"W, 34-26",*,6,4,56,14.0,0,66.7,9.3,0,0,0,0,0,0,47,64.4,0,0.0,20,51.3
16,,,,,,,,,10-6,,89,58,702,12.1,3,65.2,7.9,1,1,0,1,9,0,588,50.0,0,0.0,210,40.5
