,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,118.0,1.0,1,2021-09-12,PHI,@,ATL,"W, 32-6",,2,2,34,17.0,0,100.0,17.0,0,0,0,,41,57.7,0,0.0,0,0.0
1,2.0,119.0,2.0,2,2021-09-19,PHI,,SFO,"L, 11-17",*,2,1,6,6.0,0,50.0,3.0,0,0,0,,37,63.8,0,0.0,0,0.0
2,3.0,120.0,3.0,3,2021-09-27,PHI,@,DAL,"L, 21-41",,7,4,53,13.3,1,57.1,7.6,0,0,0,,30,51.7,0,0.0,0,0.0
3,4.0,121.0,4.0,4,2021-10-03,PHI,,KAN,"L, 30-42",,8,6,60,10.0,0,75.0,7.5,0,0,0,,37,50.0,0,0.0,0,0.0
4,5.0,122.0,5.0,5,2021-10-10,PHI,@,CAR,"W, 21-18",*,6,1,7,7.0,0,16.7,1.2,0,0,0,,40,59.7,0,0.0,0,0.0
5,6.0,123.0,6.0,6,2021-10-14,PHI,,TAM,"L, 22-28",*,6,4,29,7.3,1,66.7,4.8,0,0,0,,46,88.5,0,0.0,0,0.0
6,,,,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals,Player went from Philadelphia Eagles to Arizona Cardinals
7,6.0,,6.0,6,2021-10-17,ARI,@,CLE,"W, 37-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,124.0,7.0,7,2021-10-24,ARI,,HOU,"W, 31-5",*,5,3,66,22.0,1,60.0,13.2,1,4,0,4.0,35,49.3,0,0.0,0,0.0
9,8.0,125.0,8.0,8,2021-10-28,ARI,,GNB,"L, 21-24",*,4,4,42,10.5,0,100.0,10.5,0,0,0,,43,72.9,0,0.0,0,0.0
10,9.0,126.0,9.0,9,2021-11-07,ARI,@,SFO,"W, 31-17",*,5,3,27,9.0,0,60.0,5.4,0,0,0,,56,80.0,0,0.0,1,3.8
11,10.0,127.0,10.0,10,2021-11-14,ARI,,CAR,"L, 10-34",*,6,4,46,11.5,0,66.7,7.7,0,0,0,,45,81.8,0,0.0,0,0.0
12,11.0,128.0,11.0,11,2021-11-21,ARI,@,SEA,"W, 23-13",*,9,8,88,11.0,2,88.9,9.8,0,0,0,,63,75.9,0,0.0,0,0.0
13,12.0,129.0,12.0,13,2021-12-05,ARI,@,CHI,"W, 33-22",*,2,1,10,10.0,0,50.0,5.0,0,0,0,,41,77.4,0,0.0,0,0.0
14,13.0,130.0,13.0,14,2021-12-13,ARI,,LAR,"L, 23-30",*,7,5,42,8.4,0,71.4,6.0,0,0,0,,65,83.3,0,0.0,0,0.0
15,14.0,131.0,14.0,15,2021-12-19,ARI,@,DET,"L, 12-30",*,11,6,74,12.3,0,54.5,6.7,0,0,0,,67,89.3,0,0.0,0,0.0
16,15.0,132.0,15.0,16,2021-12-25,ARI,,IND,"L, 16-22",*,13,8,54,6.8,0,61.5,4.2,0,0,0,,63,96.9,0,0.0,0,0.0
17,16.0,133.0,16.0,17,2022-01-02,ARI,@,DAL,"W, 25-22",*,9,7,41,5.9,0,77.8,4.6,0,0,0,,70,90.9,0,0.0,0,0.0
18,17.0,134.0,17.0,18,2022-01-09,ARI,,SEA,"L, 30-38",*,10,7,84,12.0,0,70.0,8.4,0,0,0,,70,92.1,0,0.0,0,0.0
19,,,,,,,,,7-10,,112,74,763,10.3,5,66.1,6.8,1,4,0,4.0,849,74.3,0,0.0,1,0.2
