,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,107.0,1.0,1.0,2020-09-13,PHI,@,WAS,"L, 17-27",*,7,3,18,6.0,1,42.9,2.6,58,85.3,0,0.0,0,0.0
1,2.0,108.0,2.0,2.0,2020-09-20,PHI,,LAR,"L, 19-37",*,7,5,42,8.4,0,71.4,6.0,67,94.4,0,0.0,0,0.0
2,3.0,109.0,3.0,3.0,2020-09-27,PHI,,CIN,"T, 23-23 (OT)",*,10,7,70,10.0,0,70.0,7.0,84,92.3,0,0.0,6,15.8
3,4.0,110.0,4.0,4.0,2020-10-04,PHI,@,SFO,"W, 25-20",*,5,4,9,2.3,0,80.0,1.8,59,95.2,0,0.0,1,4.2
4,5.0,111.0,5.0,5.0,2020-10-11,PHI,@,PIT,"L, 29-38",*,6,1,6,6.0,0,16.7,1.0,56,94.9,0,0.0,0,0.0
5,6.0,112.0,6.0,6.0,2020-10-18,PHI,,BAL,"L, 28-30",*,10,4,33,8.3,0,40.0,3.3,48,66.7,0,0.0,0,0.0
6,6.0,,7.0,7.0,2020-10-22,PHI,,NYG,"W, 22-21",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
7,6.0,,8.0,8.0,2020-11-01,PHI,,DAL,"W, 23-9",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
8,6.0,,9.0,10.0,2020-11-15,PHI,@,NYG,"L, 17-27",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
9,6.0,,10.0,11.0,2020-11-22,PHI,@,CLE,"L, 17-22",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
10,6.0,,11.0,12.0,2020-11-30,PHI,,SEA,"L, 17-23",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
11,7.0,113.0,12.0,13.0,2020-12-06,PHI,@,GNB,"L, 16-30",*,4,2,31,15.5,0,50.0,7.8,27,43.5,0,0.0,0,0.0
12,8.0,114.0,13.0,14.0,2020-12-13,PHI,,NOR,"W, 24-21",*,3,2,8,4.0,0,66.7,2.7,50,72.5,0,0.0,0,0.0
13,9.0,115.0,14.0,15.0,2020-12-20,PHI,@,ARI,"L, 26-33",*,7,2,69,34.5,0,28.6,9.9,63,75.0,0,0.0,3,10.0
14,10.0,116.0,15.0,16.0,2020-12-27,PHI,@,DAL,"L, 17-37",*,7,3,33,11.0,0,42.9,4.7,62,84.9,0,0.0,0,0.0
15,11.0,117.0,16.0,17.0,2021-01-03,PHI,,WAS,"L, 14-20",*,6,3,16,5.3,0,50.0,2.7,61,89.7,0,0.0,0,0.0
16,,,,,,,,,2-8-1,,72,36,335,9.3,1,50.0,4.7,635,81.5,0,0.0,10,3.2
