,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,87.0,1.0,1.0,2020-09-13,GNB,@,MIN,"W, 43-34",*,17,14,156,11.1,2,82.4,9.2,0,0,0,0,0,0,70,89.7,0,0.0,1,3.8
1,2.0,88.0,2.0,2.0,2020-09-20,GNB,,DET,"W, 42-21",*,3,3,36,12.0,0,100.0,12.0,0,0,0,0,0,0,38,52.1,0,0.0,0,0.0
2,2.0,,3.0,3.0,2020-09-27,GNB,@,NOR,"W, 37-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,,4.0,4.0,2020-10-05,GNB,,ATL,"W, 30-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,89.0,5.0,6.0,2020-10-18,GNB,@,TAM,"L, 10-38",*,10,6,61,10.2,0,60.0,6.1,0,0,0,0,0,0,52,82.5,0,0.0,0,0.0
5,4.0,90.0,6.0,7.0,2020-10-25,GNB,@,HOU,"W, 35-20",*,16,13,196,15.1,2,81.3,12.3,0,0,0,0,0,0,57,91.9,0,0.0,1,3.3
6,5.0,91.0,7.0,8.0,2020-11-01,GNB,,MIN,"L, 22-28",*,11,7,53,7.6,3,63.6,4.8,0,0,0,0,0,0,70,94.6,0,0.0,0,0.0
7,6.0,92.0,8.0,9.0,2020-11-05,GNB,@,SFO,"W, 34-17",*,12,10,173,17.3,1,83.3,14.4,0,0,0,0,0,0,50,75.8,0,0.0,1,3.7
8,7.0,93.0,9.0,10.0,2020-11-15,GNB,,JAX,"W, 24-20",*,12,8,66,8.3,1,66.7,5.5,1,1,0,0,0,0,53,81.5,0,0.0,0,0.0
9,8.0,94.0,10.0,11.0,2020-11-22,GNB,@,IND,"L, 31-34 (OT)",*,9,7,106,15.1,1,77.8,11.8,0,0,0,0,0,0,57,95.0,0,0.0,0,0.0
10,9.0,95.0,11.0,12.0,2020-11-29,GNB,,CHI,"W, 41-25",*,9,6,61,10.2,1,66.7,6.8,0,0,0,0,0,0,63,88.7,0,0.0,2,8.0
11,10.0,96.0,12.0,13.0,2020-12-06,GNB,,PHI,"W, 30-16",*,12,10,121,12.1,2,83.3,10.1,0,0,0,0,0,0,54,88.5,0,0.0,0,0.0
12,11.0,97.0,13.0,14.0,2020-12-13,GNB,@,DET,"W, 31-24",*,10,7,115,16.4,1,70.0,11.5,0,0,0,0,0,0,62,92.5,0,0.0,1,3.8
13,12.0,98.0,14.0,15.0,2020-12-19,GNB,,CAR,"W, 24-16",*,10,7,42,6.0,0,70.0,4.2,0,0,0,0,0,0,60,96.8,0,0.0,1,3.6
14,13.0,99.0,15.0,16.0,2020-12-27,GNB,,TEN,"W, 40-14",*,12,11,142,12.9,3,91.7,11.8,0,0,0,0,0,0,47,71.2,0,0.0,0,0.0
15,14.0,100.0,16.0,17.0,2021-01-03,GNB,@,CHI,"W, 35-16",*,6,6,46,7.7,1,100.0,7.7,0,0,0,0,0,0,41,89.1,0,0.0,0,0.0
16,,,,,,,,,11-3,,149,115,1374,11.9,18,77.2,9.2,1,1,0,0,0,0,774,84.7,0,0.0,7,1.9
