,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2014,22,GNB,NFL,WR,16.0,11.0,66.0,38.0,446.0,11.7,3.0,23.0,48.5,45.0,2.4,27.9,57.6,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,38.0,11.7,446.0,3.0,0.0,5.0,
1,2015,23,GNB,NFL,WR,13.0,12.0,94.0,50.0,483.0,9.7,1.0,20.0,45.7,40.0,3.8,37.2,53.2,5.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,50.0,9.7,483.0,1.0,0.0,4.0,
2,2016,24,GNB,NFL,WR,16.0,15.0,121.0,75.0,997.0,13.3,12.0,46.0,48.8,66.0,4.7,62.3,62.0,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,75.0,13.3,997.0,12.0,2.0,10.0,
3,2017,25,GNB,NFL,WR,14.0,14.0,117.0,74.0,885.0,12.0,10.0,46.0,54.7,55.0,5.3,63.2,63.2,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,74.0,12.0,885.0,10.0,0.0,8.0,PB
4,2018,26,GNB,NFL,WR,15.0,15.0,169.0,111.0,1386.0,12.5,13.0,64.0,53.3,57.0,7.4,92.4,65.7,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,111.0,12.5,1386.0,13.0,0.0,10.0,PB
5,2019,27,GNB,NFL,WR,12.0,12.0,127.0,83.0,997.0,12.0,5.0,54.0,57.5,58.0,6.9,83.1,65.4,7.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,83.0,12.0,997.0,5.0,2.0,9.0,PB
6,2020,28,GNB,NFL,WR,14.0,14.0,149.0,115.0,1374.0,11.9,18.0,73.0,65.1,56.0,8.2,98.1,77.2,9.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,115.0,11.9,1374.0,18.0,1.0,16.0,"PB,AP-1"
7,2021,29,GNB,NFL,WR,16.0,16.0,169.0,123.0,1553.0,12.6,11.0,84.0,59.8,59.0,7.7,97.1,72.8,9.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,123.0,12.6,1553.0,11.0,0.0,15.0,"PB,AP-1"
8,2022,30,LVR,NFL,WR,17.0,17.0,180.0,100.0,1516.0,15.2,14.0,65.0,46.1,60.0,5.9,89.2,55.6,8.4,3.0,-1.0,0.0,0.0,0.0,4.0,-0.3,-0.1,0.2,103.0,14.7,1515.0,14.0,1.0,14.0,"PB,AP-1"
9,2023,31,LVR,NFL,WR,17.0,17.0,175.0,103.0,1144.0,11.1,8.0,59.0,48.6,46.0,6.1,67.3,58.9,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,103.0,11.1,1144.0,8.0,0.0,10.0,
10,2024,32,2TM,NFL,WR,14.0,14.0,141.0,85.0,1063.0,12.5,8.0,49.0,46.8,71.0,6.1,75.9,60.3,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,85.0,12.5,1063.0,8.0,0.0,10.0,
11,2024,32,LVR,NFL,WR,3.0,3.0,27.0,18.0,209.0,11.6,1.0,10.0,51.9,30.0,6.0,69.7,66.7,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,18.0,11.6,209.0,1.0,0.0,2.0,
