,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,101.0,1.0,1.0,2021-09-12,GNB,@,NOR,"L, 3-38",*,7,5,56,11.2,0,71.4,8.0,0.0,0,0,0,0,0,0,40,70.2,0,0.0,0,0.0
1,2.0,102.0,2.0,2.0,2021-09-20,GNB,,DET,"W, 35-17",*,9,8,121,15.1,0,88.9,13.4,0.0,0,0,0,0,0,0,57,87.7,0,0.0,0,0.0
2,3.0,103.0,3.0,3.0,2021-09-26,GNB,@,SFO,"W, 30-28",*,18,12,132,11.0,1,66.7,7.3,0.0,0,0,0,0,0,0,56,88.9,0,0.0,0,0.0
3,4.0,104.0,4.0,4.0,2021-10-03,GNB,,PIT,"W, 27-17",*,11,6,64,10.7,0,54.5,5.8,0.0,0,0,0,0,0,0,63,87.5,0,0.0,1,4.0
4,5.0,105.0,5.0,5.0,2021-10-10,GNB,@,CIN,"W, 25-22 (OT)",*,16,11,206,18.7,1,68.8,12.9,0.0,0,0,0,0,0,0,58,90.6,0,0.0,0,0.0
5,6.0,106.0,6.0,6.0,2021-10-17,GNB,@,CHI,"W, 24-14",*,5,4,89,22.3,0,80.0,17.8,0.0,0,0,0,0,0,0,50,84.7,0,0.0,0,0.0
6,7.0,107.0,7.0,7.0,2021-10-24,GNB,,WAS,"W, 24-10",*,7,6,76,12.7,1,85.7,10.9,0.0,0,0,0,0,0,0,48,85.7,0,0.0,1,5.3
7,7.0,,8.0,8.0,2021-10-28,GNB,@,ARI,"W, 24-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,8.0,108.0,9.0,9.0,2021-11-07,GNB,@,KAN,"L, 7-13",*,14,6,42,7.0,0,42.9,3.0,0.0,1,1,0,0,0,0,58,92.1,0,0.0,0,0.0
9,9.0,109.0,10.0,10.0,2021-11-14,GNB,,SEA,"W, 17-0",*,11,7,78,11.1,0,63.6,7.1,0.0,0,0,0,0,0,0,70,94.6,0,0.0,0,0.0
10,10.0,110.0,11.0,11.0,2021-11-21,GNB,@,MIN,"L, 31-34",*,8,7,115,16.4,2,87.5,14.4,0.0,0,0,0,0,0,0,52,88.1,0,0.0,0,0.0
11,11.0,111.0,12.0,12.0,2021-11-28,GNB,,LAR,"W, 36-28",*,9,8,104,13.0,0,88.9,11.6,0.0,0,0,0,0,0,0,80,97.6,0,0.0,1,2.8
12,12.0,112.0,13.0,14.0,2021-12-12,GNB,,CHI,"W, 45-30",*,13,10,121,12.1,2,76.9,9.3,0.0,0,0,0,0,0,0,58,89.2,0,0.0,1,2.8
13,13.0,113.0,14.0,15.0,2021-12-19,GNB,@,BAL,"W, 31-30",*,7,6,44,7.3,1,85.7,6.3,0.0,0,0,0,0,0,0,57,91.9,0,0.0,2,8.0
14,14.0,114.0,15.0,16.0,2021-12-25,GNB,,CLE,"W, 24-22",*,13,10,114,11.4,2,76.9,8.8,0.0,0,0,0,0,0,0,55,93.2,0,0.0,0,0.0
15,15.0,115.0,16.0,17.0,2022-01-02,GNB,,MIN,"W, 37-10",*,14,11,136,12.4,1,78.6,9.7,0.0,0,0,0,0,0,0,62,82.7,0,0.0,0,0.0
16,16.0,116.0,17.0,18.0,2022-01-09,GNB,@,DET,"L, 30-37",*,7,6,55,9.2,0,85.7,7.9,0.0,0,0,0,0,0,0,22,32.4,0,0.0,0,0.0
17,,,,,,,,,12-4,,169,123,1553,12.6,11,72.8,9.2,0.0,1,1,0,0,0,0,886,84.9,0,0.0,6,1.5
