,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2016-09-11,GNB,@,JAX,"W, 27-23",*,7,3,50,16.7,1,42.9,7.1,0,0,0,0,0,0,59,92.2,0,0.0,0,0.0
1,2.0,31.0,2.0,2.0,2016-09-18,GNB,@,MIN,"L, 14-17",*,7,3,26,8.7,0,42.9,3.7,1,1,0,0,0,0,54,76.1,0,0.0,0,0.0
2,3.0,32.0,3.0,3.0,2016-09-25,GNB,,DET,"W, 34-27",,2,2,23,11.5,1,100.0,11.5,0,0,0,0,0,0,25,46.3,0,0.0,0,0.0
3,4.0,33.0,4.0,5.0,2016-10-09,GNB,,NYG,"W, 23-16",*,8,5,85,17.0,1,62.5,10.6,0,0,0,0,0,0,60,75.0,0,0.0,0,0.0
4,5.0,34.0,5.0,6.0,2016-10-16,GNB,,DAL,"L, 16-30",*,3,2,34,17.0,0,66.7,11.3,0,0,0,0,0,0,31,44.3,0,0.0,0,0.0
5,6.0,35.0,6.0,7.0,2016-10-20,GNB,,CHI,"W, 26-10",*,16,13,132,10.2,2,81.3,8.3,0,0,0,0,0,0,70,80.5,0,0.0,0,0.0
6,7.0,36.0,7.0,8.0,2016-10-30,GNB,@,ATL,"L, 32-33",*,14,12,74,6.2,0,85.7,5.3,1,0,0,0,0,0,58,93.5,0,0.0,2,7.7
7,8.0,37.0,8.0,9.0,2016-11-06,GNB,,IND,"L, 26-31",*,8,4,41,10.3,1,50.0,5.1,0,0,0,0,0,0,66,95.7,0,0.0,0,0.0
8,9.0,38.0,9.0,10.0,2016-11-13,GNB,@,TEN,"L, 25-47",*,9,6,156,26.0,0,66.7,17.3,0,0,0,0,0,0,74,94.9,0,0.0,0,0.0
9,10.0,39.0,10.0,11.0,2016-11-20,GNB,@,WAS,"L, 24-42",*,6,3,42,14.0,0,50.0,7.0,0,0,0,0,0,0,65,95.6,0,0.0,0,0.0
10,11.0,40.0,11.0,12.0,2016-11-28,GNB,@,PHI,"W, 27-13",*,6,5,113,22.6,2,83.3,18.8,0,0,0,0,0,0,64,90.1,0,0.0,0,0.0
11,12.0,41.0,12.0,13.0,2016-12-04,GNB,,HOU,"W, 21-13",*,7,1,17,17.0,0,14.3,2.4,0,0,0,0,0,0,49,84.5,0,0.0,1,4.5
12,13.0,42.0,13.0,14.0,2016-12-11,GNB,,SEA,"W, 38-10",*,6,4,104,26.0,1,66.7,17.3,0,0,0,0,0,0,53,89.8,0,0.0,1,3.7
13,14.0,43.0,14.0,15.0,2016-12-18,GNB,@,CHI,"W, 30-27",*,6,2,25,12.5,0,33.3,4.2,0,0,0,0,0,0,60,98.4,0,0.0,0,0.0
14,15.0,44.0,15.0,16.0,2016-12-24,GNB,,MIN,"W, 38-25",*,7,4,44,11.0,1,57.1,6.3,0,0,0,0,0,0,55,93.2,0,0.0,2,5.9
15,16.0,45.0,16.0,17.0,2017-01-01,GNB,@,DET,"W, 31-24",*,9,6,31,5.2,2,66.7,3.4,0,0,0,0,0,0,70,93.3,0,0.0,2,7.1
16,,,,,,,,,10-6,,121,75,997,13.3,12,62.0,8.2,2,1,0,0,0,0,913,84.1,0,0.0,8,1.8
