,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2021-09-12,DEN,@,NYG,"W, 27-13",*,8,6,62,10.3,0,75.0,7.8,0.0,0,0,0,0,0,0,51,77.3,0,0.0,0,0.0
1,2.0,33.0,2.0,2.0,2021-09-19,DEN,@,JAX,"W, 23-13",*,6,4,33,8.3,1,66.7,5.5,0.0,0,0,0,0,0,0,53,76.8,0,0.0,0,0.0
2,3.0,34.0,3.0,3.0,2021-09-26,DEN,,NYJ,"W, 26-0",*,3,2,15,7.5,0,66.7,5.0,0.0,0,0,0,0,0,0,58,86.6,0,0.0,0,0.0
3,4.0,35.0,4.0,4.0,2021-10-03,DEN,,BAL,"L, 7-23",*,10,6,46,7.7,1,60.0,4.6,0.0,0,0,0,0,0,0,57,93.4,0,0.0,0,0.0
4,5.0,36.0,5.0,5.0,2021-10-10,DEN,@,PIT,"L, 19-27",*,4,3,20,6.7,0,75.0,5.0,0.0,0,0,0,0,0,0,58,96.7,0,0.0,0,0.0
5,6.0,37.0,6.0,6.0,2021-10-17,DEN,,LVR,"L, 24-34",*,11,9,97,10.8,1,81.8,8.8,0.0,2,2,0,0,0,0,72,88.9,0,0.0,0,0.0
6,7.0,38.0,7.0,7.0,2021-10-21,DEN,@,CLE,"L, 14-17",*,7,5,39,7.8,0,71.4,5.6,0.0,0,0,0,0,0,0,45,90.0,0,0.0,0,0.0
7,8.0,39.0,8.0,8.0,2021-10-31,DEN,,WAS,"W, 17-10",*,4,2,8,4.0,0,50.0,2.0,0.0,0,0,0,0,0,0,41,77.4,0,0.0,0,0.0
8,8.0,,9.0,9.0,2021-11-07,DEN,@,DAL,"W, 30-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,9.0,40.0,10.0,10.0,2021-11-14,DEN,,PHI,"L, 13-30",*,6,5,59,11.8,0,83.3,9.8,0.0,0,0,0,0,0,0,44,75.9,0,0.0,0,0.0
10,10.0,41.0,11.0,12.0,2021-11-28,DEN,,LAC,"W, 28-13",*,4,3,12,4.0,0,75.0,3.0,0.0,0,0,0,0,0,0,53,85.5,0,0.0,0,0.0
11,11.0,42.0,12.0,13.0,2021-12-05,DEN,@,KAN,"L, 9-22",*,4,4,33,8.3,0,100.0,8.3,0.0,0,0,0,0,0,0,58,75.3,0,0.0,0,0.0
12,12.0,43.0,13.0,14.0,2021-12-12,DEN,,DET,"W, 38-10",*,4,4,51,12.8,0,100.0,12.8,0.0,0,0,0,0,0,0,50,73.5,0,0.0,0,0.0
13,13.0,44.0,14.0,15.0,2021-12-19,DEN,,CIN,"L, 10-15",*,6,5,57,11.4,0,83.3,9.5,0.0,0,0,0,0,0,0,60,80.0,0,0.0,0,0.0
14,14.0,45.0,15.0,16.0,2021-12-26,DEN,@,LVR,"L, 13-17",*,4,3,30,10.0,0,75.0,7.5,0.0,0,0,0,0,0,0,38,90.5,0,0.0,0,0.0
15,15.0,46.0,16.0,17.0,2022-01-02,DEN,@,LAC,"L, 13-34",*,7,6,92,15.3,1,85.7,13.1,0.0,0,0,0,0,0,0,53,88.3,0,0.0,0,0.0
16,16.0,47.0,17.0,18.0,2022-01-08,DEN,,KAN,"L, 24-28",*,2,1,16,16.0,0,50.0,8.0,0.0,0,0,0,0,0,0,52,96.3,0,0.0,0,0.0
17,,,,,,,,,6-10,,90,68,670,9.9,4,75.6,7.4,0.0,2,2,0,0,0,0,843,84.0,0,0.0,0,0.0
