,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2019,22,DEN,NFL,TE,16.0,11.0,66.0,40.0,562.0,14.1,3.0,23.0,42.4,75.0,2.5,35.1,60.6,8.5,3.0,-12.0,0.0,0.0,0.0,-2.0,-4.0,-0.8,0.2,43.0,12.8,550.0,3.0,1.0,4.0,
1,2020,23,DEN,NFL,TE,15.0,14.0,93.0,62.0,673.0,10.9,3.0,34.0,51.6,37.0,4.1,44.9,66.7,7.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,62.0,10.9,673.0,3.0,0.0,5.0,
2,2021,24,DEN,NFL,TE,16.0,16.0,90.0,68.0,670.0,9.9,4.0,29.0,47.8,35.0,4.3,41.9,75.6,7.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,68.0,9.9,670.0,4.0,0.0,6.0,
3,2022,25,SEA,NFL,TE,17.0,16.0,63.0,50.0,486.0,9.7,4.0,24.0,54.0,51.0,2.9,28.6,79.4,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,50.0,9.7,486.0,4.0,0.0,4.0,
4,2023,26,SEA,NFL,TE,17.0,17.0,43.0,32.0,414.0,12.9,0.0,16.0,60.5,51.0,1.9,24.4,74.4,9.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,32.0,12.9,414.0,0.0,0.0,4.0,
5,2024,27,SEA,NFL,TE,14.0,9.0,64.0,48.0,500.0,10.4,1.0,25.0,57.8,32.0,3.4,35.7,75.0,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,48.0,10.4,500.0,1.0,0.0,4.0,
6,2025,28,CIN,NFL,TE,3.0,2.0,14.0,12.0,80.0,6.7,1.0,4.0,50.0,25.0,4.0,26.7,85.7,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,12.0,6.7,80.0,1.0,1.0,,
7,7 Yrs,7 Yrs,7 Yrs,7 Yrs,,98.0,85.0,433.0,312.0,3385.0,10.8,16.0,155.0,51.5,75.0,3.2,34.5,72.1,7.8,3.0,-12.0,0.0,0.0,0.0,-2.0,-4.0,-0.1,0.0,315.0,10.7,3373.0,16.0,2.0,27.0,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,15.0,75.0,54.0,587.0,10.8,3.0,27.0,51.5,75.0,3.2,34.5,72.1,7.8,1.0,-2.0,0.0,0.0,0.0,-2.0,-4.0,-0.1,0.0,55.0,10.7,585.0,3.0,0.0,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SEA (3 Yrs),SEA (3 Yrs),SEA (3 Yrs),SEA (3 Yrs),,48.0,42.0,170.0,130.0,1400.0,10.8,5.0,65.0,57.1,51.0,2.7,29.2,76.5,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,130.0,10.8,1400.0,5.0,0.0,12.0,
11,DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,47.0,41.0,249.0,170.0,1905.0,11.2,10.0,86.0,47.8,75.0,3.6,40.5,68.3,7.7,3.0,-12.0,0.0,0.0,0.0,-2.0,-4.0,-0.3,0.1,173.0,10.9,1893.0,10.0,1.0,15.0,
12,CIN (1 Yr),CIN (1 Yr),CIN (1 Yr),CIN (1 Yr),,3.0,2.0,14.0,12.0,80.0,6.7,1.0,4.0,50.0,25.0,4.0,26.7,85.7,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,12.0,6.7,80.0,1.0,1.0,,
