,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,82.0,1.0,1.0,2024-09-08,SEA,,DEN,"W, 26-20",*,4,2,11,5.5,0,50.0,2.8,50,74.6,0,0.0,0,0.0
1,2.0,83.0,2.0,2.0,2024-09-15,SEA,@,NWE,"W, 23-20 (OT)",*,3,1,14,14.0,0,33.3,4.7,57,81.4,0,0.0,0,0.0
2,3.0,84.0,3.0,3.0,2024-09-22,SEA,,MIA,"W, 24-3",,6,6,60,10.0,0,100.0,10.0,28,43.8,0,0.0,0,0.0
3,4.0,85.0,4.0,4.0,2024-09-30,SEA,@,DET,"L, 29-42",*,2,2,26,13.0,0,100.0,13.0,51,56.7,0,0.0,0,0.0
4,5.0,86.0,5.0,5.0,2024-10-06,SEA,,NYG,"L, 20-29",*,3,3,24,8.0,0,100.0,8.0,40,69.0,0,0.0,0,0.0
5,6.0,87.0,6.0,6.0,2024-10-10,SEA,,SFO,"L, 24-36",,6,6,63,10.5,0,100.0,10.5,54,69.2,0,0.0,0,0.0
6,7.0,88.0,7.0,7.0,2024-10-20,SEA,@,ATL,"W, 34-14",,4,4,65,16.3,0,100.0,16.3,32,53.3,0,0.0,0,0.0
7,8.0,89.0,8.0,8.0,2024-10-27,SEA,,BUF,"L, 10-31",*,4,3,22,7.3,0,75.0,5.5,31,60.8,0,0.0,0,0.0
8,8.0,,9.0,9.0,2024-11-03,SEA,,LAR,"L, 20-26 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,,10.0,11.0,2024-11-17,SEA,@,SFO,"W, 20-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,,11.0,12.0,2024-11-24,SEA,,ARI,"W, 16-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,9.0,90.0,12.0,13.0,2024-12-01,SEA,@,NYJ,"W, 26-21",*,4,3,26,8.7,0,75.0,6.5,43,67.2,0,0.0,0,0.0
12,10.0,91.0,13.0,14.0,2024-12-08,SEA,@,ARI,"W, 30-18",*,4,3,18,6.0,0,75.0,4.5,38,59.4,0,0.0,0,0.0
13,11.0,92.0,14.0,15.0,2024-12-15,SEA,,GNB,"L, 13-30",*,7,3,15,5.0,0,42.9,2.1,35,59.3,0,0.0,0,0.0
14,12.0,93.0,15.0,16.0,2024-12-22,SEA,,MIN,"L, 24-27",,6,3,50,16.7,0,50.0,8.3,46,71.9,0,0.0,0,0.0
15,13.0,94.0,16.0,17.0,2024-12-26,SEA,@,CHI,"W, 6-3",,5,4,43,10.8,0,80.0,8.6,29,55.8,0,0.0,0,0.0
16,14.0,95.0,17.0,18.0,2025-01-05,SEA,@,LAR,"W, 30-25",*,6,5,63,12.6,1,83.3,10.5,35,63.6,0,0.0,0,0.0
17,,,,,,,,,8-6,,64,48,500,10.4,1,75.0,7.8,569,63.5,0,0.0,0,0.0
