,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,NOR,@,ATL,"W, 27-26",,3,3,41,13.7,0,100.0,13.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,73.8,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2022-09-18,NOR,,TAM,"L, 10-20",*,13,5,80,16.0,0,38.5,6.2,0.0,1,1,0,0,0,0,1,1,0,0,0,0,51,75.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2022-09-25,NOR,@,CAR,"L, 14-22",,13,9,147,16.3,0,69.2,11.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,53,76.8,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2022-10-02,NOR,,MIN,"L, 25-28",*,7,4,67,16.8,1,57.1,9.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,68.3,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2022-10-09,NOR,,SEA,"W, 39-32",*,6,4,54,13.5,1,66.7,9.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,31,40.3,0,0.0,0,0.0
5,5.0,,6.0,6.0,2022-10-16,NOR,,CIN,"L, 26-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,6.0,7.0,7.0,2022-10-20,NOR,@,ARI,"L, 34-42",*,14,7,106,15.1,0,50.0,7.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,76.4,0,0.0,0,0.0
7,7.0,7.0,8.0,8.0,2022-10-30,NOR,,LVR,"W, 24-0",*,7,5,52,10.4,0,71.4,7.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,57.8,0,0.0,0,0.0
8,8.0,8.0,9.0,9.0,2022-11-07,NOR,,BAL,"L, 13-27",*,9,6,71,11.8,0,66.7,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,90.2,0,0.0,0,0.0
9,9.0,9.0,10.0,10.0,2022-11-13,NOR,@,PIT,"L, 10-20",,5,3,40,13.3,0,60.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,76.6,0,0.0,0,0.0
10,10.0,10.0,11.0,11.0,2022-11-20,NOR,,LAR,"W, 27-20",,6,5,102,20.4,1,83.3,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,49.1,0,0.0,0,0.0
11,11.0,11.0,12.0,12.0,2022-11-27,NOR,@,SFO,"L, 0-13",*,9,5,62,12.4,0,55.6,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,66.7,0,0.0,0,0.0
12,12.0,12.0,13.0,13.0,2022-12-05,NOR,@,TAM,"L, 16-17",,6,4,65,16.3,0,66.7,10.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,69.5,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2022-12-18,NOR,,ATL,"W, 21-18",*,4,3,53,17.7,0,75.0,13.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27,49.1,0,0.0,0,0.0
14,13.0,,15.0,16.0,2022-12-24,NOR,@,CLE,"W, 17-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,14.0,16.0,17.0,2023-01-01,NOR,@,PHI,"W, 20-10",*,5,4,42,10.5,0,80.0,8.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,60.9,0,0.0,0,0.0
16,15.0,15.0,17.0,18.0,2023-01-08,NOR,,CAR,"L, 7-10",,12,5,60,12.0,1,41.7,5.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,36,60.0,0,0.0,0,0.0
17,,,,,,,,,6-9,,119,72,1042,14.5,4,60.5,8.8,0.0,3,3,0,0,0,0,2,2,1,0,0,0,607,65.6,0,0.0,0,0.0
