,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,16.0,1.0,1.0,2023-09-10,NOR,,TEN,"W, 16-15",*,10,8,112,14.0,0,80.0,11.2,51,78.5,0,0.0,0,0.0
1,2.0,17.0,2.0,2.0,2023-09-18,NOR,@,CAR,"W, 20-17",,11,6,86,14.3,0,54.5,7.8,61,79.2,0,0.0,0,0.0
2,3.0,18.0,3.0,3.0,2023-09-24,NOR,@,GNB,"L, 17-18",,11,8,104,13.0,0,72.7,9.5,49,80.3,0,0.0,0,0.0
3,4.0,19.0,4.0,4.0,2023-10-01,NOR,,TAM,"L, 9-26",*,6,1,4,4.0,0,16.7,0.7,53,81.5,0,0.0,0,0.0
4,5.0,20.0,5.0,5.0,2023-10-08,NOR,@,NWE,"W, 34-0",*,5,2,12,6.0,1,40.0,2.4,57,79.2,0,0.0,0,0.0
5,6.0,21.0,6.0,6.0,2023-10-15,NOR,@,HOU,"L, 13-20",*,10,7,96,13.7,0,70.0,9.6,72,87.8,0,0.0,0,0.0
6,7.0,22.0,7.0,7.0,2023-10-19,NOR,,JAX,"L, 24-31",*,15,7,57,8.1,0,46.7,3.8,73,81.1,0,0.0,0,0.0
7,8.0,23.0,8.0,8.0,2023-10-29,NOR,@,IND,"W, 38-27",*,9,5,46,9.2,0,55.6,5.1,49,74.2,0,0.0,0,0.0
8,9.0,24.0,9.0,9.0,2023-11-05,NOR,,CHI,"W, 24-17",*,8,6,46,7.7,1,75.0,5.8,45,71.4,0,0.0,0,0.0
9,10.0,25.0,10.0,10.0,2023-11-12,NOR,@,MIN,"L, 19-27",*,9,6,94,15.7,1,66.7,10.4,54,80.6,0,0.0,0,0.0
10,11.0,26.0,11.0,12.0,2023-11-26,NOR,@,ATL,"L, 15-24",*,9,7,114,16.3,0,77.8,12.7,34,47.2,0,0.0,0,0.0
11,12.0,27.0,12.0,13.0,2023-12-03,NOR,,DET,"L, 28-33",*,8,5,119,23.8,0,62.5,14.9,41,61.2,0,0.0,0,0.0
12,13.0,28.0,13.0,14.0,2023-12-10,NOR,,CAR,"W, 28-6",,5,4,28,7.0,1,80.0,5.6,34,65.4,0,0.0,0,0.0
13,13.0,,14.0,15.0,2023-12-17,NOR,,NYG,"W, 24-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,14.0,29.0,15.0,16.0,2023-12-21,NOR,@,LAR,"L, 22-30",,13,9,123,13.7,0,69.2,9.5,45,75.0,0,0.0,0,0.0
15,15.0,30.0,16.0,17.0,2023-12-31,NOR,@,TAM,"W, 23-13",*,6,3,26,8.7,0,50.0,4.3,47,67.1,0,0.0,0,0.0
16,16.0,31.0,17.0,18.0,2024-01-07,NOR,,ATL,"W, 48-17",,3,3,56,18.7,1,100.0,18.7,49,73.1,0,0.0,0,0.0
17,,,,,,,,,8-8,,138,87,1123,12.9,5,63.0,8.1,814,74.3,0,0.0,0,0.0
