,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2021-09-12,GNB,@,NOR,"L, 3-38",*,4,2,16,8.0,0,50.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,39,68.4,0,0.0,5,22.7
1,2.0,29.0,2.0,2.0,2021-09-20,GNB,,DET,"W, 35-17",*,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,42,64.6,0,0.0,3,13.0
2,3.0,30.0,3.0,3.0,2021-09-26,GNB,@,SFO,"W, 30-28",,1,1,42,42.0,0,100.0,42.0,0,0,0,,0.0,0,0,0,0,0,0,42,66.7,0,0.0,4,14.8
3,4.0,31.0,4.0,4.0,2021-10-03,GNB,,PIT,"W, 27-17",*,3,2,33,16.5,0,66.7,11.0,0,0,0,,0.0,0,0,0,0,0,0,57,79.2,0,0.0,2,8.0
4,5.0,32.0,5.0,5.0,2021-10-10,GNB,@,CIN,"W, 25-22 (OT)",*,2,2,6,3.0,0,100.0,3.0,0,0,0,,0.0,0,0,0,0,0,0,55,85.9,0,0.0,1,3.2
5,6.0,33.0,6.0,6.0,2021-10-17,GNB,@,CHI,"W, 24-14",*,5,3,27,9.0,1,60.0,5.4,0,0,0,,0.0,1,1,0,0,0,0,50,84.7,0,0.0,3,14.3
6,7.0,34.0,7.0,7.0,2021-10-24,GNB,,WAS,"W, 24-10",*,6,5,60,12.0,1,83.3,10.0,0,0,0,,0.0,0,0,0,0,0,0,51,91.1,0,0.0,1,5.3
7,7.0,,8.0,8.0,2021-10-28,GNB,@,ARI,"W, 24-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,8.0,35.0,9.0,9.0,2021-11-07,GNB,@,KAN,"L, 7-13",*,1,1,20,20.0,1,100.0,20.0,0,0,0,,0.0,0,0,0,0,0,0,53,84.1,0,0.0,0,0.0
9,9.0,36.0,10.0,10.0,2021-11-14,GNB,,SEA,"W, 17-0",*,4,1,6,6.0,0,25.0,1.5,0,0,0,,0.0,0,0,0,0,0,0,44,59.5,0,0.0,0,0.0
10,9.0,,11.0,11.0,2021-11-21,GNB,@,MIN,"L, 31-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,10.0,37.0,12.0,12.0,2021-11-28,GNB,,LAR,"W, 36-28",,6,2,13,6.5,0,33.3,2.2,0,0,0,,0.0,0,0,0,0,0,0,53,64.6,0,0.0,0,0.0
12,11.0,38.0,13.0,14.0,2021-12-12,GNB,,CHI,"W, 45-30",*,7,6,75,12.5,1,85.7,10.7,1,14,0,14.0,0.0,0,0,0,0,0,0,53,81.5,0,0.0,0,0.0
13,12.0,39.0,14.0,15.0,2021-12-19,GNB,@,BAL,"W, 31-30",*,4,2,23,11.5,0,50.0,5.8,1,5,0,5.0,0.0,0,0,0,0,0,0,49,79.0,0,0.0,4,16.0
14,13.0,40.0,15.0,16.0,2021-12-25,GNB,,CLE,"W, 24-22",*,5,2,45,22.5,1,40.0,9.0,1,13,0,13.0,0.0,0,0,0,0,0,0,51,86.4,0,0.0,0,0.0
15,14.0,41.0,16.0,17.0,2022-01-02,GNB,,MIN,"W, 37-10",*,6,6,72,12.0,1,100.0,12.0,0,0,0,,0.0,0,0,0,0,0,0,56,74.7,0,0.0,0,0.0
16,15.0,42.0,17.0,18.0,2022-01-09,GNB,@,DET,"L, 30-37",*,6,5,75,15.0,2,83.3,12.5,0,0,0,,0.0,0,0,0,0,0,0,21,30.9,0,0.0,0,0.0
17,,,,,,,,,12-3,,60,40,513,12.8,8,66.7,8.6,3,32,0,10.7,0.0,1,1,0,0,0,0,716,72.8,0,0.0,23,6.0
