,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2018,23,GNB,NFL,WR,1.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,100.0,7.0,1.0,7.0,100.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,
1,2019,24,GNB,NFL,WR,16.0,3.0,52.0,35.0,477.0,13.6,3.0,24.0,59.6,43.0,2.2,29.8,67.3,9.2,1.0,21.0,0.0,1.0,100.0,21.0,21.0,1.3,0.1,36.0,13.8,498.0,3.0,0.0,4.0,
2,2020,25,GNB,NFL,WR,10.0,9.0,46.0,33.0,451.0,13.7,3.0,23.0,69.6,72.0,3.3,45.1,71.7,9.8,2.0,17.0,0.0,1.0,50.0,19.0,8.5,1.7,0.2,35.0,13.4,468.0,3.0,0.0,5.0,
3,2021,26,GNB,NFL,WR,15.0,13.0,60.0,40.0,513.0,12.8,8.0,28.0,60.0,42.0,2.7,34.2,66.7,8.6,3.0,32.0,0.0,2.0,100.0,14.0,10.7,2.1,0.2,43.0,12.7,545.0,8.0,0.0,5.0,
4,2022,27,GNB,NFL,WR,15.0,15.0,100.0,60.0,788.0,13.1,6.0,45.0,55.0,47.0,4.0,52.5,60.0,7.9,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,62.0,12.7,788.0,6.0,0.0,8.0,
5,2023,28,NYJ,NFL,WR,14.0,12.0,49.0,23.0,311.0,13.5,1.0,17.0,40.8,39.0,1.6,22.2,46.9,6.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,23.0,13.5,311.0,1.0,0.0,2.0,
6,2024,29,NYJ,NFL,WR,12.0,10.0,60.0,37.0,530.0,14.3,6.0,29.0,58.3,52.0,3.1,44.2,61.7,8.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.0,14.3,530.0,6.0,0.0,5.0,
7,7 Yrs,7 Yrs,7 Yrs,7 Yrs,,83.0,62.0,368.0,229.0,3077.0,13.4,27.0,166.0,57.1,72.0,2.8,37.1,62.2,8.4,8.0,70.0,0.0,4.0,62.5,21.0,8.8,0.8,0.1,237.0,13.3,3147.0,27.0,0.0,29.0,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,13.0,75.0,47.0,630.0,13.4,6.0,34.0,57.1,72.0,2.8,37.1,62.2,8.4,2.0,14.0,0.0,1.0,62.5,21.0,8.8,0.8,0.1,49.0,2.7,645.0,6.0,0.0,6.0,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,GNB (5 Yrs),GNB (5 Yrs),GNB (5 Yrs),GNB (5 Yrs),,57.0,40.0,259.0,169.0,2236.0,13.2,20.0,120.0,59.8,72.0,3.0,39.2,65.3,8.6,8.0,70.0,0.0,4.0,62.5,21.0,8.8,1.2,0.1,177.0,13.0,2306.0,20.0,0.0,22.0,
11,NYJ (2 Yrs),NYJ (2 Yrs),NYJ (2 Yrs),NYJ (2 Yrs),,26.0,22.0,109.0,60.0,841.0,14.0,7.0,46.0,50.5,52.0,2.3,32.3,55.0,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,60.0,14.0,841.0,7.0,0.0,7.0,
