,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2020-09-13,GNB,@,MIN,"W, 43-34",*,4,4,63,15.8,1,100.0,15.8,1,19,0,19.0,68,87.2,0,0.0,1,3.8
1,2.0,19.0,2.0,2.0,2020-09-20,GNB,,DET,"W, 42-21",*,5,3,45,15.0,0,60.0,9.0,0,0,0,,61,83.6,0,0.0,0,0.0
2,3.0,20.0,3.0,3.0,2020-09-27,GNB,@,NOR,"W, 37-30",*,8,6,146,24.3,1,75.0,18.3,1,-2,0,-2.0,59,95.2,0,0.0,1,3.1
3,3.0,,4.0,4.0,2020-10-05,GNB,,ATL,"W, 30-16",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
4,3.0,,5.0,6.0,2020-10-18,GNB,@,TAM,"L, 10-38",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
5,3.0,,6.0,7.0,2020-10-25,GNB,@,HOU,"W, 35-20",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
6,3.0,,7.0,8.0,2020-11-01,GNB,,MIN,"L, 22-28",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
7,3.0,,8.0,9.0,2020-11-05,GNB,@,SFO,"W, 34-17",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
8,3.0,,9.0,10.0,2020-11-15,GNB,,JAX,"W, 24-20",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
9,4.0,21.0,10.0,11.0,2020-11-22,GNB,@,IND,"L, 31-34 (OT)",,4,2,18,9.0,0,50.0,4.5,0,0,0,,36,60.0,0,0.0,0,0.0
10,5.0,22.0,11.0,12.0,2020-11-29,GNB,,CHI,"W, 41-25",*,6,4,23,5.8,1,66.7,3.8,0,0,0,,33,46.5,0,0.0,1,4.0
11,6.0,23.0,12.0,13.0,2020-12-06,GNB,,PHI,"W, 30-16",*,4,3,50,16.7,0,75.0,12.5,0,0,0,,42,68.9,0,0.0,0,0.0
12,7.0,24.0,13.0,14.0,2020-12-13,GNB,@,DET,"W, 31-24",*,3,2,19,9.5,0,66.7,6.3,0,0,0,,46,68.7,0,0.0,1,3.8
13,8.0,25.0,14.0,15.0,2020-12-19,GNB,,CAR,"W, 24-16",*,6,5,56,11.2,0,83.3,9.3,0,0,0,,48,77.4,0,0.0,7,25.0
14,9.0,26.0,15.0,16.0,2020-12-27,GNB,,TEN,"W, 40-14",*,2,2,14,7.0,0,100.0,7.0,0,0,0,,41,62.1,0,0.0,0,0.0
15,10.0,27.0,16.0,17.0,2021-01-03,GNB,@,CHI,"W, 35-16",*,4,2,17,8.5,0,50.0,4.3,0,0,0,,36,78.3,0,0.0,0,0.0
16,,,,,,,,,9-1,,46,33,451,13.7,3,71.7,9.8,2,17,0,8.5,470,72.8,0,0.0,11,4.1
