,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,2.0,1.0,1.0,2019-09-05,GNB,@,CHI,"W, 10-3",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,10,40.0
1,2.0,3.0,2.0,2.0,2019-09-15,GNB,,MIN,"W, 21-16",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,1,1.4,0,0.0,9,31.0
2,3.0,4.0,3.0,3.0,2019-09-22,GNB,,DEN,"W, 27-16",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,5,9.3,0,0.0,12,46.2
3,4.0,5.0,4.0,4.0,2019-09-26,GNB,,PHI,"L, 27-34",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,14,17.7,0,0.0,13,48.1
4,5.0,6.0,5.0,5.0,2019-10-06,GNB,@,DAL,"W, 34-24",,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,1,1.4,0,0.0,17,51.5
5,6.0,7.0,6.0,6.0,2019-10-14,GNB,,DET,"W, 23-22",,5,4,65,16.3,1,80.0,13.0,0,0,0,,0.0,1,1,0,0,0,0,17,23.0,0,0.0,13,41.9
6,7.0,8.0,7.0,7.0,2019-10-20,GNB,,OAK,"W, 42-24",*,4,3,42,14.0,0,75.0,10.5,0,0,0,,0.0,0,0,0,0,0,0,49,84.5,0,0.0,3,11.1
7,8.0,9.0,8.0,8.0,2019-10-27,GNB,@,KAN,"W, 31-24",,5,5,42,8.4,0,100.0,8.4,0,0,0,,0.0,0,0,0,0,0,0,45,67.2,0,0.0,7,25.9
8,9.0,10.0,9.0,9.0,2019-11-03,GNB,@,LAC,"L, 11-26",,4,3,44,14.7,0,75.0,11.0,0,0,0,,0.0,1,1,0,0,0,0,25,50.0,0,0.0,16,64.0
9,10.0,11.0,10.0,10.0,2019-11-10,GNB,,CAR,"W, 24-16",,6,3,27,9.0,0,50.0,4.5,0,0,0,,0.0,1,0,1,0,0,0,30,46.9,0,0.0,11,47.8
10,11.0,12.0,11.0,12.0,2019-11-24,GNB,@,SFO,"L, 8-37",,2,1,7,7.0,0,50.0,3.5,1,21,0,21.0,0.0,0,0,0,0,0,0,52,65.8,0,0.0,9,34.6
11,12.0,13.0,12.0,13.0,2019-12-01,GNB,@,NYG,"W, 31-13",,3,3,103,34.3,1,100.0,34.3,0,0,0,,0.0,2,1,1,0,0,0,36,55.4,0,0.0,10,45.5
12,13.0,14.0,13.0,14.0,2019-12-08,GNB,,WAS,"W, 20-15",,3,2,19,9.5,0,66.7,6.3,0,0,0,,0.0,0,0,0,0,0,0,33,55.0,0,0.0,9,36.0
13,14.0,15.0,14.0,15.0,2019-12-15,GNB,,CHI,"W, 21-13",,3,2,14,7.0,0,66.7,4.7,0,0,0,,0.0,0,0,0,0,0,0,46,78.0,0,0.0,9,36.0
14,15.0,16.0,15.0,16.0,2019-12-23,GNB,@,MIN,"W, 23-10",*,9,5,45,9.0,0,55.6,5.0,0,0,0,,0.0,0,0,0,0,0,0,58,75.3,0,0.0,8,29.6
15,16.0,17.0,16.0,17.0,2019-12-29,GNB,@,DET,"W, 23-20",*,8,4,69,17.3,1,50.0,8.6,0,0,0,,0.0,0,0,0,0,0,0,67,76.1,0,0.0,9,29.0
16,,,,,,,,,13-3,,52,35,477,13.6,3,67.3,9.2,1,21,0,21.0,0.0,6,4,2,0,0,0,479,44.4,0,0.0,165,38.5
