,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,73.0,1.0,1.0,2025-09-07,MIA,@,IND,"L, 8-33",,2,4.2,0,0.0,0,0.0
1,2.0,74.0,2.0,2.0,2025-09-14,MIA,,NWE,"L, 27-33",,0,0.0,0,0.0,0,0.0
2,,,,,,,,,0-2,,2,1.9,0,0.0,0,0.0
