,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2018,23,SFO,NFL,RB,6.0,2.0,66.0,266.0,0.0,13.0,50.0,18.0,4.0,44.3,11.0,15.0,12.0,98.0,8.2,0.0,5.0,53.3,24.0,2.0,16.3,80.0,6.5,78.0,4.7,364.0,0.0,3.0,2.0,
1,2019,24,SFO,NFL,RB,10.0,0.0,27.0,105.0,4.0,9.0,48.1,25.0,3.9,10.5,2.7,5.0,3.0,34.0,11.3,1.0,1.0,40.0,25.0,0.3,3.4,60.0,6.8,30.0,4.6,139.0,5.0,0.0,1.0,
2,2020,25,SFO,NFL,RB,12.0,3.0,126.0,600.0,7.0,31.0,52.4,34.0,4.8,50.0,10.5,28.0,13.0,133.0,10.2,3.0,8.0,28.6,21.0,1.1,11.1,46.4,4.8,139.0,5.3,733.0,10.0,2.0,4.0,
3,2021,26,SFO,NFL,RB,9.0,4.0,79.0,294.0,2.0,19.0,50.6,17.0,3.7,32.7,8.8,8.0,7.0,31.0,4.4,0.0,1.0,37.5,11.0,0.8,3.4,87.5,3.9,86.0,3.8,325.0,2.0,1.0,2.0,
4,2022,27,2TM,NFL,RB,16.0,7.0,176.0,860.0,5.0,43.0,50.0,41.0,4.9,53.8,11.0,37.0,22.0,185.0,8.4,1.0,7.0,35.1,16.0,1.4,11.6,59.5,5.0,198.0,5.3,1045.0,6.0,3.0,7.0,
5,2022,27,SFO,NFL,RB,8.0,6.0,92.0,468.0,2.0,22.0,52.2,41.0,5.1,58.5,11.5,13.0,10.0,91.0,9.1,0.0,3.0,46.2,16.0,1.3,11.4,76.9,7.0,102.0,5.5,559.0,2.0,2.0,4.0,
6,2022,27,MIA,NFL,RB,8.0,1.0,84.0,392.0,3.0,21.0,47.6,28.0,4.7,49.0,10.5,24.0,12.0,94.0,7.8,1.0,4.0,29.2,14.0,1.5,11.8,50.0,3.9,96.0,5.1,486.0,4.0,1.0,3.0,
7,2023,28,MIA,NFL,RB,10.0,0.0,41.0,188.0,0.0,8.0,51.2,15.0,4.6,18.8,4.1,17.0,14.0,85.0,6.1,0.0,3.0,29.4,12.0,1.4,8.5,82.4,5.0,55.0,5.0,273.0,0.0,0.0,2.0,
8,2024,29,MIA,NFL,RB,9.0,0.0,16.0,57.0,0.0,3.0,43.8,14.0,3.6,6.3,1.8,3.0,3.0,19.0,6.3,0.0,0.0,100.0,7.0,0.3,2.1,100.0,6.3,19.0,4.0,76.0,0.0,0.0,1.0,
9,2025,30,MIA,NFL,RB,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,
10,8 Yrs,8 Yrs,8 Yrs,8 Yrs,,74.0,16.0,531.0,2370.0,18.0,126.0,50.5,41.0,4.5,32.0,7.2,113.0,74.0,585.0,7.9,5.0,25.0,37.2,25.0,1.0,7.9,65.5,5.2,605.0,4.9,2955.0,23.0,9.0,19.0,
11,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,4.0,122.0,544.0,4.0,29.0,50.5,41.0,4.5,32.0,7.2,26.0,17.0,134.0,7.9,1.0,6.0,37.2,25.0,1.0,7.9,65.5,5.2,139.0,4.9,679.0,5.0,2.0,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,SFO (5 Yrs),SFO (5 Yrs),SFO (5 Yrs),SFO (5 Yrs),,45.0,15.0,390.0,1733.0,15.0,94.0,51.3,41.0,4.4,38.5,8.7,69.0,45.0,387.0,8.6,4.0,18.0,39.1,25.0,1.0,8.6,65.2,5.6,435.0,4.9,2120.0,19.0,8.0,13.0,
14,MIA (4 Yrs),MIA (4 Yrs),MIA (4 Yrs),MIA (4 Yrs),,29.0,1.0,141.0,637.0,3.0,32.0,48.2,28.0,4.5,22.0,4.9,44.0,29.0,198.0,6.8,1.0,7.0,34.1,14.0,1.0,6.8,65.9,4.5,170.0,4.9,835.0,4.0,1.0,6.0,
