,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,38.0,1.0,1,2022-09-11,SFO,@,CHI,"L, 10-19",,9,22,0,2.4,2,2,8,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,58.8,0,0.0,2,8.3
1,2.0,39.0,2.0,2,2022-09-18,SFO,,SEA,"W, 27-7",*,18,84,0,4.7,2,2,19,9.5,0,100.0,9.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,48.7,0,0.0,0,0.0
2,3.0,40.0,3.0,3,2022-09-25,SFO,@,DEN,"L, 10-11",*,12,75,0,6.3,3,3,31,10.3,0,100.0,10.3,0.0,1,1,0,0,0,0,1,1,0,0,0,0,41,73.2,0,0.0,0,0.0
3,4.0,41.0,4.0,4,2022-10-03,SFO,,LAR,"W, 24-9",,18,74,1,4.1,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,66.0,0,0.0,0,0.0
4,5.0,42.0,5.0,5,2022-10-09,SFO,@,CAR,"W, 37-15",*,17,120,1,7.1,2,1,12,12.0,0,50.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,39,58.2,0,0.0,0,0.0
5,6.0,43.0,6.0,6,2022-10-16,SFO,@,ATL,"L, 14-28",*,7,25,0,3.6,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,31,51.7,0,0.0,0,0.0
6,7.0,44.0,7.0,7,2022-10-23,SFO,,KAN,"L, 23-44",*,7,54,0,7.7,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,32.9,0,0.0,2,7.1
7,8.0,45.0,8.0,8,2022-10-30,SFO,@,LAR,"W, 31-14",*,4,14,0,3.5,2,2,21,10.5,0,100.0,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,35.8,0,0.0,0,0.0
8,,,,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins,Player went from San Francisco 49ers to Miami Dolphins
9,9.0,46.0,9.0,9,2022-11-06,MIA,@,CHI,"W, 35-32",,9,51,0,5.7,3,3,21,7.0,1,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,49.1,0,0.0,6,23.1
