,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2022-09-08,BUF,@,LAR,"W, 31-10",*,5,4,88,22.0,1,80.0,17.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,98.3,0,0.0,0,0.0
1,1.0,,2.0,2.0,2022-09-19,BUF,,TEN,"W, 41-7",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2.0,34.0,3.0,3.0,2022-09-25,BUF,@,MIA,"L, 19-21",*,6,3,37,12.3,0,50.0,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,88,95.7,0,0.0,0,0.0
3,3.0,35.0,4.0,4.0,2022-10-02,BUF,@,BAL,"W, 23-20",*,3,1,13,13.0,0,33.3,4.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,98.4,0,0.0,0,0.0
4,4.0,36.0,5.0,5.0,2022-10-09,BUF,,PIT,"W, 38-3",*,6,3,171,57.0,2,50.0,28.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,83.9,0,0.0,0,0.0
5,5.0,37.0,6.0,6.0,2022-10-16,BUF,@,KAN,"W, 24-20",*,6,3,74,24.7,1,50.0,12.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
6,6.0,38.0,7.0,8.0,2022-10-30,BUF,,GNB,"W, 27-17",*,7,2,35,17.5,0,28.6,5.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,52,88.1,0,0.0,0,0.0
7,7.0,39.0,8.0,9.0,2022-11-06,BUF,@,NYJ,"L, 17-20",*,5,2,33,16.5,0,40.0,6.6,0.0,1,1,0,0,0,0,0,0,0,0,0,0,59,95.2,0,0.0,0,0.0
8,8.0,40.0,9.0,10.0,2022-11-13,BUF,,MIN,"L, 30-33 (OT)",*,10,6,93,15.5,1,60.0,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,93.3,0,0.0,0,0.0
9,9.0,41.0,10.0,11.0,2022-11-20,BUF,,CLE,"W, 31-23",*,7,5,68,13.6,0,71.4,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,87.7,0,0.0,2,6.7
10,10.0,42.0,11.0,12.0,2022-11-24,BUF,@,DET,"W, 28-25",*,5,4,38,9.5,0,80.0,7.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,89.6,0,0.0,0,0.0
11,11.0,43.0,12.0,13.0,2022-12-01,BUF,@,NWE,"W, 24-10",*,7,2,15,7.5,1,28.6,2.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,81.3,0,0.0,1,4.2
12,12.0,44.0,13.0,14.0,2022-12-11,BUF,,NYJ,"W, 20-12",*,4,3,31,10.3,0,75.0,7.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,91.5,0,0.0,1,3.3
13,13.0,45.0,14.0,15.0,2022-12-17,BUF,,MIA,"W, 32-29",*,6,4,56,14.0,0,66.7,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76,97.4,0,0.0,0,0.0
14,14.0,46.0,15.0,16.0,2022-12-24,BUF,@,CHI,"W, 35-13",*,6,3,45,15.0,1,50.0,7.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,57,89.1,0,0.0,0,0.0
15,15.0,47.0,16.0,18.0,2023-01-08,BUF,,NWE,"W, 35-23",*,10,3,39,13.0,0,30.0,3.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,79.7,0,0.0,0,0.0
16,,,,,,,,,12-3,,93,48,836,17.4,7,51.6,9.0,0.0,2,2,0,0,0,0,1,1,0,0,0,0,926,91.1,0,0.0,4,1.0
