,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2021-09-12,BUF,,PIT,"L, 16-23",*,5,2,40,20.0,1,40.0,8.0,0.0,0,0,0,0,0,0,43,50.6,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2021-09-19,BUF,@,MIA,"W, 35-0",,0,0,0,,0,,,0.0,0,0,0,0,0,0,21,32.3,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2021-09-26,BUF,,WAS,"W, 43-21",,1,1,23,23.0,0,100.0,23.0,0.0,0,0,0,0,0,0,23,29.1,0,0.0,1,3.4
3,4.0,20.0,4.0,4.0,2021-10-03,BUF,,HOU,"W, 40-0",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,31,43.1,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2021-10-10,BUF,@,KAN,"W, 38-20",,1,1,16,16.0,0,100.0,16.0,0.0,0,0,0,0,0,0,14,24.6,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2021-10-18,BUF,@,TEN,"L, 31-34",,2,2,25,12.5,0,100.0,12.5,0.0,0,0,0,0,0,0,26,33.8,0,0.0,1,3.4
6,7.0,23.0,7.0,8.0,2021-10-31,BUF,,MIA,"W, 26-11",,5,4,29,7.3,1,80.0,5.8,0.0,0,0,0,0,0,0,32,43.8,0,0.0,3,12.5
7,8.0,24.0,8.0,9.0,2021-11-07,BUF,@,JAX,"L, 6-9",,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,19,28.4,0,0.0,6,28.6
8,9.0,25.0,9.0,10.0,2021-11-14,BUF,@,NYJ,"W, 45-17",,3,3,105,35.0,0,100.0,35.0,0.0,0,0,0,0,0,0,30,51.7,0,0.0,4,14.8
9,10.0,26.0,10.0,11.0,2021-11-21,BUF,,IND,"L, 15-41",,4,2,27,13.5,0,50.0,6.8,0.0,0,0,0,0,0,0,19,33.9,0,0.0,1,4.3
10,11.0,27.0,11.0,12.0,2021-11-25,BUF,@,NOR,"W, 31-6",,3,2,47,23.5,0,66.7,15.7,0.0,0,0,0,0,0,0,28,42.4,0,0.0,6,27.3
11,12.0,28.0,12.0,13.0,2021-12-06,BUF,,NWE,"L, 10-14",,4,2,30,15.0,1,50.0,7.5,0.0,0,0,0,0,0,0,16,27.6,0,0.0,9,39.1
12,13.0,29.0,13.0,14.0,2021-12-12,BUF,@,TAM,"L, 27-33 (OT)",,8,5,43,8.6,1,62.5,5.4,0.0,0,0,0,0,0,0,65,83.3,0,0.0,2,5.7
13,14.0,30.0,14.0,15.0,2021-12-19,BUF,,CAR,"W, 31-14",*,7,5,85,17.0,2,71.4,12.1,0.0,0,0,0,0,0,0,63,90.0,0,0.0,0,0.0
14,14.0,,15.0,16.0,2021-12-26,BUF,@,NWE,"W, 33-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,15.0,31.0,16.0,17.0,2022-01-02,BUF,,ATL,"W, 29-15",*,3,3,40,13.3,0,100.0,13.3,0.0,1,1,0,0,0,0,66,86.8,0,0.0,0,0.0
16,16.0,32.0,17.0,18.0,2022-01-09,BUF,,NYJ,"W, 27-10",*,14,3,39,13.0,0,21.4,2.8,0.0,0,0,0,0,0,0,75,91.5,0,0.0,0,0.0
17,,,,,,,,,10-6,,63,35,549,15.7,6,55.6,8.7,0.0,1,1,0,0,0,0,571,51.0,0,0.0,33,8.0
