,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2014-09-04,SEA,,GNB,"W, 36-16",*,19,28,67.9,191,2,0,6.8,8.25,110.9,1,0,7,29,0,4.1,0,0,0,,0,,,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
1,2.0,34.0,2.0,2.0,2014-09-14,SEA,@,SDG,"L, 21-30",*,17,25,68.0,202,2,0,8.1,9.68,119.1,2,22,2,18,0,9.0,0,0,0,,0,,,1,0,0,0,0,0,40,100.0,0,0.0,0,0.0
2,3.0,35.0,3.0,3.0,2014-09-21,SEA,,DEN,"W, 26-20 (OT)",*,24,34,70.6,258,2,1,7.6,7.44,99.9,3,20,9,40,0,4.4,1,1,17,17.0,0,100.0,17.0,1,0,0,1,0,0,78,100.0,0,0.0,0,0.0
3,4.0,36.0,4.0,5.0,2014-10-06,SEA,@,WAS,"W, 27-17",*,18,24,75.0,201,2,0,8.4,10.04,127.3,3,23,11,122,1,11.1,0,0,0,,0,,,2,0,0,2,0,0,68,100.0,0,0.0,0,0.0
4,5.0,37.0,5.0,6.0,2014-10-12,SEA,,DAL,"L, 23-30",*,14,28,50.0,126,0,1,4.5,2.89,47.6,2,0,2,12,1,6.0,0,0,0,,0,,,1,0,0,0,0,0,49,100.0,0,0.0,0,0.0
5,6.0,38.0,6.0,7.0,2014-10-19,SEA,@,STL,"L, 26-28",*,23,36,63.9,313,2,0,8.7,9.81,110.1,3,21,7,106,1,15.1,0,0,0,,0,,,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
6,7.0,39.0,7.0,8.0,2014-10-26,SEA,@,CAR,"W, 13-9",*,20,32,62.5,199,1,1,6.2,5.44,77.5,1,8,6,35,0,5.8,0,0,0,,0,,,1,0,0,1,-3,0,61,100.0,0,0.0,0,0.0
7,8.0,40.0,8.0,9.0,2014-11-02,SEA,,OAK,"W, 30-24",*,17,35,48.6,179,0,0,5.1,5.11,63.9,1,2,8,31,0,3.9,0,0,0,,0,,,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0
8,9.0,41.0,9.0,10.0,2014-11-09,SEA,,NYG,"W, 38-17",*,10,17,58.8,172,0,2,10.1,4.82,53.7,2,12,14,107,1,7.6,0,0,0,,0,,,1,0,0,0,0,0,64,100.0,0,0.0,0,0.0
9,10.0,42.0,10.0,11.0,2014-11-16,SEA,@,KAN,"L, 20-24",*,20,32,62.5,178,2,0,5.6,6.81,98.2,2,10,8,71,0,8.9,0,0,0,,0,,,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
10,11.0,43.0,11.0,12.0,2014-11-23,SEA,,ARI,"W, 19-3",*,17,22,77.3,211,1,0,9.6,10.5,121.6,7,42,10,73,0,7.3,0,0,0,,0,,,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
11,12.0,44.0,12.0,13.0,2014-11-27,SEA,@,SFO,"W, 19-3",*,15,22,68.2,236,1,0,10.7,11.64,118.7,4,14,7,35,0,5.0,0,0,0,,0,,,2,0,0,1,0,0,65,100.0,0,0.0,0,0.0
12,13.0,45.0,13.0,14.0,2014-12-07,SEA,@,PHI,"W, 24-14",*,22,37,59.5,263,2,0,7.1,8.19,99.3,2,11,10,48,1,4.8,0,0,0,,0,,,0,0,0,0,0,0,86,100.0,0,0.0,0,0.0
13,14.0,46.0,14.0,15.0,2014-12-14,SEA,,SFO,"W, 17-7",*,12,24,50.0,168,1,1,7.0,5.96,69.4,5,30,5,27,0,5.4,0,0,0,,0,,,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
14,15.0,47.0,15.0,16.0,2014-12-21,SEA,@,ARI,"W, 35-6",*,20,31,64.5,339,2,0,10.9,12.23,122.9,1,10,6,88,1,14.7,0,0,0,,0,,,0,0,0,0,0,0,64,95.5,0,0.0,0,0.0
15,16.0,48.0,16.0,17.0,2014-12-28,SEA,,STL,"W, 20-6",*,17,25,68.0,239,0,1,9.6,7.76,81.9,3,17,6,7,0,1.2,0,0,0,,0,,,2,0,0,1,-1,0,62,100.0,0,0.0,0,0.0
16,,,,,,,,,12-4,,285,452,63.1,3475,20,7,7.7,7.88,95.0,42,242,118,849,6,7.2,1,1,17,17.0,0,100.0,17.0,11,0,0,6,-4,0,1055,99.7,0,0.0,0,0.0
