,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2024-09-08,PIT,@,ATL,"W, 18-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2024-09-15,PIT,@,DEN,"W, 13-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,,3.0,3.0,2024-09-22,PIT,,LAC,"W, 20-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,,4.0,4.0,2024-09-29,PIT,@,IND,"L, 24-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,,,5.0,5.0,2024-10-06,PIT,,DAL,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,,,6.0,6.0,2024-10-13,PIT,@,LVR,"W, 32-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,1.0,189.0,7.0,7.0,2024-10-20,PIT,,NYJ,"W, 37-15",*,16,29,55.2,264,2,0,9.1,10.48,109.0,1,4,3,3,1,1.0,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
7,2.0,190.0,8.0,8.0,2024-10-28,PIT,,NYG,"W, 26-18",*,20,28,71.4,278,1,0,9.9,10.64,114.9,4,19,3,7,0,2.3,1,1,0,0,0,0,66,100.0,0,0.0,0,0.0
8,3.0,191.0,9.0,10.0,2024-11-10,PIT,@,WAS,"W, 28-27",*,14,28,50.0,195,3,1,7.0,7.50,93.6,3,23,4,3,0,0.8,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
9,4.0,192.0,10.0,11.0,2024-11-17,PIT,,BAL,"W, 18-16",*,23,36,63.9,205,0,1,5.7,4.44,67.5,4,24,4,1,0,0.3,0,0,0,0,0,0,75,96.2,0,0.0,0,0.0
10,5.0,193.0,11.0,12.0,2024-11-21,PIT,@,CLE,"L, 19-24",*,21,28,75.0,270,1,0,9.6,10.36,116.7,4,22,3,10,0,3.3,1,1,0,1,0,0,62,89.9,0,0.0,0,0.0
11,6.0,194.0,12.0,13.0,2024-12-01,PIT,@,CIN,"W, 44-38",*,29,38,76.3,414,3,1,10.9,11.29,126.4,2,4,3,3,0,1.0,0,0,0,0,0,0,67,97.1,0,0.0,0,0.0
12,7.0,195.0,13.0,14.0,2024-12-08,PIT,,CLE,"W, 27-14",*,15,26,57.7,158,2,0,6.1,7.62,101.1,1,11,6,17,0,2.8,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
13,8.0,196.0,14.0,15.0,2024-12-15,PIT,@,PHI,"L, 13-27",*,14,22,63.6,128,1,0,5.8,6.73,94.5,2,21,4,13,0,3.3,1,1,0,0,-6,0,42,97.7,0,0.0,0,0.0
14,9.0,197.0,15.0,16.0,2024-12-21,PIT,@,BAL,"L, 17-34",*,22,33,66.7,217,2,1,6.6,6.42,92.6,3,19,3,27,0,9.0,1,1,0,0,0,0,60,100.0,0,0.0,0,0.0
15,10.0,198.0,16.0,17.0,2024-12-25,PIT,,KAN,"L, 10-29",*,23,37,62.2,205,0,1,5.5,4.32,65.7,5,43,6,55,1,9.2,1,0,0,1,0,0,75,100.0,0,0.0,0,0.0
16,11.0,199.0,17.0,18.0,2025-01-04,PIT,,CIN,"L, 17-19",*,17,31,54.8,148,1,0,4.8,5.42,78.4,4,29,4,16,0,4.0,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
17,,,,,,,,,6-5,,214,336,63.7,2482,16,5,7.4,7.67,95.6,33,219,43,155,2,3.6,5,4,0,2,-6,0,719,98.2,0,0.0,0,0.0
