,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,159.0,1.0,1.0,2022-09-12,DEN,@,SEA,"L, 16-17",*,29,42,69.0,340,1,0,8.1,8.57,101.3,2,10,1,2,0,2.0,0,0,0,,0,,,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
1,2.0,160.0,2.0,2.0,2022-09-18,DEN,,HOU,"W, 16-9",*,14,31,45.2,219,1,1,7.1,6.26,66.5,3,18,2,3,0,1.5,0,0,0,,0,,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
2,3.0,161.0,3.0,3.0,2022-09-25,DEN,,SFO,"W, 11-10",*,20,33,60.6,184,0,0,5.6,5.58,75.8,4,24,6,17,0,2.8,0,0,0,,0,,,0,0,0,1,0,0,74,100.0,0,0.0,0,0.0
3,4.0,162.0,4.0,4.0,2022-10-02,DEN,@,LVR,"L, 23-32",*,17,25,68.0,237,2,0,9.5,11.08,124.9,3,23,4,29,1,7.3,1,1,1,1.0,0,100.0,1.0,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
4,5.0,163.0,5.0,5.0,2022-10-06,DEN,,IND,"L, 9-12 (OT)",*,21,39,53.8,274,0,2,7.0,4.72,54.9,4,24,4,22,0,5.5,0,0,0,,0,,,1,0,0,1,7,0,73,100.0,0,0.0,0,0.0
5,6.0,164.0,6.0,6.0,2022-10-17,DEN,@,LAC,"L, 16-19 (OT)",*,15,28,53.6,188,1,0,6.7,7.43,86.6,4,28,4,23,0,5.8,0,0,0,,0,,,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
6,6.0,,7.0,7.0,2022-10-23,DEN,,NYJ,"L, 9-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,7.0,165.0,8.0,8.0,2022-10-30,DEN,@,JAX,"W, 21-17",*,18,30,60.0,252,1,1,8.4,7.57,84.3,3,22,4,17,0,4.3,0,0,0,,0,,,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
8,8.0,166.0,9.0,10.0,2022-11-13,DEN,@,TEN,"L, 10-17",*,21,42,50.0,286,1,1,6.8,6.21,70.1,6,38,7,8,0,1.1,0,0,0,,0,,,3,0,0,2,0,0,80,100.0,0,0.0,0,0.0
9,9.0,167.0,10.0,11.0,2022-11-20,DEN,,LVR,"L, 16-22 (OT)",*,24,31,77.4,247,0,0,8.0,7.97,99.8,3,21,1,8,0,8.0,0,0,0,,0,,,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0
10,10.0,168.0,11.0,12.0,2022-11-27,DEN,@,CAR,"L, 10-23",*,19,35,54.3,142,1,0,4.1,4.63,73.7,3,17,2,8,0,4.0,0,0,0,,0,,,1,1,0,0,0,0,60,100.0,0,0.0,0,0.0
11,11.0,169.0,12.0,13.0,2022-12-04,DEN,@,BAL,"L, 9-10",*,17,22,77.3,189,0,0,8.6,8.59,102.3,2,5,2,21,0,10.5,0,0,0,,0,,,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
12,12.0,170.0,13.0,14.0,2022-12-11,DEN,,KAN,"L, 28-34",*,23,36,63.9,247,3,1,6.9,7.28,100.1,6,49,4,57,0,14.3,0,0,0,,0,,,0,0,0,0,0,0,62,86.1,0,0.0,0,0.0
13,12.0,,14.0,15.0,2022-12-18,DEN,,ARI,"W, 24-15",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,13.0,171.0,15.0,16.0,2022-12-25,DEN,@,LAR,"L, 14-51",*,15,27,55.6,214,1,3,7.9,3.67,54.2,6,40,2,17,0,8.5,0,0,0,,0,,,0,0,0,0,0,0,50,74.6,0,0.0,0,0.0
15,14.0,172.0,16.0,17.0,2023-01-01,DEN,@,KAN,"L, 24-27",*,26,38,68.4,222,1,1,5.8,5.18,81.3,4,32,4,27,2,6.8,0,0,0,,0,,,1,1,0,0,0,0,70,100.0,0,0.0,0,0.0
16,15.0,173.0,17.0,18.0,2023-01-08,DEN,,LAC,"W, 31-28",*,13,24,54.2,283,3,1,11.8,12.42,118.6,2,17,8,18,0,2.3,0,0,0,,0,,,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
17,,,,,,,,,4-11,,292,483,60.5,3524,16,11,7.3,6.93,84.4,55,368,55,277,3,5.0,1,1,1,1.0,0,100.0,1.0,6,2,0,4,7,0,961,97.3,0,0.0,0,0.0
