,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2016-09-11,ATL,,TAM,"L, 24-31",,1,1,14,14.0,0,100.0,14.0,0.0,0,0,0,0,,0,9,13.8,0,0.0,22,71.0
1,2.0,2.0,2.0,2.0,2016-09-18,ATL,@,OAK,"W, 35-28",,3,3,84,28.0,0,100.0,28.0,0.0,0,0,0,0,,0,20,31.3,0,0.0,19,63.3
2,3.0,3.0,3.0,3.0,2016-09-26,ATL,@,NOR,"W, 45-32",,0,0,0,,0,,,0.0,0,0,0,0,,0,14,21.9,0,0.0,18,62.1
3,4.0,4.0,4.0,4.0,2016-10-02,ATL,,CAR,"W, 48-33",,1,1,42,42.0,1,100.0,42.0,0.0,0,0,0,0,,0,19,28.4,0,0.0,24,68.6
4,5.0,5.0,5.0,5.0,2016-10-09,ATL,@,DEN,"W, 23-16",,1,1,14,14.0,0,100.0,14.0,0.0,0,0,0,0,,0,18,26.9,0,0.0,21,70.0
5,6.0,6.0,6.0,6.0,2016-10-16,ATL,@,SEA,"L, 24-26",,0,0,0,,0,,,0.0,0,0,0,0,0,0,12,17.9,0,0.0,20,66.7
6,7.0,7.0,7.0,7.0,2016-10-23,ATL,,SDG,"L, 30-33 (OT)",,0,0,0,,0,,,0.0,1,0,1,0,0,0,15,23.1,0,0.0,17,51.5
7,8.0,8.0,8.0,8.0,2016-10-30,ATL,,GNB,"W, 33-32",*,5,5,41,8.2,0,100.0,8.2,0.0,0,0,0,0,,0,46,73.0,0,0.0,12,46.2
8,9.0,9.0,9.0,9.0,2016-11-03,ATL,@,TAM,"W, 43-28",,6,3,46,15.3,1,50.0,7.7,0.0,0,0,0,0,,0,55,75.3,0,0.0,5,19.2
9,10.0,10.0,10.0,10.0,2016-11-13,ATL,@,PHI,"L, 15-24",,3,1,8,8.0,0,33.3,2.7,0.0,0,0,0,0,,0,36,72.0,0,0.0,6,21.4
10,11.0,11.0,11.0,12.0,2016-11-27,ATL,,ARI,"W, 38-19",,2,2,8,4.0,0,100.0,4.0,0.0,0,0,0,0,,0,33,47.1,0,0.0,4,14.8
11,12.0,12.0,12.0,13.0,2016-12-04,ATL,,KAN,"L, 28-29",*,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,,0,46,63.0,0,0.0,5,20.8
12,13.0,13.0,13.0,14.0,2016-12-11,ATL,@,LAR,"W, 42-14",*,3,1,5,5.0,0,33.3,1.7,0.0,0,0,0,0,,0,42,72.4,0,0.0,3,9.1
13,14.0,14.0,14.0,15.0,2016-12-18,ATL,,SFO,"W, 41-13",,1,1,9,9.0,1,100.0,9.0,0.0,0,0,0,0,,0,40,58.8,0,0.0,5,17.2
14,14.0,,15.0,16.0,2016-12-24,ATL,@,CAR,"W, 33-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,,16.0,17.0,2017-01-01,ATL,,NOR,"W, 38-32",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,9-5,,27,19,271,14.3,3,70.4,10.0,0.0,1,0,1,0,0,0,405,44.3,0,0.0,181,44.0
