,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,74.0,1.0,1.0,2023-09-10,CLE,,CIN,"W, 24-3",,1,1,12,12.0,0,100.0,12.0,23,31.1,0,0.0,0,0.0
1,2.0,75.0,2.0,2.0,2023-09-18,CLE,@,PIT,"L, 22-26",*,1,1,2,2.0,0,100.0,2.0,9,10.3,0,0.0,0,0.0
2,3.0,76.0,3.0,3.0,2023-09-24,CLE,,TEN,"W, 27-3",,0,0,0,,0,,,13,18.3,0,0.0,2,8.3
3,4.0,77.0,4.0,4.0,2023-10-01,CLE,,BAL,"L, 3-28",,2,1,6,6.0,0,50.0,3.0,15,21.7,0,0.0,4,14.3
4,5.0,78.0,5.0,6.0,2023-10-15,CLE,,SFO,"W, 19-17",,2,0,0,,0,0.0,0.0,7,9.2,0,0.0,9,29.0
5,6.0,79.0,6.0,7.0,2023-10-22,CLE,@,IND,"W, 39-38",*,0,0,0,,0,,,5,6.7,0,0.0,10,25.0
6,7.0,80.0,7.0,8.0,2023-10-29,CLE,@,SEA,"L, 20-24",,1,1,6,6.0,0,100.0,6.0,9,11.5,0,0.0,9,34.6
7,8.0,81.0,8.0,9.0,2023-11-05,CLE,,ARI,"W, 27-0",,3,1,11,11.0,0,33.3,3.7,19,26.0,0,0.0,7,25.0
8,9.0,82.0,9.0,10.0,2023-11-12,CLE,@,BAL,"W, 33-31",*,1,1,8,8.0,0,100.0,8.0,5,6.4,0,0.0,12,38.7
9,10.0,83.0,10.0,11.0,2023-11-19,CLE,,PIT,"W, 13-10",,0,0,0,,0,,,15,20.0,0,0.0,12,41.4
10,11.0,84.0,11.0,12.0,2023-11-26,CLE,@,DEN,"L, 12-29",,0,0,0,,0,,,10,13.7,0,0.0,8,30.8
11,12.0,85.0,12.0,13.0,2023-12-03,CLE,@,LAR,"L, 19-36",*,1,1,6,6.0,0,100.0,6.0,12,16.9,0,0.0,10,30.3
12,13.0,86.0,13.0,14.0,2023-12-10,CLE,,JAX,"W, 31-27",,1,1,3,3.0,0,100.0,3.0,17,22.4,0,0.0,9,26.5
13,14.0,87.0,14.0,15.0,2023-12-17,CLE,,CHI,"W, 20-17",,1,1,8,8.0,0,100.0,8.0,11,15.9,0,0.0,17,48.6
14,15.0,88.0,15.0,16.0,2023-12-24,CLE,@,HOU,"W, 36-22",,2,2,18,9.0,0,100.0,9.0,15,18.3,0,0.0,10,41.7
15,16.0,89.0,16.0,17.0,2023-12-28,CLE,,NYJ,"W, 37-20",,1,1,28,28.0,0,100.0,28.0,12,20.0,0,0.0,10,33.3
16,17.0,90.0,17.0,18.0,2024-01-07,CLE,@,CIN,"L, 14-31",,6,3,24,8.0,0,50.0,4.0,34,64.2,0,0.0,9,31.0
17,,,,,,,,,11-6,,23,15,132,8.8,0,65.2,5.7,231,18.6,0,0.0,138,27.1
