,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,44.0,1.0,1.0,2023-09-10,BAL,,HOU,"W, 25-9",,8,9,2,1.1,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,19,29.7,0,0.0,12,48.0
1,2.0,45.0,2.0,2.0,2023-09-17,BAL,@,CIN,"W, 27-24",*,11,41,0,3.7,3,3,12,4.0,0,100.0,4.0,0,0,0,,0,0,0,0,0,0,43,57.3,0,0.0,5,20.0
2,2.0,,3.0,3.0,2023-09-24,BAL,,IND,"L, 19-22 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,3.0,46.0,4.0,4.0,2023-10-01,BAL,@,CLE,"W, 28-3",,3,33,0,11.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,7,12.1,0,0.0,0,0.0
4,4.0,47.0,5.0,5.0,2023-10-08,BAL,@,PIT,"L, 10-17",,7,32,1,4.6,4,4,13,3.3,0,100.0,3.3,0,0,0,,1,1,0,0,0,0,39,55.7,0,0.0,0,0.0
5,5.0,48.0,6.0,6.0,2023-10-15,BAL,@,TEN,"W, 24-16",*,8,35,0,4.4,3,3,0,0.0,0,100.0,0.0,0,0,0,,0,0,0,0,0,0,27,38.0,0,0.0,1,3.2
6,6.0,49.0,7.0,7.0,2023-10-22,BAL,,DET,"W, 38-6",*,4,46,0,11.5,1,1,2,2.0,0,100.0,2.0,0,0,0,,0,0,0,0,0,0,30,50.0,0,0.0,0,0.0
7,7.0,50.0,8.0,8.0,2023-10-29,BAL,@,ARI,"W, 31-24",*,4,15,0,3.8,4,4,40,10.0,0,100.0,10.0,0,0,0,,0,0,0,0,0,0,31,47.7,0,0.0,3,10.7
8,8.0,51.0,9.0,9.0,2023-11-05,BAL,,SEA,"W, 37-3",,13,40,0,3.1,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,48,63.2,0,0.0,0,0.0
9,9.0,52.0,10.0,10.0,2023-11-12,BAL,,CLE,"L, 31-33",,2,7,0,3.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,14,25.9,0,0.0,15,48.4
10,10.0,53.0,11.0,11.0,2023-11-16,BAL,,CIN,"W, 34-20",,1,1,0,1.0,1,1,6,6.0,0,100.0,6.0,0,0,0,,0,0,0,0,0,0,17,25.8,0,0.0,14,43.8
11,11.0,54.0,12.0,12.0,2023-11-26,BAL,@,LAC,"W, 20-10",,5,31,0,6.2,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,20,28.2,0,0.0,6,28.6
12,12.0,55.0,13.0,14.0,2023-12-10,BAL,,LAR,"W, 37-31 (OT)",,0,0,0,,2,1,12,12.0,0,50.0,6.0,0,0,0,,0,0,0,0,0,0,30,41.7,0,0.0,13,35.1
13,13.0,56.0,14.0,15.0,2023-12-17,BAL,@,JAX,"W, 23-7",,5,23,0,4.6,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,18,25.7,0,0.0,5,22.7
14,14.0,57.0,15.0,16.0,2023-12-25,BAL,@,SFO,"W, 33-19",*,10,26,0,2.6,3,3,31,10.3,0,100.0,10.3,1,18,0,18.0,0,0,0,0,0,0,42,61.8,0,0.0,4,14.8
15,15.0,58.0,16.0,17.0,2023-12-31,BAL,,MIA,"W, 56-19",,3,48,0,16.0,5,5,64,12.8,1,100.0,12.8,2,101,0,50.5,0,0,0,0,0,0,20,35.1,0,0.0,5,16.7
16,16.0,59.0,17.0,18.0,2024-01-06,BAL,,PIT,"L, 10-17",,0,0,0,,10,3,26,8.7,0,30.0,2.6,0,0,0,,0,0,0,0,0,0,31,54.4,0,0.0,5,18.5
17,,,,,,,,,13-3,,84,387,3,4.6,39,28,206,7.4,1,71.8,5.3,3,119,0,39.7,1,1,0,0,0,0,436,41.4,0,0.0,88,20.1
