,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,60.0,1.0,1.0,2024-09-05,BAL,@,KAN,"L, 20-27",,1,3,0,3.0,8,6,52,8.7,0,75.0,6.5,0,0,0,,43,53.8,0,0.0,0,0.0
1,2.0,61.0,2.0,2.0,2024-09-15,BAL,,LVR,"L, 23-26",,4,22,0,5.5,2,2,10,5.0,0,100.0,5.0,0,0,0,,35,53.8,0,0.0,0,0.0
2,3.0,62.0,3.0,3.0,2024-09-22,BAL,@,DAL,"W, 28-25",,5,33,0,6.6,2,2,21,10.5,0,100.0,10.5,0,0,0,,26,41.3,0,0.0,5,17.9
3,4.0,63.0,4.0,4.0,2024-09-29,BAL,,BUF,"W, 35-10",,4,18,0,4.5,6,6,78,13.0,1,100.0,13.0,0,0,0,,20,35.1,0,0.0,5,18.5
4,5.0,64.0,5.0,5.0,2024-10-06,BAL,@,CIN,"W, 41-38 (OT)",,5,17,0,3.4,2,1,8,8.0,0,50.0,4.0,0,0,0,,41,52.6,0,0.0,7,20.0
5,6.0,65.0,6.0,6.0,2024-10-13,BAL,,WAS,"W, 30-23",,1,2,0,2.0,1,1,2,2.0,0,100.0,2.0,2,57,0,28.5,26,38.2,0,0.0,6,20.7
6,7.0,66.0,7.0,7.0,2024-10-21,BAL,@,TAM,"W, 41-31",,5,4,0,0.8,3,3,44,14.7,1,100.0,14.7,1,37,0,37.0,27,45.8,0,0.0,6,20.7
7,8.0,67.0,8.0,8.0,2024-10-27,BAL,@,CLE,"L, 24-29",,2,5,0,2.5,1,1,14,14.0,0,100.0,14.0,0,0,0,,34,50.0,0,0.0,7,24.1
8,9.0,68.0,9.0,9.0,2024-11-03,BAL,,DEN,"W, 41-10",,5,15,0,3.0,3,3,43,14.3,0,100.0,14.3,0,0,0,,19,33.3,0,0.0,3,12.0
9,10.0,69.0,10.0,10.0,2024-11-07,BAL,,CIN,"W, 35-34",,2,-2,0,-1.0,2,2,0,0.0,0,100.0,0.0,0,0,0,,22,34.9,0,0.0,6,21.4
10,11.0,70.0,11.0,11.0,2024-11-17,BAL,@,PIT,"L, 16-18",,2,13,0,6.5,7,4,28,7.0,0,57.1,4.0,1,30,0,30.0,30,49.2,0,0.0,7,24.1
11,12.0,71.0,12.0,12.0,2024-11-25,BAL,@,LAC,"W, 30-23",,4,55,1,13.8,2,2,7,3.5,0,100.0,3.5,0,0,0,,26,40.0,0,0.0,5,18.5
12,13.0,72.0,13.0,13.0,2024-12-01,BAL,,PHI,"L, 19-24",,3,6,0,2.0,6,4,15,3.8,0,66.7,2.5,0,0,0,,36,50.0,0,0.0,6,18.2
13,14.0,73.0,14.0,15.0,2024-12-15,BAL,@,NYG,"W, 35-14",,2,7,0,3.5,5,5,61,12.2,1,100.0,12.2,1,59,0,59.0,22,37.3,0,0.0,3,14.3
14,15.0,74.0,15.0,16.0,2024-12-21,BAL,,PIT,"W, 34-17",,2,30,0,15.0,1,0,0,,0,0.0,0.0,0,0,0,,7,11.3,0,0.0,2,7.4
15,15.0,,16.0,17.0,2024-12-25,BAL,@,HOU,"W, 31-2",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,15.0,,17.0,18.0,2025-01-04,BAL,,CLE,"W, 35-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,10-5,,47,228,1,4.9,51,42,383,9.1,3,82.4,7.5,5,183,0,36.6,414,42.4,0,0.0,68,16.0
