,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2023-09-10,ATL,,CAR,"W, 24-10",,15,75,2,5.0,3,3,19,6.3,0,100.0,6.3,29,55.8,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2023-09-17,ATL,,GNB,"W, 25-24",*,16,48,0,3.0,0,0,0,,0,,,36,43.9,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2023-09-24,ATL,@,DET,"L, 6-20",,7,12,0,1.7,3,2,17,8.5,0,66.7,5.7,20,29.9,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2023-10-01,ATL,@,JAX,"L, 7-23",,7,16,0,2.3,2,1,-4,-4.0,0,50.0,-2.0,15,25.9,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2023-10-08,ATL,,HOU,"W, 21-19",,17,40,0,2.4,1,0,0,,0,0.0,0.0,34,44.2,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2023-10-15,ATL,,WAS,"L, 16-24",,13,51,0,3.9,1,0,0,,0,0.0,0.0,23,27.7,0,0.0,0,0.0
6,7.0,23.0,7.0,7.0,2023-10-22,ATL,@,TAM,"W, 16-13",*,21,59,0,2.8,3,3,53,17.7,0,100.0,17.7,33,50.8,0,0.0,0,0.0
7,8.0,24.0,8.0,8.0,2023-10-29,ATL,@,TEN,"L, 23-28",,8,31,0,3.9,0,0,0,,0,,,15,22.1,0,0.0,3,8.6
8,9.0,25.0,9.0,9.0,2023-11-05,ATL,,MIN,"L, 28-31",,12,39,1,3.3,3,2,-9,-4.5,0,66.7,-3.0,24,34.8,0,0.0,0,0.0
9,10.0,26.0,10.0,10.0,2023-11-12,ATL,@,ARI,"L, 23-25",,9,31,0,3.4,1,1,7,7.0,0,100.0,7.0,19,26.8,0,0.0,1,3.8
10,11.0,27.0,11.0,12.0,2023-11-26,ATL,,NOR,"W, 24-15",,10,64,0,6.4,0,0,0,,0,,,18,29.0,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2023-12-03,ATL,@,NYJ,"W, 13-8",,8,26,0,3.3,0,0,0,,0,,,11,16.2,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2023-12-10,ATL,,TAM,"L, 25-29",,9,40,0,4.4,0,0,0,,0,,,15,20.8,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2023-12-17,ATL,@,CAR,"L, 7-9",*,14,45,0,3.2,1,1,6,6.0,0,100.0,6.0,26,50.0,0,0.0,2,10.5
14,15.0,31.0,15.0,16.0,2023-12-24,ATL,,IND,"W, 29-10",,9,69,1,7.7,1,1,19,19.0,0,100.0,19.0,13,20.3,0,0.0,3,10.7
15,16.0,32.0,16.0,17.0,2023-12-31,ATL,@,CHI,"L, 17-37",,5,13,0,2.6,1,1,75,75.0,1,100.0,75.0,11,18.6,0,0.0,8,25.0
16,17.0,33.0,17.0,18.0,2024-01-07,ATL,@,NOR,"L, 17-48",,6,24,0,4.0,3,3,10,3.3,0,100.0,3.3,18,29.5,0,0.0,14,43.8
17,,,,,,,,,7-10,,186,683,4,3.7,23,18,193,10.7,1,78.3,8.4,360,31.9,0,0.0,31,6.7
