,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,51.0,1.0,1.0,2025-09-07,ATL,,TAM,"L, 20-23",*,10,24,0,2.4,0,0,0,,0,,,19,25.0,0,0.0,8,29.6
1,2.0,52.0,2.0,2.0,2025-09-14,ATL,@,MIN,"W, 22-6",,16,76,1,4.8,1,1,4,4.0,0,100.0,4.0,22,33.3,0,0.0,12,50.0
2,3.0,53.0,3.0,3.0,2025-09-21,ATL,@,CAR,"L, 0-30",,1,4,0,4.0,2,1,0,0.0,0,50.0,0.0,6,9.1,0,0.0,11,50.0
3,,,,,,,,,1-2,,27,104,1,3.9,3,2,4,2.0,0,66.7,1.3,47,22.6,0,0.0,31,42.5
