,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2024-09-08,ATL,,PIT,"L, 10-18",,3,21,0,7.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,10,17.9,0,0.0,4,16.0
1,2.0,35.0,2.0,2.0,2024-09-16,ATL,@,PHI,"W, 22-21",,9,53,0,5.9,1,1,12,12.0,0,100.0,12.0,0.0,0,0,0,0,0,0,13,21.3,0,0.0,13,59.1
2,3.0,36.0,3.0,3.0,2024-09-22,ATL,,KAN,"L, 17-22",,7,32,0,4.6,0,0,0,,0,,,0.0,0,0,0,0,0,0,13,21.3,0,0.0,6,25.0
3,4.0,37.0,4.0,4.0,2024-09-29,ATL,,NOR,"W, 26-24",,8,60,0,7.5,2,2,20,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,21,37.5,0,0.0,6,21.4
4,5.0,38.0,5.0,5.0,2024-10-03,ATL,,TAM,"W, 36-30 (OT)",,6,12,0,2.0,3,3,13,4.3,0,100.0,4.3,0.0,0,0,0,0,0,0,31,35.6,0,0.0,1,3.1
5,6.0,39.0,6.0,6.0,2024-10-13,ATL,@,CAR,"W, 38-20",,18,105,1,5.8,1,1,3,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,29,41.4,0,0.0,1,3.7
6,7.0,40.0,7.0,7.0,2024-10-20,ATL,,SEA,"L, 14-34",,5,36,0,7.2,1,1,9,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,17,23.3,0,0.0,10,38.5
7,8.0,41.0,8.0,8.0,2024-10-27,ATL,@,TAM,"W, 31-26",,12,33,0,2.8,0,0,0,,0,,,0.0,2,2,0,0,0,0,22,35.5,0,0.0,8,29.6
8,9.0,42.0,9.0,9.0,2024-11-03,ATL,,DAL,"W, 27-21",,6,18,1,3.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,14,24.6,0,0.0,19,73.1
9,10.0,43.0,10.0,10.0,2024-11-10,ATL,@,NOR,"L, 17-20",,11,59,0,5.4,0,0,0,,0,,,0.0,1,0,1,0,0,0,18,23.1,0,0.0,17,63.0
10,11.0,44.0,11.0,11.0,2024-11-17,ATL,@,DEN,"L, 6-38",,0,0,0,,1,1,-1,-1.0,0,100.0,-1.0,0.0,0,0,0,0,0,0,4,6.8,0,0.0,18,69.2
11,12.0,45.0,12.0,13.0,2024-12-01,ATL,,LAC,"L, 13-17",,8,16,0,2.0,1,1,6,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,24,29.6,0,0.0,15,68.2
12,13.0,46.0,13.0,14.0,2024-12-08,ATL,@,MIN,"L, 21-42",,9,63,1,7.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,13,17.6,0,0.0,16,59.3
13,14.0,47.0,14.0,15.0,2024-12-16,ATL,@,LVR,"W, 15-9",,12,43,0,3.6,0,0,0,,0,,,0.0,0,0,0,0,0,0,15,25.9,0,0.0,19,76.0
14,15.0,48.0,15.0,16.0,2024-12-22,ATL,,NYG,"W, 34-7",,11,22,0,2.0,1,1,9,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,18,26.9,0,0.0,16,66.7
15,16.0,49.0,16.0,17.0,2024-12-29,ATL,@,WAS,"L, 24-30 (OT)",,3,19,0,6.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,8,12.5,0,0.0,17,63.0
16,17.0,50.0,17.0,18.0,2025-01-05,ATL,,CAR,"L, 38-44 (OT)",,9,52,0,5.8,2,2,17,8.5,0,100.0,8.5,0.0,0,0,0,0,0,0,17,21.5,0,0.0,18,58.1
17,,,,,,,,,8-9,,137,644,3,4.7,13,13,88,6.8,0,100.0,6.8,0.0,3,2,1,0,0,0,287,25.1,0,0.0,204,45.7
