,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,23,NWE,NFL,WR,14,7,79,49,561,11.4,0,26,45.6,42,3.5,40.1,62.0,7.1,8,41,0,2,62.5,20,5.1,2.9,0.6,57,10.6,602,0,3,4,
1,2024,24,NWE,NFL,WR,17,7,87,66,621,9.4,3,31,51.7,36,3.9,36.5,75.9,7.1,3,16,0,0,66.7,9,5.3,0.9,0.2,69,9.2,637,3,1,5,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,31,14,166,115,1182,10.3,3,57,48.8,42,3.7,38.1,69.3,7.1,11,57,0,2,63.6,20,5.2,1.8,0.4,126,9.8,1239,3,4,9,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,8,91,63,648,10.3,2,31,48.8,42,3.7,38.1,69.3,7.1,6,31,0,1,63.6,20,5.2,1.8,0.4,69,5.4,679,2,2,5,
