,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,91.0,1.0,1.0,2023-09-10,ATL,,CAR,"W, 24-10",,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,26,50.0,0,0.0,0,0.0
1,2.0,92.0,2.0,2.0,2023-09-17,ATL,,GNB,"W, 25-24",,6,4,47,11.8,0,66.7,7.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,67.1,0,0.0,0,0.0
2,3.0,93.0,3.0,3.0,2023-09-24,ATL,@,DET,"L, 6-20",,8,5,37,7.4,0,62.5,4.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,48,71.6,0,0.0,0,0.0
3,4.0,94.0,4.0,4.0,2023-10-01,ATL,@,JAX,"L, 7-23",*,6,6,95,15.8,0,100.0,15.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,32,55.2,0,0.0,0,0.0
4,5.0,95.0,5.0,5.0,2023-10-08,ATL,,HOU,"W, 21-19",,7,6,67,11.2,0,85.7,9.6,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,49,63.6,0,0.0,0,0.0
5,6.0,96.0,6.0,6.0,2023-10-15,ATL,,WAS,"L, 16-24",,5,4,36,9.0,1,80.0,7.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,45,54.2,0,0.0,0,0.0
6,7.0,97.0,7.0,7.0,2023-10-22,ATL,@,TAM,"W, 16-13",,3,3,27,9.0,0,100.0,9.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,36,55.4,0,0.0,0,0.0
7,8.0,98.0,8.0,8.0,2023-10-29,ATL,@,TEN,"L, 23-28",*,1,1,13,13.0,0,100.0,13.0,0,0,0,,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,48,70.6,0,0.0,0,0.0
8,9.0,99.0,9.0,9.0,2023-11-05,ATL,,MIN,"L, 28-31",,6,5,100,20.0,1,83.3,16.7,1,0,0,0.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,39,56.5,0,0.0,0,0.0
9,10.0,100.0,10.0,10.0,2023-11-12,ATL,@,ARI,"L, 23-25",,3,1,1,1.0,0,33.3,0.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,31,43.7,0,0.0,0,0.0
10,11.0,101.0,11.0,12.0,2023-11-26,ATL,,NOR,"W, 24-15",*,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,22,35.5,0,0.0,0,0.0
11,12.0,102.0,12.0,13.0,2023-12-03,ATL,@,NYJ,"W, 13-8",,3,2,10,5.0,0,66.7,3.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,27,39.7,0,0.0,0,0.0
12,13.0,103.0,13.0,14.0,2023-12-10,ATL,,TAM,"L, 25-29",*,7,4,27,6.8,0,57.1,3.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,50,69.4,0,0.0,0,0.0
13,14.0,104.0,14.0,15.0,2023-12-17,ATL,@,CAR,"L, 7-9",,2,2,61,30.5,0,100.0,30.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,17,32.7,0,0.0,0,0.0
14,15.0,105.0,15.0,16.0,2023-12-24,ATL,,IND,"W, 29-10",*,6,4,32,8.0,0,66.7,5.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,44,68.8,0,0.0,0,0.0
15,16.0,106.0,16.0,17.0,2023-12-31,ATL,@,CHI,"L, 17-37",,4,0,0,,0,0.0,0.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,46,78.0,0,0.0,0,0.0
16,17.0,107.0,17.0,18.0,2024-01-07,ATL,@,NOR,"L, 17-48",*,3,3,29,9.7,1,100.0,9.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,38,62.3,0,0.0,0,0.0
17,,,,,,,,,7-10,,70,50,582,11.6,3,71.4,8.3,1,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,1,1,0,0,0,0,653,57.8,0,0.0,0,0.0
