,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2017,22,TEN,NFL,TE,16.0,13.0,30.0,18.0,157.0,8.7,2.0,5.0,40.0,32.0,1.1,9.8,60.0,5.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,18.0,8.7,157.0,2.0,0.0,1.0,
1,2018,23,TEN,NFL,TE,13.0,12.0,30.0,20.0,258.0,12.9,3.0,10.0,56.7,61.0,1.5,19.8,66.7,8.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.0,12.9,258.0,3.0,1.0,2.0,
2,2019,24,TEN,NFL,TE,16.0,14.0,44.0,35.0,439.0,12.5,3.0,16.0,56.8,57.0,2.2,27.4,79.5,10.0,4.0,78.0,0.0,2.0,100.0,57.0,19.5,4.9,0.3,39.0,13.3,517.0,3.0,0.0,4.0,
3,2020,25,TEN,NFL,TE,15.0,14.0,65.0,41.0,448.0,10.9,8.0,25.0,55.4,63.0,2.7,29.9,63.1,6.9,2.0,4.0,1.0,1.0,50.0,3.0,2.0,0.3,0.1,43.0,10.5,452.0,9.0,0.0,5.0,
4,2021,26,NWE,NFL,TE,16.0,11.0,45.0,28.0,294.0,10.5,1.0,15.0,40.0,28.0,1.8,18.4,62.2,6.5,9.0,40.0,0.0,2.0,44.4,9.0,4.4,2.5,0.6,37.0,9.0,334.0,1.0,1.0,3.0,
5,2022,27,NWE,NFL,TE,14.0,8.0,38.0,27.0,245.0,9.1,0.0,9.0,47.4,53.0,1.9,17.5,71.1,6.4,1.0,5.0,0.0,1.0,100.0,5.0,5.0,0.4,0.1,28.0,8.9,250.0,0.0,1.0,2.0,
6,2023,28,ATL,NFL,TE,17.0,6.0,70.0,50.0,582.0,11.6,3.0,26.0,51.4,60.0,2.9,34.2,71.4,8.3,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,51.0,11.4,582.0,3.0,1.0,5.0,
7,2024,29,MIA,NFL,TE,17.0,6.0,111.0,88.0,884.0,10.0,8.0,55.0,63.1,57.0,5.2,52.0,79.3,8.0,2.0,-1.0,0.0,0.0,0.0,,-0.5,-0.1,0.1,90.0,9.8,883.0,8.0,2.0,8.0,PB
8,8 Yrs,8 Yrs,8 Yrs,8 Yrs,,124.0,84.0,433.0,307.0,3307.0,10.8,28.0,161.0,53.6,63.0,2.5,26.7,70.9,7.6,19.0,126.0,1.0,6.0,52.6,57.0,6.6,1.0,0.2,326.0,10.5,3433.0,29.0,6.0,30.0,
9,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,12.0,59.0,42.0,453.0,10.8,4.0,22.0,53.6,63.0,2.5,26.7,70.9,7.6,3.0,17.0,0.0,1.0,52.6,57.0,6.6,1.0,0.2,45.0,1.4,471.0,4.0,1.0,4.0,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,TEN (4 Yrs),TEN (4 Yrs),TEN (4 Yrs),TEN (4 Yrs),,60.0,53.0,169.0,114.0,1302.0,11.4,16.0,56.0,53.3,63.0,1.9,21.7,67.5,7.7,6.0,82.0,1.0,3.0,83.3,57.0,13.7,1.4,0.1,120.0,11.5,1384.0,17.0,1.0,12.0,
12,NWE (2 Yrs),NWE (2 Yrs),NWE (2 Yrs),NWE (2 Yrs),,30.0,19.0,83.0,55.0,539.0,9.8,1.0,24.0,43.4,53.0,1.8,18.0,66.3,6.5,10.0,45.0,0.0,3.0,50.0,9.0,4.5,1.5,0.3,65.0,9.0,584.0,1.0,2.0,5.0,
13,ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,17.0,6.0,70.0,50.0,582.0,11.6,3.0,26.0,51.4,60.0,2.9,34.2,71.4,8.3,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,51.0,11.4,582.0,3.0,1.0,5.0,
14,MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,17.0,6.0,111.0,88.0,884.0,10.0,8.0,55.0,63.1,57.0,5.2,52.0,79.3,8.0,2.0,-1.0,0.0,0.0,0.0,,-0.5,-0.1,0.1,90.0,9.8,883.0,8.0,2.0,8.0,
