,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,ATL,,PHI,"L, 6-32",*,8,4,31,7.8,0,50.0,3.9,0.0,0,0,0,0,0,0,49,68.1,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,ATL,@,TAM,"L, 25-48",*,6,5,73,14.6,0,83.3,12.2,0.0,0,0,0,0,0,0,57,79.2,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-26,ATL,@,NYG,"W, 17-14",*,3,2,35,17.5,0,66.7,11.7,0.0,0,0,0,0,0,0,52,83.9,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,ATL,,WAS,"L, 30-34",*,9,4,50,12.5,0,44.4,5.6,0.0,0,0,0,0,0,0,55,72.4,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,ATL,,NYJ,"W, 27-20",*,10,9,119,13.2,1,90.0,11.9,0.0,0,0,0,0,0,0,54,69.2,0,0.0,0,0.0
5,6.0,6.0,6.0,7.0,2021-10-24,ATL,@,MIA,"W, 30-28",*,8,7,163,23.3,0,87.5,20.4,0.0,0,0,0,0,0,0,42,66.7,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2021-10-31,ATL,,CAR,"L, 13-19",*,6,2,13,6.5,0,33.3,2.2,0.0,1,1,0,0,0,0,44,83.0,0,0.0,0,0.0
7,8.0,8.0,8.0,9.0,2021-11-07,ATL,@,NOR,"W, 27-25",*,7,3,62,20.7,0,42.9,8.9,0.0,0,0,0,0,0,0,44,74.6,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2021-11-14,ATL,@,DAL,"L, 3-43",*,7,4,60,15.0,0,57.1,8.6,0.0,1,1,0,0,0,0,33,61.1,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2021-11-18,ATL,,NWE,"L, 0-25",,5,3,29,9.7,0,60.0,5.8,0.0,0,0,0,0,0,0,44,81.5,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2021-11-28,ATL,@,JAX,"W, 21-14",*,6,2,26,13.0,0,33.3,4.3,0.0,1,1,0,0,0,0,47,78.3,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2021-12-05,ATL,,TAM,"L, 17-30",*,7,4,48,12.0,0,57.1,6.9,0.0,0,0,0,0,0,0,67,94.4,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2021-12-12,ATL,@,CAR,"W, 29-21",*,6,5,61,12.2,0,83.3,10.2,0.0,0,0,0,0,0,0,37,53.6,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-19,ATL,@,SFO,"L, 13-31",*,7,4,77,19.3,0,57.1,11.0,0.0,0,0,0,0,0,0,49,81.7,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2021-12-26,ATL,,DET,"W, 20-16",*,6,6,102,17.0,0,100.0,17.0,0.0,0,0,0,0,0,0,36,78.3,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-02,ATL,@,BUF,"L, 15-29",*,4,2,69,34.5,0,50.0,17.3,0.0,0,0,0,0,0,0,27,50.9,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2022-01-09,ATL,,NOR,"L, 20-30",,5,2,8,4.0,0,40.0,1.6,0.0,0,0,0,0,0,0,37,74.0,0,0.0,0,0.0
17,,,,,,,,,7-10,,110,68,1026,15.1,1,61.8,9.3,0.0,3,3,0,0,0,0,774,73.6,0,0.0,0,0.0
