,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2014-09-07,OAK,@,NYJ,"L, 14-19",*,20,32,62.5,151,2,0,4.7,5.97,94.7,2,18,1,-1,0,-1.0,0,0,0,0,,,0,0,0,1,0,0,52,100.0,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2014-09-14,OAK,,HOU,"L, 14-30",*,27,42,64.3,263,1,2,6.3,4.6,69.8,0,0,4,58,0,14.5,0,0,0,0,,,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2014-09-21,OAK,@,NWE,"L, 9-16",*,21,34,61.8,174,0,1,5.1,3.79,62.6,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,59,100.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2014-09-28,OAK,,MIA,"L, 14-38",*,16,25,64.0,146,1,1,5.8,4.84,76.4,1,3,2,9,0,4.5,0,0,0,0,,,0,0,0,0,0,0,41,63.1,0,0.0,0,0.0
4,5.0,5.0,5.0,6.0,2014-10-12,OAK,,SDG,"L, 28-31",*,18,34,52.9,282,4,1,8.3,9.32,107.7,0,0,1,2,0,2.0,0,0,0,0,,,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
5,6.0,6.0,6.0,7.0,2014-10-19,OAK,,ARI,"L, 13-24",*,16,28,57.1,173,0,0,6.2,6.18,75.4,1,9,2,2,0,1.0,0,0,0,0,,,0,0,0,0,0,0,51,100.0,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2014-10-26,OAK,@,CLE,"L, 13-23",*,34,54,63.0,328,1,0,6.1,6.44,86.0,4,17,1,2,0,2.0,1,0,0,0,0.0,0.0,2,1,0,0,0,0,82,100.0,0,0.0,0,0.0
7,8.0,8.0,8.0,9.0,2014-11-02,OAK,@,SEA,"L, 24-30",*,24,41,58.5,194,2,2,4.7,3.51,66.5,1,5,2,9,0,4.5,0,0,0,0,,,1,0,0,0,0,0,61,100.0,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2014-11-09,OAK,,DEN,"L, 17-41",*,30,47,63.8,192,2,2,4.1,3.02,68.8,0,0,0,0,0,,0,0,0,0,,,1,0,0,1,0,0,63,100.0,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2014-11-16,OAK,@,SDG,"L, 6-13",*,16,34,47.1,172,0,0,5.1,5.06,62.4,2,10,2,0,0,0.0,0,0,0,0,,,2,1,0,1,-2,0,58,100.0,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2014-11-20,OAK,,KAN,"W, 24-20",*,18,35,51.4,174,1,0,5.0,5.54,75.2,1,2,3,2,0,0.7,0,0,0,0,,,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2014-11-30,OAK,@,STL,"L, 0-52",*,24,39,61.5,173,0,2,4.4,2.13,50.5,3,23,1,1,0,1.0,0,0,0,0,,,0,0,0,0,0,0,59,75.6,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2014-12-07,OAK,,SFO,"W, 24-13",*,22,28,78.6,254,3,0,9.1,11.21,140.2,1,9,2,2,0,1.0,0,0,0,0,,,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2014-12-14,OAK,@,KAN,"L, 13-31",*,27,56,48.2,222,1,0,4.0,4.32,64.7,4,20,1,0,0,0.0,0,0,0,0,,,1,1,0,0,-3,0,81,100.0,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2014-12-21,OAK,,BUF,"W, 26-24",*,17,34,50.0,214,2,0,6.3,7.47,89.6,1,7,4,0,0,0.0,0,0,0,0,,,1,0,0,1,-4,0,72,100.0,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2014-12-28,OAK,@,DEN,"L, 14-47",*,18,36,50.0,158,1,1,4.4,3.69,59.7,3,26,3,6,0,2.0,0,0,0,0,,,2,1,0,0,-21,0,58,100.0,0,0.0,0,0.0
16,,,,,,,,,3-13,,348,599,58.1,3270,21,12,5.5,5.26,76.6,24,149,29,92,0,3.2,1,0,0,0,0.0,0.0,10,4,0,4,-30,0,989,95.8,0,0.0,0,0.0
