,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2018-09-10,OAK,,LAR,"L, 13-33",*,29,40,72.5,303,0,3,7.6,4.2,62.8,1,3,2,1,0,0.5,0,0,0,,0,,,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
1,2.0,64.0,2.0,2.0,2018-09-16,OAK,@,DEN,"L, 19-20",*,29,32,90.6,288,1,0,9.0,9.63,114.6,1,7,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
2,3.0,65.0,3.0,3.0,2018-09-23,OAK,@,MIA,"L, 20-28",*,27,39,69.2,345,1,2,8.8,7.05,83.8,3,20,2,-2,0,-1.0,0,0,0,,0,,,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
3,4.0,66.0,4.0,4.0,2018-09-30,OAK,,CLE,"W, 45-42 (OT)",*,35,58,60.3,437,4,2,7.5,7.36,92.4,3,11,2,1,0,0.5,0,0,0,,0,,,0,0,0,0,0,0,92,100.0,0,0.0,0,0.0
4,5.0,67.0,5.0,5.0,2018-10-07,OAK,@,LAC,"L, 10-26",*,24,33,72.7,268,1,1,8.1,7.36,94.0,3,20,1,5,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
5,6.0,68.0,6.0,6.0,2018-10-14,OAK,,SEA,"L, 3-27",*,23,31,74.2,142,0,0,4.6,4.58,83.0,6,36,4,31,0,7.8,0,0,0,,0,,,2,2,0,0,0,0,60,100.0,0,0.0,0,0.0
6,7.0,69.0,7.0,8.0,2018-10-28,OAK,,IND,"L, 28-42",*,21,28,75.0,244,3,0,8.7,10.86,136.6,0,0,2,0,1,0.0,0,0,0,,0,,,0,0,0,0,0,0,50,100.0,0,0.0,0,0.0
7,8.0,70.0,8.0,9.0,2018-11-01,OAK,@,SFO,"L, 3-34",*,16,21,76.2,171,0,0,8.1,8.14,99.5,7,32,3,5,0,1.7,0,0,0,,0,,,2,0,0,1,0,0,47,82.5,0,0.0,0,0.0
8,9.0,71.0,9.0,10.0,2018-11-11,OAK,,LAC,"L, 6-20",*,24,37,64.9,243,0,0,6.6,6.57,83.5,4,40,2,2,0,1.0,0,0,0,,0,,,1,1,0,0,0,0,63,100.0,0,0.0,0,0.0
9,10.0,72.0,10.0,11.0,2018-11-18,OAK,@,ARI,"W, 23-21",*,19,31,61.3,192,2,0,6.2,7.48,100.5,4,19,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
10,11.0,73.0,11.0,12.0,2018-11-25,OAK,@,BAL,"L, 17-34",*,16,34,47.1,194,1,0,5.7,6.29,74.9,3,12,0,0,0,,0,0,0,,0,,,1,1,0,0,0,0,56,96.6,0,0.0,0,0.0
11,12.0,74.0,12.0,13.0,2018-12-02,OAK,,KAN,"L, 33-40",*,29,38,76.3,285,3,0,7.5,9.08,123.2,3,14,1,8,0,8.0,0,0,0,,0,,,1,0,0,0,0,0,76,100.0,0,0.0,0,0.0
12,13.0,75.0,13.0,14.0,2018-12-09,OAK,,PIT,"W, 24-21",*,25,34,73.5,322,2,0,9.5,10.65,122.4,4,23,1,-1,0,-1.0,0,0,0,,0,,,1,1,0,0,0,0,67,100.0,0,0.0,0,0.0
13,14.0,76.0,14.0,15.0,2018-12-16,OAK,@,CIN,"L, 16-30",*,21,38,55.3,263,1,0,6.9,7.45,85.7,5,34,0,0,0,,1,1,-9,-9.0,0,100.0,-9.0,1,1,0,0,0,0,59,100.0,0,0.0,0,0.0
14,15.0,77.0,15.0,16.0,2018-12-24,OAK,,DEN,"W, 27-14",*,19,26,73.1,167,0,0,6.4,6.42,89.7,1,8,4,-3,0,-0.8,0,0,0,,0,,,1,0,0,1,-6,0,62,100.0,0,0.0,0,0.0
15,16.0,78.0,16.0,17.0,2018-12-30,OAK,@,KAN,"L, 3-35",*,24,33,72.7,185,0,2,5.6,2.88,60.8,3,20,0,0,0,,0,0,0,,0,,,2,1,0,0,0,0,66,100.0,0,0.0,0,0.0
16,,,,,,,,,4-12,,381,553,68.9,4049,19,10,7.3,7.2,93.9,51,299,24,47,1,2.0,1,1,-9,-9.0,0,100.0,-9.0,12,7,0,2,-6,0,1030,98.8,0,0.0,0,0.0
