,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2022-09-11,JAX,@,WAS,"L, 22-28",*,24,42,57.1,275,1,1,6.5,5.95,75.0,2,15,2,4,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
1,2.0,19.0,2.0,2.0,2022-09-18,JAX,,IND,"W, 24-0",*,25,30,83.3,235,2,0,7.8,9.17,121.5,0,0,3,11,0,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
2,3.0,20.0,3.0,3.0,2022-09-25,JAX,@,LAC,"W, 38-10",*,28,39,71.8,262,3,0,6.7,8.26,115.5,0,0,3,7,0,2.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75,98.7,0,0.0,0,0.0
3,4.0,21.0,4.0,4.0,2022-10-02,JAX,@,PHI,"L, 21-29",*,11,23,47.8,174,2,1,7.6,7.35,84.3,4,26,2,7,0,3.5,0.0,0,0,0,0,0,0,4,4,0,0,1,0,47,100.0,0,0.0,0,0.0
4,5.0,22.0,5.0,5.0,2022-10-09,JAX,,HOU,"L, 6-13",*,25,47,53.2,286,0,2,6.1,4.17,54.0,0,0,4,29,0,7.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0
5,6.0,23.0,6.0,6.0,2022-10-16,JAX,@,IND,"L, 27-34",*,20,22,90.9,165,1,0,7.5,8.41,113.1,4,29,6,23,2,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
6,7.0,24.0,7.0,7.0,2022-10-23,JAX,,NYG,"L, 17-23",*,22,43,51.2,310,0,0,7.2,7.21,74.8,0,0,4,3,1,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
7,8.0,25.0,8.0,8.0,2022-10-30,JAX,,DEN,"L, 17-21",*,18,31,58.1,133,1,2,4.3,2.03,52.2,2,19,3,15,0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,72,100.0,0,0.0,0,0.0
8,9.0,26.0,9.0,9.0,2022-11-06,JAX,,LVR,"W, 27-20",*,25,31,80.6,235,1,0,7.6,8.23,109.0,0,0,6,53,0,8.8,0.0,0,0,0,0,0,0,1,1,0,0,-3,0,69,100.0,0,0.0,0,0.0
9,10.0,27.0,10.0,10.0,2022-11-13,JAX,@,KAN,"L, 17-27",*,29,40,72.5,259,2,0,6.5,7.48,106.1,5,19,4,26,0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0
10,11.0,28.0,11.0,12.0,2022-11-27,JAX,,BAL,"W, 28-27",*,29,37,78.4,321,3,0,8.7,10.3,129.8,4,27,2,1,0,0.5,0.0,0,0,0,0,0,0,2,1,0,0,0,0,63,100.0,0,0.0,0,0.0
11,12.0,29.0,12.0,13.0,2022-12-04,JAX,@,DET,"L, 14-40",*,17,31,54.8,179,1,0,5.8,6.42,82.6,2,14,4,32,0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,92.9,0,0.0,0,0.0
12,13.0,30.0,13.0,14.0,2022-12-11,JAX,@,TEN,"W, 36-22",*,30,42,71.4,368,3,0,8.8,10.19,121.9,0,0,3,7,1,2.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
13,14.0,31.0,14.0,15.0,2022-12-18,JAX,,DAL,"W, 40-34 (OT)",*,27,42,64.3,318,4,1,7.6,8.4,109.0,1,7,3,21,0,7.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,70,100.0,0,0.0,0,0.0
14,15.0,32.0,15.0,16.0,2022-12-22,JAX,@,NYJ,"W, 19-3",*,20,31,64.5,229,0,0,7.4,7.39,86.6,1,11,7,51,1,7.3,0.0,0,0,0,0,0,0,1,1,0,0,0,0,69,95.8,0,0.0,0,0.0
15,16.0,33.0,16.0,17.0,2023-01-01,JAX,@,HOU,"W, 31-3",*,17,21,81.0,152,0,1,7.2,5.1,77.0,1,8,2,4,0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,-5,0,44,69.8,0,0.0,0,0.0
16,17.0,34.0,17.0,18.0,2023-01-07,JAX,,TEN,"W, 20-16",*,20,32,62.5,212,1,0,6.6,7.25,92.2,1,9,4,-3,0,-0.8,0.0,0,0,0,0,0,0,1,1,0,0,-9,0,49,100.0,0,0.0,0,0.0
17,,,,,,,,,9-8,,387,584,66.3,4113,25,8,7.0,7.28,95.2,27,184,62,291,5,4.7,0.0,2,2,0,0,0,0,12,9,0,0,-16,0,1096,97.6,0,0.0,0,0.0
