,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,JAX,@,HOU,"L, 21-37",*,28,51,54.9,332,3,3,6.5,5.04,70.1,1,13,1,-2,0,-2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,JAX,,DEN,"L, 13-23",*,14,33,42.4,118,1,2,3.6,1.45,37.2,1,4,2,21,0,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-26,JAX,,ARI,"L, 19-31",*,22,34,64.7,219,1,2,6.4,4.38,68.1,3,17,6,27,0,4.5,0.0,0,0,0,0,0,0,2,2,0,0,0,0,68,100.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-09-30,JAX,@,CIN,"L, 21-24",*,17,24,70.8,204,0,0,8.5,8.5,96.5,1,2,8,36,1,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,JAX,,TEN,"L, 19-37",*,23,33,69.7,273,1,1,8.3,7.52,92.1,2,17,7,28,1,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-17,JAX,,MIA,"W, 23-20",*,25,41,61.0,319,1,0,7.8,8.27,93.4,2,7,2,11,0,5.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,66,100.0,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2021-10-31,JAX,@,SEA,"L, 7-31",*,32,54,59.3,238,1,1,4.4,3.94,68.3,1,11,3,11,0,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
7,8.0,8.0,8.0,9.0,2021-11-07,JAX,,BUF,"W, 9-6",*,15,26,57.7,118,0,0,4.5,4.54,69.1,2,12,3,4,0,1.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,90.2,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2021-11-14,JAX,@,IND,"L, 17-23",*,16,35,45.7,162,0,0,4.6,4.63,59.5,3,10,5,33,0,6.6,0.0,0,0,0,0,0,0,2,1,0,1,0,0,66,100.0,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2021-11-21,JAX,,SFO,"L, 10-30",*,16,25,64.0,158,0,0,6.3,6.32,81.7,3,12,3,23,0,7.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,100.0,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2021-11-28,JAX,,ATL,"L, 14-21",*,23,42,54.8,228,1,1,5.4,4.83,68.4,1,12,5,39,0,7.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,73,100.0,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2021-12-05,JAX,@,LAR,"L, 7-37",*,16,28,57.1,145,0,0,5.2,5.18,71.3,2,9,4,10,0,2.5,0.0,1,1,0,0,0,0,1,0,0,1,0,0,58,98.3,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2021-12-12,JAX,@,TEN,"L, 0-20",*,24,40,60.0,221,0,4,5.5,1.03,35.5,3,37,1,2,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-19,JAX,,HOU,"L, 16-30",*,22,38,57.9,210,0,0,5.5,5.53,73.4,3,21,5,21,0,4.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2021-12-26,JAX,@,NYJ,"L, 21-26",*,26,39,66.7,280,0,0,7.2,7.18,87.6,1,28,6,37,0,6.2,0.0,0,0,0,0,0,0,2,1,0,0,0,0,73,100.0,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-02,JAX,@,NWE,"L, 10-50",*,17,27,63.0,193,1,3,7.1,2.89,57.1,2,20,2,16,0,8.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,47,100.0,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2022-01-09,JAX,,IND,"W, 26-11",*,23,32,71.9,223,2,0,7.0,8.22,111.8,1,6,10,17,0,1.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
17,,,,,,,,,3-14,,359,602,59.6,3641,12,17,6.0,5.18,71.9,32,238,73,334,2,4.6,0.0,2,2,0,0,0,0,9,5,0,2,0,0,1078,99.4,0,0.0,0,0.0
